Player Name,Club Name,SCA,SCA Types,GCA,GCA Types,,Player,Nation,Pos,Age,90s,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA90
Ahmed Touba,Lecce,0,DF,0,4.1,1,0.32,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Medon Berisha,Lecce,0,"FW,MF",0,3.3,8,3.50,5,3,0,0,0,Matches,0.00,0,0,0,0,0
Santiago Pierotti,Lecce,2,"MF,FW",0,2.2,12,5.37,5,0,3,2,0,Matches,0.90,1,0,1,0,0
Federico Brancolini,Lecce,,GK,,1.0,,,,,,,,Matches,,,,,,
Federico Di Francesco,Lecce,0,"FW,MF",0,0.4,1,6.00,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Jeppe Corfitzen,Lecce,0,FW,0,0.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Rareș-Cătălin Burnete,Lecce,0,FW,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Marcin Listkowski,Lecce,0,FW,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Walace,Udinese,3,MF,0,37.0,57,1.58,46,1,0,5,2,Matches,0.08,3,0,0,0,0
Nehuén Pérez,Udinese,0,DF,0,36.0,39,1.08,34,1,1,3,0,Matches,0.14,5,0,0,0,0
Lorenzo Lucca,Udinese,6,FW,0,30.0,46,1.60,29,0,1,9,1,Matches,0.14,3,0,0,1,0
Lazar Samardzic,Udinese,2,MF,0,26.4,124,4.70,62,38,14,6,2,Matches,0.23,1,1,3,1,0
Hassane Kamara,Udinese,1,DF,0,25.7,51,2.06,41,2,3,2,2,Matches,0.20,4,0,0,1,0
Jaka Bijol,Udinese,0,DF,0,24.2,7,0.30,5,0,0,2,0,Matches,0.04,0,0,0,1,0
Sandi Lovrić,Udinese,0,MF,0,23.8,78,3.53,48,21,3,6,0,Matches,0.32,4,1,1,1,0
Thomas Kristensen,Udinese,0,DF,0,23.3,15,0.64,9,1,0,4,1,Matches,0.13,2,0,0,1,0
Maduka Okoye,Udinese,0,GK,0,22.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
João Ferreira,Udinese,1,DF,0,21.8,34,1.68,25,4,0,0,4,Matches,0.10,1,1,0,0,0
Florian Thauvin,Udinese,2,FW,0,20.7,71,3.74,53,6,4,6,0,Matches,0.21,4,0,0,0,0
Roberto Pereyra,Udinese,2,"FW,MF",1,20.6,53,2.56,40,1,5,3,2,Matches,0.34,4,0,1,0,1
Martín Payero,Udinese,5,MF,1,20.0,51,2.56,33,3,3,6,1,Matches,0.30,4,0,0,1,0
Festy Ebosele,Udinese,12,DF,3,19.6,55,2.91,30,1,10,2,0,Matches,0.21,0,0,1,0,0
Marco Silvestri,Udinese,0,GK,0,18.0,2,0.12,1,1,0,0,0,Matches,0.00,0,0,0,0,0
Jordan Zemura,Udinese,2,DF,0,12.9,19,1.65,11,3,1,1,1,Matches,0.09,1,0,0,0,0
Kingsley Ehizibue,Udinese,4,DF,0,10.6,23,2.17,14,0,2,3,0,Matches,0.19,2,0,0,0,0
Christian Kabasele,Udinese,0,DF,0,10.6,5,0.52,3,0,0,1,1,Matches,0.00,0,0,0,0,0
Isaac Success,Udinese,5,"FW,MF",0,9.8,29,2.96,18,0,3,3,0,Matches,0.20,1,0,0,1,0
Lautaro Gianetti,Udinese,0,DF,0,7.0,3,0.43,2,0,0,1,0,Matches,0.00,0,0,0,0,0
Oier Zarraga,Udinese,0,MF,0,6.8,6,1.34,5,1,0,0,0,Matches,0.00,0,0,0,0,0
Brenner,Udinese,1,"MF,FW",0,2.1,5,2.38,3,0,0,1,0,Matches,0.00,0,0,0,0,0
Keinan Davis,Udinese,0,"FW,MF",0,2.1,11,5.32,8,0,0,3,0,Matches,0.48,0,0,0,1,0
Axel Guessand,Udinese,0,DF,0,1.8,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Beto,Udinese,0,FW,0,1.6,6,7.30,6,0,0,0,0,Matches,0.00,0,0,0,0,0
Marley Aké,Udinese,0,FW,0,1.5,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Adam Masina,Udinese,0,DF,0,1.4,2,2.86,1,0,0,1,0,Matches,0.00,0,0,0,0,0
Antonio Tikvić,Udinese,0,DF,0,1.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Etienne Camara,Udinese,,MF,,1.0,,,,,,,,Matches,,,,,,
Domingos Quina,Udinese,0,MF,0,0.8,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Simone Pafundi,Udinese,0,MF,0,0.7,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
David Pejičić,Udinese,,MF,,0.4,,,,,,,,Matches,,,,,,
Sekou Diawara,Udinese,,FW,,0.4,,,,,,,,Matches,,,,,,
Samuel John Nwachukwu,Udinese,,DF,,0.3,,,,,,,,Matches,,,,,,
Vivaldo Semedo,Udinese,0,FW,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Enzo Ebosse,Udinese,0,DF,0,0.1,1,11.25,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Pedro Chirivella,Nantes,0,MF,0,30.3,69,2.39,61,3,0,3,2,Matches,0.14,4,0,0,0,0
Alban Lafont,Nantes,0,GK,0,29.7,6,0.22,5,1,0,0,0,Matches,0.00,0,0,0,0,0
Jean-Charles Castelletto,Nantes,1,DF,0,27.4,25,0.91,23,0,1,0,0,Matches,0.04,1,0,0,0,0
Florent Mollet,Nantes,1,"MF,FW",1,24.9,66,2.85,39,17,3,6,0,Matches,0.22,2,2,0,0,0
Eray Cömert,Nantes,1,DF,0,24.2,16,0.72,11,0,0,2,2,Matches,0.05,0,0,0,1,0
Mostafa Mohamed,Nantes,2,FW,1,22.2,48,2.16,28,1,4,12,1,Matches,0.22,3,0,0,0,1
Moussa Sissoko,Nantes,0,MF,0,22.1,36,1.78,32,0,1,2,1,Matches,0.20,3,0,0,1,0
Douglas,Nantes,3,MF,0,21.7,37,1.88,26,5,0,1,2,Matches,0.10,2,0,0,0,0
Moses Simon,Nantes,5,"FW,MF",1,19.9,65,3.27,45,1,12,2,0,Matches,0.35,6,0,0,0,0
Nicolas Pallois,Nantes,0,DF,0,18.7,9,0.51,8,0,1,0,0,Matches,0.06,1,0,0,0,0
Marcus Coco,Nantes,2,"DF,FW",0,18.3,30,1.82,26,0,1,1,0,Matches,0.12,1,0,0,1,0
Quentin Merlin,Nantes,0,DF,0,16.3,44,3.09,36,4,0,3,1,Matches,0.35,3,1,0,1,0
Jean-Kevin Duverne,Nantes,0,DF,0,15.5,12,0.80,10,0,0,1,1,Matches,0.00,0,0,0,0,0
Matthis Abline,Nantes,1,FW,1,12.8,38,3.28,30,0,5,2,0,Matches,0.17,0,0,1,0,0
Nathan Zeze,Nantes,0,DF,0,12.4,1,0.09,0,0,0,1,0,Matches,0.00,0,0,0,0,0
Samuel Moutoussamy,Nantes,2,MF,1,12.3,32,2.60,28,0,1,0,1,Matches,0.16,1,0,0,0,0
Tino Kadewere,Nantes,1,"FW,MF",0,10.2,21,2.42,18,0,1,1,0,Matches,0.12,1,0,0,0,0
Nicolas Cozza,Nantes,5,DF,0,9.9,15,1.51,9,0,1,0,0,Matches,0.00,0,0,0,0,0
Kelvin Amian,Nantes,0,DF,0,8.9,8,0.90,8,0,0,0,0,Matches,0.11,1,0,0,0,0
Abdoul Kader Bamba,Nantes,6,"FW,MF",0,7.3,36,5.29,22,3,2,3,0,Matches,0.44,2,1,0,0,0
Ronaël Pierre-Gabriel,Nantes,1,DF,0,6.6,4,0.60,1,0,0,2,0,Matches,0.00,0,0,0,0,0
Bénie Adama Traore,Nantes,0,"FW,MF",0,6.2,15,2.68,13,1,0,1,0,Matches,0.18,1,0,0,0,0
Rémy Descamps,Nantes,0,GK,0,6.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Adson,Nantes,0,"MF,FW",0,2.6,9,3.40,8,0,1,0,0,Matches,0.00,0,0,0,0,0
Ignatius Ganago,Nantes,0,"FW,MF",0,2.0,5,2.45,4,0,0,0,1,Matches,0.00,0,0,0,0,0
Marquinhos,Nantes,1,"FW,MF",1,1.7,9,5.26,8,0,0,0,0,Matches,0.58,0,0,0,0,0
Fabien Centonze,Nantes,0,DF,0,1.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Jaouen Hadjam,Nantes,0,DF,0,1.2,7,5.53,6,1,0,0,0,Matches,0.00,0,0,0,0,0
Stredair Appuah,Nantes,0,"FW,MF",0,0.9,2,2.14,0,0,1,1,0,Matches,0.00,0,0,0,0,0
Adel Mahamoud,Nantes,0,FW,0,0.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Hugo Boutsingkham,Nantes,0,"MF,FW",0,0.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Denis Petrić,Nantes,0,GK,0,0.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Enzo Mongo,Nantes,0,DF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Bastien Meupiyou,Nantes,0,DF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Lamine Diack,Nantes,0,MF,0,0.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Frederik Rønnow,Union Berlin,0,GK,0,41.0,5,0.13,2,2,0,1,0,Matches,0.03,1,0,0,0,0
Diogo Leite,Union Berlin,3,DF,0,38.0,30,0.83,25,0,0,1,1,Matches,0.08,3,0,0,0,0
Robin Gosens,Union Berlin,2,"DF,MF",0,30.4,69,2.28,57,1,1,4,4,Matches,0.26,6,0,1,0,1
Danilho Doekhi,Union Berlin,4,DF,1,27.9,29,1.08,21,0,0,4,0,Matches,0.15,2,0,0,1,0
Robin Knoche,Union Berlin,1,DF,0,26.3,15,0.62,9,2,0,3,0,Matches,0.00,0,0,0,0,0
Christopher Trimmel,Union Berlin,1,"FW,DF",0,20.8,64,3.25,33,30,0,0,0,Matches,0.15,1,2,0,0,0
Lucas Tousart,Union Berlin,0,MF,0,20.2,27,1.34,19,0,1,6,1,Matches,0.05,1,0,0,0,0
Josip Juranović,Union Berlin,1,DF,1,19.7,69,3.64,20,44,1,3,0,Matches,0.26,1,3,0,0,0
Alex Král,Union Berlin,1,MF,0,19.2,28,1.55,20,2,2,1,2,Matches,0.06,1,0,0,0,0
Rani Khedira,Union Berlin,0,MF,0,19.0,13,0.72,11,0,0,1,1,Matches,0.06,1,0,0,0,0
Kevin Behrens,Union Berlin,7,FW,1,18.7,38,2.19,26,0,1,2,2,Matches,0.12,1,0,0,0,0
Kevin Volland,Union Berlin,1,"FW,MF",0,18.3,51,2.91,35,7,2,5,1,Matches,0.28,3,1,0,1,0
Janik Haberer,Union Berlin,2,MF,0,17.9,37,2.11,33,0,0,2,0,Matches,0.11,2,0,0,0,0
Aïssa Laïdouni,Union Berlin,2,MF,0,16.6,36,2.41,30,1,2,0,1,Matches,0.33,4,0,0,0,1
Brenden Aaronson,Union Berlin,0,MF,0,16.2,54,3.46,42,1,8,3,0,Matches,0.51,6,0,2,0,0
Benedict Hollerbach,Union Berlin,4,"FW,MF",0,15.1,41,2.88,29,0,3,4,1,Matches,0.07,0,0,1,0,0
Kevin Vogt,Union Berlin,0,DF,0,14.7,10,0.68,10,0,0,0,0,Matches,0.07,1,0,0,0,0
András Schäfer,Union Berlin,0,MF,0,13.5,38,2.82,31,3,1,2,1,Matches,0.30,3,0,0,1,0
Jérôme Roussillon,Union Berlin,1,DF,0,13.3,29,2.57,22,0,2,1,3,Matches,0.27,3,0,0,0,0
Sheraldo Becker,Union Berlin,2,FW,1,12.9,40,3.56,32,0,2,4,0,Matches,0.45,2,0,0,2,0
David Datro Fofana,Union Berlin,0,FW,0,10.8,34,3.48,20,1,6,7,0,Matches,0.20,2,0,0,0,0
Leonardo Bonucci,Union Berlin,0,DF,0,8.0,6,0.75,6,0,0,0,0,Matches,0.00,0,0,0,0,0
Yorbe Vertessen,Union Berlin,0,"FW,MF",0,6.6,19,2.88,16,0,3,0,0,Matches,0.46,2,0,1,0,0
Mikkel Kaufmann,Union Berlin,0,FW,0,5.8,12,2.22,9,0,2,1,0,Matches,0.18,0,0,1,0,0
Paul Jaeckel,Union Berlin,0,DF,0,4.5,2,0.44,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Chris Bedia,Union Berlin,0,"FW,MF",0,1.6,4,2.48,4,0,0,0,0,Matches,0.00,0,0,0,0,0
Alexander Schwolow,Union Berlin,0,GK,0,1.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Jordan Pefok,Union Berlin,0,FW,0,0.6,1,3.33,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Aljoscha Kemlein,Union Berlin,0,MF,0,0.4,1,2.43,0,0,1,0,0,Matches,0.00,0,0,0,0,0
Miloš Pantović,Union Berlin,0,MF,0,0.2,1,6.00,0,0,1,0,0,Matches,6.00,0,0,1,0,0
Manuel Riemann,Bochum,0,GK,0,34.3,29,0.88,21,8,0,0,0,Matches,0.09,2,1,0,0,0
Bernardo,Bochum,4,DF,0,33.8,46,1.42,32,3,1,4,2,Matches,0.12,2,0,0,2,0
Kevin Stöger,Bochum,7,MF,0,31.0,231,7.79,131,77,5,10,1,Matches,0.61,10,6,1,1,0
Anthony Losilla,Bochum,3,MF,0,29.4,43,1.50,34,0,2,3,1,Matches,0.07,2,0,0,0,0
Erhan Mašović,Bochum,1,"DF,MF",0,26.0,17,0.69,12,0,0,4,0,Matches,0.04,1,0,0,0,0
Keven Schlotterbeck,Bochum,4,DF,2,24.3,27,1.11,15,0,1,6,1,Matches,0.12,1,0,0,0,0
Takuma Asano,Bochum,6,"FW,MF",0,23.2,65,2.95,44,1,5,8,1,Matches,0.23,3,0,0,2,0
Ivan Ordets,Bochum,1,DF,1,22.2,12,0.57,10,0,0,1,0,Matches,0.05,0,0,0,0,0
Patrick Osterhage,Bochum,3,MF,0,20.9,49,2.37,40,1,3,1,1,Matches,0.15,2,0,1,0,0
Matúš Bero,Bochum,2,"MF,FW",1,19.3,29,1.57,22,0,0,3,2,Matches,0.11,1,0,0,0,0
Philipp Hofmann,Bochum,7,FW,0,18.8,51,2.92,32,0,2,9,1,Matches,0.23,2,0,0,2,0
Moritz Broschinski,Bochum,0,FW,0,14.4,34,2.46,25,0,2,6,1,Matches,0.51,5,0,1,1,0
Christopher Antwi-Adjei,Bochum,3,"FW,MF",0,14.4,48,3.55,31,9,2,3,0,Matches,0.30,4,0,0,0,0
Cristian Gamboa,Bochum,0,DF,0,13.7,20,1.52,15,3,0,2,0,Matches,0.15,1,1,0,0,0
Maximilian Wittek,Bochum,4,"DF,FW",2,11.9,48,4.04,23,12,3,4,2,Matches,0.59,1,0,2,1,1
Felix Passlack,Bochum,1,DF,0,11.5,30,2.82,20,5,2,1,1,Matches,0.19,2,0,0,0,0
Tim Oermann,Bochum,0,DF,0,7.9,10,1.26,6,3,0,1,0,Matches,0.13,1,0,0,0,0
Gonçalo Paciência,Bochum,5,"FW,MF",0,7.2,30,4.15,11,1,4,9,0,Matches,0.00,0,0,0,0,0
Lukas Daschner,Bochum,2,"MF,FW",0,6.5,20,3.35,15,1,1,1,0,Matches,0.33,2,0,0,0,0
Philipp Förster,Bochum,1,"MF,FW",0,4.3,19,4.45,8,7,0,2,1,Matches,0.00,0,0,0,0,0
Danilo Soares,Bochum,0,DF,0,3.9,6,1.54,5,1,0,0,0,Matches,0.00,0,0,0,0,0
Noah Loosli,Bochum,0,DF,0,3.8,2,0.52,1,1,0,0,0,Matches,0.00,0,0,0,0,0
Moritz-Broni Kwarteng,Bochum,1,FW,0,3.1,17,5.44,8,0,5,3,0,Matches,0.32,1,0,0,0,0
Andreas Luthe,Bochum,0,GK,0,1.0,1,1.00,0,1,0,0,0,Matches,0.00,0,0,0,0,0
Simon Zoller,Bochum,0,"FW,MF",0,0.9,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Sebastiano Luperto,Empoli,1,DF,0,38.8,29,0.77,21,2,0,4,1,Matches,0.03,1,0,0,0,0
Youssef Maleh,Empoli,0,MF,0,28.9,62,2.14,51,5,2,3,1,Matches,0.07,2,0,0,0,0
Nicolò Cambiaghi,Empoli,18,"FW,MF",2,28.4,92,3.24,57,6,4,6,1,Matches,0.14,2,0,0,0,0
Elia Caprile,Empoli,0,GK,0,24.0,8,0.35,8,0,0,0,0,Matches,0.00,0,0,0,0,0
Ardian Ismajli,Empoli,0,DF,0,23.7,14,0.62,9,3,0,1,1,Matches,0.04,0,0,0,1,0
Sebastian Walukiewicz,Empoli,1,DF,0,22.8,14,0.61,9,0,2,1,1,Matches,0.04,1,0,0,0,0
Liberato Cacace,Empoli,0,DF,0,22.0,42,1.97,26,12,2,2,0,Matches,0.09,2,0,0,0,0
Emmanuel Gyasi,Empoli,2,"DF,FW",0,21.8,27,1.29,17,2,1,4,1,Matches,0.14,3,0,0,0,0
Alberto Grassi,Empoli,2,MF,0,21.1,24,1.19,20,0,0,2,0,Matches,0.15,3,0,0,0,0
Răzvan Marin,Empoli,1,MF,0,20.8,68,3.37,39,22,1,4,1,Matches,0.30,4,2,0,0,0
Matteo Cancellieri,Empoli,9,"FW,MF",2,19.9,54,2.72,27,1,10,6,1,Matches,0.30,2,0,2,0,0
Bartosz Bereszyński,Empoli,2,DF,1,19.6,19,0.97,16,1,0,0,0,Matches,0.10,1,0,0,0,0
Francesco Caputo,Empoli,0,FW,0,15.1,26,1.85,22,0,0,4,0,Matches,0.00,0,0,0,0,0
Etrit Berisha,Empoli,0,GK,0,14.0,2,0.14,1,1,0,0,0,Matches,0.00,0,0,0,0,0
Jacopo Fazzini,Empoli,5,MF,1,13.7,48,3.51,29,9,2,0,3,Matches,0.29,2,0,1,0,0
Tyronne Ebuehi,Empoli,1,DF,0,12.8,17,1.39,14,2,0,0,0,Matches,0.08,1,0,0,0,0
Giuseppe Pezzella,Empoli,0,DF,0,12.4,19,1.58,16,1,1,1,0,Matches,0.08,0,1,0,0,0
Szymon Żurkowski,Empoli,4,MF,0,9.6,17,1.76,10,0,1,1,1,Matches,0.10,1,0,0,0,0
Tommaso Baldanzi,Empoli,4,"MF,FW",0,8.3,36,4.35,24,4,3,1,0,Matches,0.24,2,0,0,0,0
Simone Bastoni,Empoli,0,"MF,DF",0,8.3,22,2.66,14,7,0,1,0,Matches,0.00,0,0,0,0,0
M'Baye Niang,Empoli,1,FW,0,7.9,18,2.28,11,0,3,3,0,Matches,0.38,2,0,0,1,0
Viktor Kovalenko,Empoli,3,MF,0,6.8,16,2.35,10,3,0,0,0,Matches,0.15,1,0,0,0,0
Alberto Cerri,Empoli,0,FW,0,6.1,8,1.32,6,0,0,2,0,Matches,0.16,0,0,0,1,0
Filippo Ranocchia,Empoli,0,"MF,DF",0,5.3,8,1.51,6,2,0,0,0,Matches,0.00,0,0,0,0,0
Steven Shpendi,Empoli,1,"FW,MF",0,4.8,10,2.20,8,0,0,1,0,Matches,0.22,0,0,0,1,0
Mattia Destro,Empoli,1,"FW,MF",0,4.1,4,0.98,1,0,0,1,1,Matches,0.00,0,0,0,0,0
Daniel Maldini,Empoli,1,"FW,MF",0,2.9,7,2.40,3,1,2,0,0,Matches,0.00,0,0,0,0,0
Roberto Piccoli,Empoli,0,FW,0,1.4,2,4.74,1,0,0,0,1,Matches,0.00,0,0,0,0,0
Nicolas Haas,Empoli,0,MF,0,1.4,3,3.00,3,0,0,0,0,Matches,0.00,0,0,0,0,0
Samuele Perisan,Empoli,0,GK,0,1.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Liam Henderson,Empoli,0,MF,0,0.8,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Petar Stojanović,Empoli,,"DF,MF",,0.3,,,,,,,,Matches,,,,,,
Emmanuel Ekong,Empoli,0,FW,0,0.2,1,18.00,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Giacomo Corona,Empoli,0,FW,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Andrea Sodero,Empoli,0,MF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Alberto Dossena,Cagliari,1,DF,0,34.4,29,0.88,21,0,0,4,3,Matches,0.15,4,0,0,1,0
Antoine Makoumbou,Cagliari,1,MF,0,33.3,51,1.70,42,2,4,1,1,Matches,0.07,1,0,0,0,1
Gabriele Zappa,Cagliari,2,DF,1,31.1,60,2.11,47,3,1,5,2,Matches,0.21,3,1,0,1,0
Simone Scuffet,Cagliari,0,GK,0,31.0,2,0.06,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Tommaso Augello,Cagliari,2,DF,0,28.2,56,2.08,32,19,0,1,2,Matches,0.07,2,0,0,0,0
Nahitan Nández,Cagliari,2,"MF,DF",0,26.6,71,2.73,44,18,4,1,2,Matches,0.19,3,1,0,1,0
Zito Luvumbo,Cagliari,11,"FW,MF",1,23.3,65,3.01,39,1,10,4,0,Matches,0.32,6,0,0,0,0
Matteo Prati,Cagliari,1,MF,0,21.9,51,2.33,42,2,1,4,1,Matches,0.18,4,0,0,0,0
Alessandro Deiola,Cagliari,0,MF,0,19.7,28,1.57,23,1,0,3,1,Matches,0.00,0,0,0,0,0
Ibrahim Sulemana,Cagliari,1,MF,0,17.6,20,1.34,17,0,1,1,0,Matches,0.07,1,0,0,0,0
Nicolas Viola,Cagliari,5,"MF,FW",0,14.3,64,4.78,27,27,2,2,1,Matches,0.30,1,2,0,0,1
Gaetano Oristanio,Cagliari,4,"FW,MF",0,14.0,39,3.18,24,1,6,4,0,Matches,0.24,2,0,0,1,0
Gianluca Lapadula,Cagliari,4,FW,1,13.9,34,2.54,23,0,2,5,0,Matches,0.30,0,0,2,1,0
Adam Obert,Cagliari,0,DF,0,13.6,16,1.53,15,1,0,0,0,Matches,0.38,4,0,0,0,0
Yerry Mina,Cagliari,1,DF,0,13.5,6,0.44,5,0,0,0,0,Matches,0.15,2,0,0,0,0
Andrea Petagna,Cagliari,2,FW,0,13.1,30,2.71,24,0,1,3,0,Matches,0.27,1,0,1,1,0
Mateusz Wieteska,Cagliari,0,DF,0,13.1,9,0.84,8,0,0,0,1,Matches,0.09,1,0,0,0,0
Paulo Azzi,Cagliari,0,"DF,MF",0,12.3,25,2.37,18,0,2,4,1,Matches,0.00,0,0,0,0,0
Pantelis Hatzidiakos,Cagliari,0,DF,0,11.8,5,0.53,3,0,0,2,0,Matches,0.00,0,0,0,0,0
Eldor Shomurodov,Cagliari,1,"FW,MF",0,11.6,24,2.31,16,0,3,4,0,Matches,0.77,4,0,2,2,0
Edoardo Goldaniga,Cagliari,0,DF,0,11.2,15,1.34,11,0,0,3,1,Matches,0.09,0,0,0,1,0
Jakub Jankto,Cagliari,0,"MF,FW",0,10.9,23,2.37,17,4,0,1,1,Matches,0.41,3,1,0,0,0
Boris Radunović,Cagliari,0,GK,0,10.7,1,0.14,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Gianluca Gaetano,Cagliari,2,"FW,MF",0,8.3,34,4.11,27,1,3,1,0,Matches,0.36,1,0,1,1,0
Leonardo Pavoletti,Cagliari,2,FW,0,7.9,14,2.01,12,0,0,0,0,Matches,0.14,1,0,0,0,0
Alessandro Di Pardo,Cagliari,0,"DF,MF",0,5.4,6,1.50,6,0,0,0,0,Matches,0.00,0,0,0,0,0
Marco Mancosu,Cagliari,1,"MF,FW",0,2.5,7,4.04,4,0,1,1,0,Matches,0.00,0,0,0,0,0
Gastón Pereiro,Cagliari,,"FW,MF",,0.8,,,,,,,,Matches,,,,,,
Kingstone Mutandwa,Cagliari,0,"FW,MF",0,0.4,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Simone Aresti,Cagliari,0,GK,0,0.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Arthur Desmas,Le Havre,0,GK,0,33.0,4,0.12,4,0,0,0,0,Matches,0.00,0,0,0,0,0
Gautier Lloris,Le Havre,0,DF,0,32.9,18,0.58,16,1,0,1,0,Matches,0.00,0,0,0,0,0
Arouna Sangante,Le Havre,3,DF,1,30.9,39,1.31,28,4,0,0,4,Matches,0.13,2,0,0,0,1
Christopher Operi,Le Havre,2,DF,1,28.2,74,2.72,29,34,5,4,0,Matches,0.22,2,2,1,0,0
Daler Kuzyaev,Le Havre,6,MF,0,26.0,72,3.10,57,6,0,3,0,Matches,0.17,4,0,0,0,0
Abdoulaye Touré,Le Havre,3,MF,0,25.4,44,1.73,37,0,2,1,1,Matches,0.04,1,0,0,0,0
Josué Casimir,Le Havre,4,"FW,DF",1,24.3,52,2.32,42,0,4,2,0,Matches,0.31,5,0,1,0,0
Etienne Youte Kinkoue,Le Havre,0,DF,0,23.6,12,0.56,9,2,0,0,1,Matches,0.05,1,0,0,0,0
Yassine Kechta,Le Havre,4,MF,0,22.8,47,2.29,39,2,0,2,0,Matches,0.10,1,0,0,1,0
Loïc Nego,Le Havre,6,"DF,MF",2,19.5,39,2.25,29,2,1,1,0,Matches,0.46,6,0,0,0,0
Emmanuel Sabbi,Le Havre,7,"FW,MF",1,18.7,44,2.50,26,1,5,5,0,Matches,0.34,3,0,1,1,0
Yoann Salmier,Le Havre,0,DF,0,18.4,17,0.98,15,1,0,1,0,Matches,0.17,2,0,0,1,0
Mohamed Lamine Bayo,Le Havre,1,FW,0,15.9,39,2.53,26,0,5,6,1,Matches,0.39,3,0,2,1,0
André Ayew,Le Havre,0,FW,0,13.2,27,2.20,18,0,5,2,2,Matches,0.08,1,0,0,0,0
Oussama Targhalline,Le Havre,3,MF,0,12.8,24,2.11,18,0,0,0,3,Matches,0.18,2,0,0,0,0
Nabil Alioui,Le Havre,0,"MF,FW",0,12.1,40,3.56,24,11,3,2,0,Matches,0.18,1,1,0,0,0
Antoine Joujou,Le Havre,4,"FW,MF",1,10.9,31,3.59,17,0,5,5,0,Matches,0.58,3,0,1,0,0
Samuel Grandsir,Le Havre,0,"MF,FW",0,8.3,31,4.61,20,5,3,2,1,Matches,0.30,1,0,1,0,0
Oualid El Hajjam,Le Havre,2,"DF,MF",1,7.4,12,2.76,9,0,1,0,0,Matches,0.23,0,0,0,0,0
Rassoul Ndiaye,Le Havre,0,"MF,FW",0,6.3,7,1.20,6,0,1,0,0,Matches,0.00,0,0,0,0,0
Steve Ngoura,Le Havre,0,"FW,MF",0,3.4,9,3.60,7,0,2,0,0,Matches,0.40,1,0,0,0,0
Mathieu Gorgelin,Le Havre,0,GK,0,3.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Andy Logbo,Le Havre,0,FW,0,2.8,3,1.09,3,0,0,0,0,Matches,0.00,0,0,0,0,0
Issa Soumaré,Le Havre,2,"FW,MF",0,2.6,7,2.66,2,0,2,1,0,Matches,0.00,0,0,0,0,0
Mohamed Koné,Le Havre,,GK,,1.0,,,,,,,,Matches,,,,,,
Alois Confais,Le Havre,0,"MF,FW",0,0.5,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Nolan Mbemba,Le Havre,0,MF,0,0.4,1,4.09,1,0,0,0,0,Matches,4.09,1,0,0,0,0
Simon Ebonog,Le Havre,0,MF,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Kandet Diawara,Le Havre,,FW,,0.1,,,,,,,,Matches,,,,,,
Matìas Soulé,Frosinone,4,"FW,MF",0,36.1,188,5.42,121,25,25,10,3,Matches,0.32,7,2,1,0,1
Caleb Okoli,Frosinone,0,DF,0,35.7,21,0.65,17,0,1,2,1,Matches,0.06,1,0,0,1,0
