Player Name,Club Name,Performance,Aerial Duels,,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov
Domingos Quina,Udinese,pt POR,MF,23,0.8,1,0,0,1,2,0,1,0,3,0,0,0,1,0,1,0.0,Matches
Simone Pafundi,Udinese,it ITA,MF,17,0.7,0,0,0,1,1,0,3,0,1,0,0,0,0,1,0,100.0,Matches
David Pejičić,Udinese,si SVN,MF,16,0.4,0,0,0,1,0,0,0,0,2,,,0,,,,,Matches
Sekou Diawara,Udinese,be BEL,FW,19,0.4,0,0,0,0,0,1,0,0,0,,,0,,,,,Matches
Samuel John Nwachukwu,Udinese,ng NGA,DF,17,0.3,0,0,0,1,0,0,0,0,0,,,0,,,,,Matches
Vivaldo Semedo,Udinese,pt POR,FW,18,0.1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,,Matches
Enzo Ebosse,Udinese,cm CMR,DF,24,0.1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,,Matches
Pedro Chirivella,Nantes,es ESP,MF,26,30.3,5,0,0,26,21,2,29,31,29,0,0,0,165,13,18,41.9,Matches
Alban Lafont,Nantes,fr FRA,GK,24,29.7,2,0,0,1,4,0,0,0,0,0,1,0,37,11,1,91.7,Matches
Jean-Charles Castelletto,Nantes,cm CMR,DF,28,27.4,5,0,0,33,18,2,20,32,26,0,2,0,138,51,32,61.4,Matches
Florent Mollet,Nantes,fr FRA,"MF,FW",31,24.9,4,0,0,35,24,7,160,13,11,0,0,0,112,8,14,36.4,Matches
Eray Cömert,Nantes,ch SUI,DF,25,24.2,6,0,0,29,27,1,4,40,31,0,2,0,99,14,27,34.1,Matches
Mostafa Mohamed,Nantes,eg EGY,FW,25,22.2,3,1,0,34,36,11,14,12,14,0,1,0,54,72,66,52.2,Matches
Moussa Sissoko,Nantes,fr FRA,MF,33,22.1,7,0,0,41,5,2,19,14,16,0,0,0,114,14,23,37.8,Matches
Douglas,Nantes,br BRA,MF,26,21.7,8,0,0,51,27,0,21,29,44,0,1,0,126,8,20,28.6,Matches
Moses Simon,Nantes,ng NGA,"FW,MF",28,19.9,0,0,0,14,29,4,114,3,5,1,0,0,51,15,24,38.5,Matches
Nicolas Pallois,Nantes,fr FRA,DF,35,18.7,5,0,0,21,8,1,15,27,19,0,1,0,88,30,18,62.5,Matches
Marcus Coco,Nantes,fr FRA,"DF,FW",27,18.3,2,0,0,29,29,0,54,26,27,0,0,0,77,23,21,52.3,Matches
Quentin Merlin,Nantes,fr FRA,DF,21,16.3,0,0,0,11,12,3,80,21,21,0,0,0,88,7,10,41.2,Matches
Jean-Kevin Duverne,Nantes,ht HAI,DF,26,15.5,5,0,0,29,17,0,14,18,19,0,1,0,80,15,15,50.0,Matches
Matthis Abline,Nantes,fr FRA,FW,20,12.8,1,0,0,10,16,6,7,3,5,1,0,0,39,15,27,35.7,Matches
Nathan Zeze,Nantes,fr FRA,DF,18,12.4,1,0,0,11,7,0,1,13,6,0,0,0,36,17,12,58.6,Matches
Samuel Moutoussamy,Nantes,cd COD,MF,26,12.3,2,0,0,21,13,1,2,11,20,1,1,0,74,8,16,33.3,Matches
Tino Kadewere,Nantes,zw ZIM,"FW,MF",27,10.2,1,0,0,15,11,8,7,13,4,0,0,0,42,26,24,52.0,Matches
Nicolas Cozza,Nantes,fr FRA,DF,24,9.9,2,0,0,9,19,1,13,14,23,0,0,0,25,7,12,36.8,Matches
Kelvin Amian,Nantes,fr FRA,DF,25,8.9,2,0,0,13,3,0,14,7,7,0,0,0,19,6,4,60.0,Matches
Abdoul Kader Bamba,Nantes,fr FRA,"FW,MF",29,7.3,2,0,0,3,36,5,28,4,9,1,0,0,44,6,6,50.0,Matches
Ronaël Pierre-Gabriel,Nantes,fr FRA,DF,25,6.6,3,0,0,4,4,0,9,8,9,0,0,0,22,9,5,64.3,Matches
Bénie Adama Traore,Nantes,ci CIV,"FW,MF",20,6.2,1,1,0,10,7,1,21,1,4,0,0,0,28,1,11,8.3,Matches
Rémy Descamps,Nantes,fr FRA,GK,27,6.0,1,0,0,0,2,0,0,0,0,0,0,0,4,1,2,33.3,Matches
Adson,Nantes,br BRA,"MF,FW",22,2.6,0,0,0,4,4,0,2,2,6,0,0,0,11,0,2,0.0,Matches
Ignatius Ganago,Nantes,cm CMR,"FW,MF",24,2.0,0,0,0,2,6,1,6,1,0,0,0,0,8,5,6,45.5,Matches
Marquinhos,Nantes,br BRA,"FW,MF",20,1.7,0,0,0,7,6,1,5,6,2,1,0,0,14,2,5,28.6,Matches
Fabien Centonze,Nantes,fr FRA,DF,27,1.3,2,0,0,3,2,0,7,1,2,0,0,0,7,1,1,50.0,Matches
Jaouen Hadjam,Nantes,dz ALG,DF,20,1.2,0,0,0,4,1,0,12,3,4,0,0,0,14,1,0,100.0,Matches
Stredair Appuah,Nantes,fr FRA,"FW,MF",19,0.9,0,0,0,1,0,0,2,1,0,0,0,0,4,1,0,100.0,Matches
Adel Mahamoud,Nantes,km COM,FW,20,0.3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0.0,Matches
Hugo Boutsingkham,Nantes,fr FRA,"MF,FW",20,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Denis Petrić,Nantes,rs SRB,GK,35,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Enzo Mongo,Nantes,fr FRA,DF,18,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,Matches
Bastien Meupiyou,Nantes,fr FRA,DF,17,0.1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Lamine Diack,Nantes,sn SEN,MF,22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Frederik Rønnow,Union Berlin,dk DEN,GK,30,41.0,2,0,0,0,5,0,0,1,1,0,0,0,51,11,1,91.7,Matches
Diogo Leite,Union Berlin,pt POR,DF,24,38.0,7,0,0,55,38,1,7,57,44,0,3,0,180,83,60,58.0,Matches
Robin Gosens,Union Berlin,de GER,"DF,MF",29,30.4,11,1,1,38,26,17,78,39,47,0,1,0,125,71,46,60.7,Matches
Danilho Doekhi,Union Berlin,nl NED,DF,25,27.9,2,0,0,16,24,0,5,39,30,1,0,0,82,60,48,55.6,Matches
Robin Knoche,Union Berlin,de GER,DF,31,26.3,2,0,0,17,13,0,4,17,26,0,1,1,162,49,45,52.1,Matches
Christopher Trimmel,Union Berlin,at AUT,"FW,DF",36,20.8,3,1,0,14,5,3,186,15,20,1,1,0,83,26,21,55.3,Matches
Lucas Tousart,Union Berlin,fr FRA,MF,26,20.2,9,0,0,37,10,0,11,29,25,0,0,0,108,41,41,50.0,Matches
Josip Juranović,Union Berlin,hr CRO,DF,27,19.7,5,0,0,4,15,0,135,14,15,0,0,0,114,4,5,44.4,Matches
Alex Král,Union Berlin,cz CZE,MF,25,19.2,2,0,0,21,16,2,20,14,18,0,0,0,100,20,19,51.3,Matches
Rani Khedira,Union Berlin,de GER,MF,29,19.0,7,1,0,36,15,1,6,29,26,0,1,0,92,22,21,51.2,Matches
Kevin Behrens,Union Berlin,de GER,FW,32,18.7,3,0,0,25,29,14,9,8,13,0,0,0,47,102,92,52.6,Matches
Kevin Volland,Union Berlin,de GER,"FW,MF",31,18.3,3,2,1,31,14,9,59,6,12,0,0,0,60,28,44,38.9,Matches
Janik Haberer,Union Berlin,de GER,MF,29,17.9,8,0,0,28,23,1,18,13,28,0,0,0,111,28,22,56.0,Matches
Aïssa Laïdouni,Union Berlin,tn TUN,MF,26,16.6,3,0,0,24,38,0,31,14,17,0,0,0,102,12,14,46.2,Matches
Brenden Aaronson,Union Berlin,us USA,MF,22,16.2,3,1,1,17,27,5,25,5,19,0,0,0,98,15,19,44.1,Matches
Benedict Hollerbach,Union Berlin,de GER,"FW,MF",22,15.1,2,0,0,29,20,5,48,4,13,0,0,0,59,19,38,33.3,Matches
Kevin Vogt,Union Berlin,de GER,DF,31,14.7,5,0,0,17,8,1,0,7,9,0,0,0,74,15,11,57.7,Matches
András Schäfer,Union Berlin,hu HUN,MF,24,13.5,1,1,0,22,17,2,18,20,16,0,0,0,74,22,24,47.8,Matches
Jérôme Roussillon,Union Berlin,fr FRA,DF,30,13.3,2,0,0,5,15,0,42,5,16,0,0,0,69,10,9,52.6,Matches
Sheraldo Becker,Union Berlin,sr SUR,FW,28,12.9,0,0,0,12,7,9,91,2,3,1,0,0,63,2,12,14.3,Matches
David Datro Fofana,Union Berlin,ci CIV,FW,20,10.8,0,0,0,15,17,6,17,0,8,0,0,0,31,18,35,34.0,Matches
Leonardo Bonucci,Union Berlin,it ITA,DF,36,8.0,3,0,0,6,1,0,6,9,5,0,1,0,41,10,14,41.7,Matches
Yorbe Vertessen,Union Berlin,be BEL,"FW,MF",22,6.6,1,0,0,8,11,1,3,1,2,0,0,0,20,4,19,17.4,Matches
Mikkel Kaufmann,Union Berlin,dk DEN,FW,22,5.8,0,0,0,8,10,0,6,1,4,0,0,0,19,26,34,43.3,Matches
Paul Jaeckel,Union Berlin,de GER,DF,25,4.5,1,0,0,2,2,0,0,8,3,0,0,0,20,8,7,53.3,Matches
Chris Bedia,Union Berlin,ci CIV,"FW,MF",27,1.6,0,0,0,7,2,0,0,0,1,0,0,0,2,3,7,30.0,Matches
Alexander Schwolow,Union Berlin,de GER,GK,31,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Jordan Pefok,Union Berlin,us USA,FW,27,0.6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches
Aljoscha Kemlein,Union Berlin,de GER,MF,18,0.4,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0.0,Matches
Miloš Pantović,Union Berlin,rs SRB,MF,27,0.2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,Matches
Manuel Riemann,Bochum,de GER,GK,34,34.3,5,0,0,2,6,0,4,1,1,0,2,0,81,14,3,82.4,Matches
Bernardo,Bochum,br BRA,DF,28,33.8,9,0,0,55,29,2,30,55,61,0,2,0,197,145,81,64.2,Matches
Kevin Stöger,Bochum,at AUT,MF,29,31.0,8,0,0,40,66,1,270,21,32,0,0,0,210,8,33,19.5,Matches
Anthony Losilla,Bochum,fr FRA,MF,37,29.4,10,0,0,39,23,5,6,25,37,0,0,0,136,82,54,60.3,Matches
Erhan Mašović,Bochum,rs SRB,"DF,MF",24,26.0,8,0,0,23,16,1,5,26,45,0,0,1,117,35,53,39.8,Matches
Keven Schlotterbeck,Bochum,de GER,DF,26,24.3,9,0,0,36,32,0,12,33,22,2,2,2,144,112,70,61.5,Matches
Takuma Asano,Bochum,jp JPN,"FW,MF",28,23.2,2,0,0,16,23,23,44,5,6,0,0,0,74,15,52,22.4,Matches
Ivan Ordets,Bochum,ua UKR,DF,31,22.2,4,0,0,30,22,4,1,32,17,1,4,1,89,133,55,70.7,Matches
Patrick Osterhage,Bochum,de GER,MF,23,20.9,5,0,0,21,24,3,20,28,26,0,0,0,142,26,30,46.4,Matches
Matúš Bero,Bochum,sk SVK,"MF,FW",27,19.3,7,0,0,39,21,5,16,16,22,1,0,0,97,12,37,24.5,Matches
Philipp Hofmann,Bochum,de GER,FW,30,18.8,1,0,0,21,26,5,4,4,5,0,0,0,44,111,94,54.1,Matches
Moritz Broschinski,Bochum,de GER,FW,22,14.4,4,0,0,32,13,12,12,0,7,0,0,0,40,34,102,25.0,Matches
Christopher Antwi-Adjei,Bochum,gh GHA,"FW,MF",29,14.4,5,0,0,14,20,18,59,2,13,0,0,0,53,11,22,33.3,Matches
Cristian Gamboa,Bochum,cr CRC,DF,33,13.7,6,0,0,14,7,0,28,16,19,0,1,0,74,12,9,57.1,Matches
Maximilian Wittek,Bochum,de GER,"DF,FW",27,11.9,4,0,0,20,26,2,51,18,17,0,0,0,69,15,26,36.6,Matches
Felix Passlack,Bochum,de GER,DF,25,11.5,2,1,0,14,13,2,43,11,15,0,0,0,51,6,8,42.9,Matches
Tim Oermann,Bochum,de GER,DF,19,7.9,2,0,0,8,8,0,8,2,11,0,0,0,27,7,12,36.8,Matches
Gonçalo Paciência,Bochum,pt POR,"FW,MF",28,7.2,3,0,0,9,22,2,10,0,4,0,0,0,29,20,34,37.0,Matches
Lukas Daschner,Bochum,de GER,"MF,FW",24,6.5,2,0,0,4,9,0,21,2,4,0,0,0,24,5,12,29.4,Matches
Philipp Förster,Bochum,de GER,"MF,FW",28,4.3,1,0,0,6,9,0,28,7,5,0,0,0,27,2,7,22.2,Matches
Danilo Soares,Bochum,br BRA,DF,31,3.9,0,0,0,5,5,0,3,7,6,0,0,0,35,4,7,36.4,Matches
Noah Loosli,Bochum,ch SUI,DF,26,3.8,1,0,0,4,0,0,2,7,7,0,0,0,27,5,7,41.7,Matches
Moritz-Broni Kwarteng,Bochum,gh GHA,FW,25,3.1,1,1,0,5,5,2,5,2,0,0,0,0,18,0,8,0.0,Matches
Andreas Luthe,Bochum,de GER,GK,36,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Simon Zoller,Bochum,de GER,"FW,MF",32,0.9,1,0,0,2,0,0,2,1,0,0,0,0,1,1,0,100.0,Matches
Sebastiano Luperto,Empoli,it ITA,DF,26,38.8,4,0,0,27,19,1,12,32,26,0,0,0,142,77,58,57.0,Matches
Youssef Maleh,Empoli,ma MAR,MF,24,28.9,11,0,0,56,37,0,47,25,48,0,2,0,172,17,34,33.3,Matches
Nicolò Cambiaghi,Empoli,it ITA,"FW,MF",22,28.4,3,0,0,48,77,3,131,14,39,2,0,0,99,9,25,26.5,Matches
Elia Caprile,Empoli,it ITA,GK,21,24.0,0,0,0,1,7,0,0,0,0,0,0,0,18,10,2,83.3,Matches
Ardian Ismajli,Empoli,al ALB,DF,26,23.7,2,0,0,18,17,0,4,25,19,0,1,0,72,52,39,57.1,Matches
Sebastian Walukiewicz,Empoli,pl POL,DF,23,22.8,6,0,0,23,7,2,1,15,28,0,2,0,85,39,49,44.3,Matches
Liberato Cacace,Empoli,nz NZL,DF,22,22.0,6,0,0,30,19,1,68,20,25,0,0,0,119,17,22,43.6,Matches
Emmanuel Gyasi,Empoli,gh GHA,"DF,FW",29,21.8,9,0,0,45,24,6,25,5,17,0,0,0,90,17,37,31.5,Matches
Alberto Grassi,Empoli,it ITA,MF,28,21.1,7,1,1,23,34,0,5,43,19,0,0,1,124,28,30,48.3,Matches
Răzvan Marin,Empoli,ro ROU,MF,27,20.8,3,0,0,28,18,1,99,8,23,0,0,0,91,12,12,50.0,Matches
Matteo Cancellieri,Empoli,it ITA,"FW,MF",21,19.9,7,0,0,35,52,13,42,6,22,1,1,0,70,32,67,32.3,Matches
Bartosz Bereszyński,Empoli,pl POL,DF,31,19.6,3,0,0,23,15,0,16,21,25,0,0,0,81,23,16,59.0,Matches
Francesco Caputo,Empoli,it ITA,FW,35,15.1,0,0,0,11,17,21,1,1,0,0,0,0,19,12,23,34.3,Matches
Etrit Berisha,Empoli,al ALB,GK,34,14.0,0,0,0,0,2,0,0,0,0,0,0,0,26,7,0,100.0,Matches
Jacopo Fazzini,Empoli,it ITA,MF,20,13.7,6,0,0,23,27,1,54,12,25,1,1,0,78,14,29,32.6,Matches
Tyronne Ebuehi,Empoli,ng NGA,DF,27,12.8,0,0,0,7,9,3,24,6,9,0,0,0,70,8,18,30.8,Matches
Giuseppe Pezzella,Empoli,it ITA,DF,25,12.4,5,0,0,17,20,2,55,2,14,0,1,0,56,13,5,72.2,Matches
Szymon Żurkowski,Empoli,pl POL,MF,25,9.6,4,0,0,19,17,2,6,6,6,0,0,0,37,7,17,29.2,Matches
Tommaso Baldanzi,Empoli,it ITA,"MF,FW",20,8.3,1,0,0,4,16,2,16,2,2,0,0,0,27,1,6,14.3,Matches
Simone Bastoni,Empoli,it ITA,"MF,DF",26,8.3,3,0,0,17,13,0,36,11,13,0,0,0,37,8,11,42.1,Matches
M'Baye Niang,Empoli,sn SEN,FW,28,7.9,1,0,0,15,24,9,4,3,1,0,0,0,14,24,38,38.7,Matches
Viktor Kovalenko,Empoli,ua UKR,MF,27,6.8,1,0,0,7,10,2,13,1,2,0,0,0,23,8,14,36.4,Matches
Alberto Cerri,Empoli,it ITA,FW,27,6.1,2,0,0,15,9,6,1,3,3,0,0,0,18,41,30,57.7,Matches
Filippo Ranocchia,Empoli,it ITA,"MF,DF",22,5.3,3,0,0,11,8,0,10,3,11,0,0,0,16,6,4,60.0,Matches
Steven Shpendi,Empoli,al ALB,"FW,MF",20,4.8,0,0,0,12,14,5,1,1,0,0,0,0,13,3,18,14.3,Matches
Mattia Destro,Empoli,it ITA,"FW,MF",32,4.1,2,0,0,6,7,4,0,2,1,0,0,0,9,13,17,43.3,Matches
Daniel Maldini,Empoli,it ITA,"FW,MF",21,2.9,1,0,0,8,5,0,5,2,2,0,0,0,6,7,5,58.3,Matches
Roberto Piccoli,Empoli,it ITA,FW,22,1.4,0,0,0,3,2,0,1,2,1,0,0,0,1,1,2,33.3,Matches
Nicolas Haas,Empoli,ch SUI,MF,27,1.4,1,0,0,2,1,0,0,2,3,0,0,0,9,3,0,100.0,Matches
Samuele Perisan,Empoli,it ITA,GK,25,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Liam Henderson,Empoli,sct SCO,MF,27,0.8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,Matches
Petar Stojanović,Empoli,si SVN,"DF,MF",27,0.3,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Emmanuel Ekong,Empoli,se SWE,FW,21,0.2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,,Matches
Giacomo Corona,Empoli,it ITA,FW,19,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Matches
Andrea Sodero,Empoli,it ITA,MF,18,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
Alberto Dossena,Cagliari,it ITA,DF,24,34.4,6,0,0,40,45,0,1,46,35,0,0,2,190,118,68,63.4,Matches
Antoine Makoumbou,Cagliari,cg CGO,MF,25,33.3,5,2,1,31,30,1,11,16,25,0,0,0,159,11,20,35.5,Matches
Gabriele Zappa,Cagliari,it ITA,DF,23,31.1,2,0,0,23,16,0,90,20,32,0,0,0,109,19,32,37.3,Matches
Simone Scuffet,Cagliari,it ITA,GK,27,31.0,3,0,0,0,4,0,0,1,0,0,0,0,38,4,0,100.0,Matches
Tommaso Augello,Cagliari,it ITA,DF,28,28.2,5,0,0,15,14,1,165,17,20,0,0,0,147,34,28,54.8,Matches
Nahitan Nández,Cagliari,uy URU,"MF,DF",27,26.6,7,0,0,53,33,9,160,19,40,0,0,0,135,37,46,44.6,Matches
Zito Luvumbo,Cagliari,ao ANG,"FW,MF",21,23.3,5,0,0,34,73,14,92,1,6,1,0,0,71,4,27,12.9,Matches
Matteo Prati,Cagliari,it ITA,MF,19,21.9,4,0,0,19,6,0,15,15,25,0,0,0,115,9,13,40.9,Matches
Alessandro Deiola,Cagliari,it ITA,MF,27,19.7,8,0,0,30,19,0,17,9,20,0,0,1,87,35,30,53.8,Matches
Ibrahim Sulemana,Cagliari,gh GHA,MF,20,17.6,4,0,0,21,13,1,15,9,17,0,0,0,85,13,19,40.6,Matches
Nicolas Viola,Cagliari,it ITA,"MF,FW",33,14.3,3,0,0,17,26,2,145,3,11,0,1,0,49,18,32,36.0,Matches
Gaetano Oristanio,Cagliari,it ITA,"FW,MF",20,14.0,2,0,0,41,32,2,41,10,11,0,0,0,67,17,22,43.6,Matches
Gianluca Lapadula,Cagliari,pe PER,FW,33,13.9,3,0,0,22,20,16,7,2,1,1,0,0,27,21,31,40.4,Matches
Adam Obert,Cagliari,sk SVK,DF,20,13.6,1,0,0,19,5,0,22,23,14,0,0,0,54,14,18,43.8,Matches
Yerry Mina,Cagliari,co COL,DF,28,13.5,4,0,0,17,18,0,2,4,13,0,1,0,57,35,14,71.4,Matches
Andrea Petagna,Cagliari,it ITA,FW,28,13.1,2,0,0,18,25,2,2,1,3,0,1,0,25,26,30,46.4,Matches
Mateusz Wieteska,Cagliari,pl POL,DF,26,13.1,6,1,1,14,9,0,4,20,15,0,0,0,47,27,18,60.0,Matches
Paulo Azzi,Cagliari,br BRA,"DF,MF",29,12.3,2,0,0,8,5,4,52,16,13,0,0,0,59,13,11,54.2,Matches
Pantelis Hatzidiakos,Cagliari,gr GRE,DF,26,11.8,1,0,0,7,5,0,6,18,11,0,0,0,50,5,9,35.7,Matches
Eldor Shomurodov,Cagliari,uz UZB,"FW,MF",28,11.6,1,0,0,11,11,2,8,4,5,0,0,0,38,21,44,32.3,Matches
Edoardo Goldaniga,Cagliari,it ITA,DF,29,11.2,3,0,0,14,10,3,10,15,7,0,0,0,37,18,18,50.0,Matches
Jakub Jankto,Cagliari,cz CZE,"MF,FW",27,10.9,0,0,0,9,9,2,32,6,9,0,0,0,33,3,8,27.3,Matches
Boris Radunović,Cagliari,rs SRB,GK,27,10.7,0,0,0,0,2,0,0,1,0,0,0,0,6,1,1,50.0,Matches
Gianluca Gaetano,Cagliari,it ITA,"FW,MF",23,8.3,1,1,0,10,12,3,15,3,4,0,0,0,41,4,24,14.3,Matches
Leonardo Pavoletti,Cagliari,it ITA,FW,34,7.9,4,0,0,23,7,3,1,0,1,1,0,0,12,57,41,58.2,Matches
Alessandro Di Pardo,Cagliari,it ITA,"DF,MF",24,5.4,1,0,0,7,4,1,21,7,2,0,2,0,26,4,2,66.7,Matches
Marco Mancosu,Cagliari,it ITA,"MF,FW",34,2.5,0,0,0,4,1,2,10,0,1,0,0,0,8,0,4,0.0,Matches
Gastón Pereiro,Cagliari,uy URU,"FW,MF",28,0.8,1,0,0,1,1,0,1,0,1,,,0,,,,,Matches
Kingstone Mutandwa,Cagliari,zm ZAM,"FW,MF",20,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,50.0,Matches
Simone Aresti,Cagliari,it ITA,GK,37,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Arthur Desmas,Le Havre,fr FRA,GK,29,33.0,2,0,0,0,9,0,0,0,0,0,0,0,25,7,0,100.0,Matches
Gautier Lloris,Le Havre,fr FRA,DF,28,32.9,2,0,0,36,7,1,3,33,30,0,2,0,147,75,36,67.6,Matches
Arouna Sangante,Le Havre,sn SEN,DF,21,30.9,9,0,0,57,39,0,15,67,33,0,1,1,151,50,42,54.3,Matches
Christopher Operi,Le Havre,ci CIV,DF,26,28.2,6,0,0,21,20,0,195,37,40,1,1,0,150,32,13,71.1,Matches
Daler Kuzyaev,Le Havre,ru RUS,MF,30,26.0,1,1,0,34,29,5,29,24,21,0,0,0,110,26,20,56.5,Matches
Abdoulaye Touré,Le Havre,gn GUI,MF,29,25.4,4,0,0,27,32,0,4,25,28,0,0,0,173,42,40,51.2,Matches
Josué Casimir,Le Havre,fr FRA,"FW,DF",21,24.3,6,0,0,28,31,7,56,17,18,1,0,0,107,21,25,45.7,Matches
Etienne Youte Kinkoue,Le Havre,fr FRA,DF,21,23.6,2,0,0,13,9,2,2,47,10,0,0,0,76,30,12,71.4,Matches
Yassine Kechta,Le Havre,ma MAR,MF,21,22.8,5,0,0,34,33,0,19,25,25,0,0,0,115,9,31,22.5,Matches
Loïc Nego,Le Havre,hu HUN,"DF,MF",32,19.5,3,0,0,24,18,3,47,18,26,2,0,0,95,8,7,53.3,Matches
Emmanuel Sabbi,Le Havre,us USA,"FW,MF",25,18.7,5,0,0,27,39,2,21,19,19,2,0,0,69,12,33,26.7,Matches
Yoann Salmier,Le Havre,gf GUF,DF,30,18.4,3,0,0,18,9,3,9,23,10,0,0,1,82,29,21,58.0,Matches
Mohamed Lamine Bayo,Le Havre,gn GUI,FW,25,15.9,4,0,0,15,13,7,9,2,5,0,0,0,30,36,42,46.2,Matches
André Ayew,Le Havre,gh GHA,FW,33,13.2,3,1,0,16,29,4,4,2,11,0,0,0,40,44,62,41.5,Matches
Oussama Targhalline,Le Havre,ma MAR,MF,21,12.8,4,1,1,15,25,0,8,23,14,0,0,0,68,7,13,35.0,Matches
Nabil Alioui,Le Havre,fr FRA,"MF,FW",24,12.1,1,0,0,10,21,6,55,3,2,0,0,0,36,10,10,50.0,Matches
Antoine Joujou,Le Havre,fr FRA,"FW,MF",20,10.9,1,0,0,20,10,0,23,8,14,0,0,0,42,10,24,29.4,Matches
Samuel Grandsir,Le Havre,fr FRA,"MF,FW",26,8.3,4,2,1,18,10,5,48,3,13,0,0,0,25,1,6,14.3,Matches
Oualid El Hajjam,Le Havre,ma MAR,"DF,MF",32,7.4,1,0,0,18,7,1,15,8,12,1,0,0,26,3,5,37.5,Matches
Rassoul Ndiaye,Le Havre,sn SEN,"MF,FW",21,6.3,5,2,1,11,4,1,8,5,17,0,0,0,34,5,8,38.5,Matches
Steve Ngoura,Le Havre,fr FRA,"FW,MF",18,3.4,0,0,0,8,1,3,2,0,2,0,0,0,12,3,10,23.1,Matches
Mathieu Gorgelin,Le Havre,fr FRA,GK,32,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Andy Logbo,Le Havre,fr FRA,FW,19,2.8,0,0,0,12,0,1,1,0,0,0,0,0,11,4,9,30.8,Matches
Issa Soumaré,Le Havre,sn SEN,"FW,MF",22,2.6,0,0,0,6,8,4,2,0,0,0,0,0,8,19,13,59.4,Matches
Mohamed Koné,Le Havre,ci CIV,GK,21,1.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Alois Confais,Le Havre,fr FRA,"MF,FW",26,0.5,0,0,0,2,2,0,2,1,4,0,0,0,3,0,0,,Matches
Nolan Mbemba,Le Havre,cg CGO,MF,28,0.4,0,0,0,0,0,0,3,3,1,0,0,0,1,0,0,,Matches
Simon Ebonog,Le Havre,cm CMR,MF,18,0.2,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,100.0,Matches
Kandet Diawara,Le Havre,gn GUI,FW,23,0.1,0,0,0,0,0,0,2,0,0,,,0,,,,,Matches
Matìas Soulé,Frosinone,ar ARG,"FW,MF",20,36.1,5,0,0,20,50,1,111,18,28,0,1,1,175,11,44,20.0,Matches
Caleb Okoli,Frosinone,it ITA,DF,22,35.7,9,0,0,31,29,0,2,37,40,0,2,0,164,74,59,55.6,Matches
Enzo Barrenechea,Frosinone,ar ARG,MF,22,33.1,10,0,0,37,54,0,1,29,44,0,0,0,231,51,43,54.3,Matches
Simone Romagnoli,Frosinone,it ITA,DF,33,32.2,7,0,0,28,8,0,1,31,16,0,0,0,99,97,78,55.4,Matches
Stefano Turati,Frosinone,it ITA,GK,21,31.5,0,0,0,0,3,0,0,0,0,0,0,0,34,2,1,66.7,Matches
Marco Brescianini,Frosinone,it ITA,MF,23,28.4,1,0,0,40,26,5,20,11,13,0,0,0,107,20,30,40.0,Matches
Luca Mazzitelli,Frosinone,it ITA,MF,27,27.2,6,1,1,47,43,1,42,24,25,0,0,0,128,41,38,51.9,Matches
Walid Cheddira,Frosinone,ma MAR,FW,25,25.7,0,0,0,28,48,20,3,5,7,2,0,0,47,37,69,34.9,Matches
Pol Lirola,Frosinone,es ESP,DF,25,19.8,1,0,0,8,14,2,33,24,21,0,0,0,80,14,19,42.4,Matches
Ilario Monterisi,Frosinone,it ITA,DF,21,19.7,3,0,0,13,21,1,5,10,17,1,1,0,77,41,28,59.4,Matches
Francesco Gelli,Frosinone,it ITA,"MF,DF",26,19.0,3,0,0,16,45,1,56,11,14,0,0,0,82,15,16,48.4,Matches
Anthony Oyono,Frosinone,ga GAB,DF,22,15.6,4,0,0,13,13,0,13,12,32,0,0,0,73,13,9,59.1,Matches
