Player Name,Club Name,Pass Types,Corner Kicks,Outcomes,,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out
Paulo Azzi,Cagliari,br BRA,"DF,MF",29,12.3,487,394,91,6,0,1,52,84,1,0,0,0,322,2,13,Matches
Pantelis Hatzidiakos,Cagliari,gr GRE,DF,26,11.8,405,369,31,11,0,4,6,19,0,0,0,0,328,5,6,Matches
Eldor Shomurodov,Cagliari,uz UZB,"FW,MF",28,11.6,230,212,17,0,2,1,8,2,0,0,0,0,153,1,7,Matches
Edoardo Goldaniga,Cagliari,it ITA,DF,29,11.2,553,505,46,19,0,19,10,26,0,0,0,0,438,2,0,Matches
Jakub Jankto,Cagliari,cz CZE,"MF,FW",27,10.9,253,223,29,8,3,0,32,7,6,1,4,1,161,1,7,Matches
Boris Radunović,Cagliari,rs SRB,GK,27,10.7,222,139,83,17,0,0,0,0,0,0,0,0,169,0,0,Matches
Gianluca Gaetano,Cagliari,it ITA,"FW,MF",23,8.3,236,216,18,8,2,1,15,0,4,1,2,0,171,2,5,Matches
Leonardo Pavoletti,Cagliari,it ITA,FW,34,7.9,157,152,3,1,1,0,1,1,0,0,0,0,87,2,3,Matches
Alessandro Di Pardo,Cagliari,it ITA,"DF,MF",24,5.4,175,146,29,0,0,1,21,29,0,0,0,0,115,0,7,Matches
Marco Mancosu,Cagliari,it ITA,"MF,FW",34,2.5,62,54,7,2,1,0,10,0,1,0,1,0,39,1,2,Matches
Gastón Pereiro,Cagliari,uy URU,"FW,MF",28,0.8,,,,,,,1,,,,,,,,,Matches
Kingstone Mutandwa,Cagliari,zm ZAM,"FW,MF",20,0.4,9,9,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Simone Aresti,Cagliari,it ITA,GK,37,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Arthur Desmas,Le Havre,fr FRA,GK,29,33.0,945,617,324,102,0,0,0,0,0,0,0,0,611,4,2,Matches
Gautier Lloris,Le Havre,fr FRA,DF,28,32.9,1398,1369,27,18,2,3,3,8,0,0,0,0,1194,2,14,Matches
Arouna Sangante,Le Havre,sn SEN,DF,21,30.9,1521,1315,202,61,0,13,15,139,0,0,0,0,1233,4,29,Matches
Christopher Operi,Le Havre,ci CIV,DF,26,28.2,1570,1191,371,93,0,9,195,223,55,23,26,0,1147,8,32,Matches
Daler Kuzyaev,Le Havre,ru RUS,MF,30,26.0,1050,1010,36,19,4,0,29,1,15,2,7,0,824,4,27,Matches
Abdoulaye Touré,Le Havre,gn GUI,MF,29,25.4,1238,1219,14,9,1,6,4,3,0,0,0,0,1031,5,19,Matches
Josué Casimir,Le Havre,fr FRA,"FW,DF",21,24.3,781,675,103,5,1,1,56,88,2,0,0,0,572,3,26,Matches
Etienne Youte Kinkoue,Le Havre,fr FRA,DF,21,23.6,962,892,70,45,0,4,2,2,0,0,0,0,833,0,2,Matches
Yassine Kechta,Le Havre,ma MAR,MF,21,22.8,960,931,27,15,4,5,19,7,4,2,0,0,778,2,20,Matches
Loïc Nego,Le Havre,hu HUN,"DF,MF",32,19.5,639,552,85,3,0,0,47,81,1,0,0,0,481,2,17,Matches
Emmanuel Sabbi,Le Havre,us USA,"FW,MF",25,18.7,368,353,12,5,2,1,21,5,1,1,0,0,258,3,24,Matches
Yoann Salmier,Le Havre,gf GUF,DF,30,18.4,767,679,86,25,1,2,9,59,0,0,0,0,612,2,9,Matches
Mohamed Lamine Bayo,Le Havre,gn GUI,FW,25,15.9,310,283,26,0,3,2,9,0,0,0,0,0,201,1,14,Matches
André Ayew,Le Havre,gh GHA,FW,33,13.2,266,244,19,0,0,0,4,1,0,0,0,0,197,3,10,Matches
Oussama Targhalline,Le Havre,ma MAR,MF,21,12.8,704,689,13,9,2,2,8,3,1,0,0,0,600,2,15,Matches
Nabil Alioui,Le Havre,fr FRA,"MF,FW",24,12.1,358,289,66,17,6,1,55,1,36,23,13,0,228,3,14,Matches
Antoine Joujou,Le Havre,fr FRA,"FW,MF",20,10.9,260,256,3,1,0,0,23,1,0,0,0,0,184,1,8,Matches
Samuel Grandsir,Le Havre,fr FRA,"MF,FW",26,8.3,292,269,23,6,2,2,48,5,12,3,8,0,209,0,20,Matches
Oualid El Hajjam,Le Havre,ma MAR,"DF,MF",32,7.4,234,203,29,2,0,0,15,27,0,0,0,0,176,2,4,Matches
Rassoul Ndiaye,Le Havre,sn SEN,"MF,FW",21,6.3,263,260,3,3,0,1,8,0,0,0,0,0,209,0,7,Matches
Steve Ngoura,Le Havre,fr FRA,"FW,MF",18,3.4,50,48,2,0,0,1,2,0,0,0,0,0,33,0,2,Matches
Mathieu Gorgelin,Le Havre,fr FRA,GK,32,3.0,19,16,3,1,0,0,0,0,0,0,0,0,12,0,0,Matches
Andy Logbo,Le Havre,fr FRA,FW,19,2.8,40,38,2,0,0,0,1,0,0,0,0,0,31,0,0,Matches
Issa Soumaré,Le Havre,sn SEN,"FW,MF",22,2.6,62,58,3,0,0,0,2,1,0,0,0,0,33,1,6,Matches
Mohamed Koné,Le Havre,ci CIV,GK,21,1.0,,,,,,,0,,,,,,,,,Matches
Alois Confais,Le Havre,fr FRA,"MF,FW",26,0.5,9,7,2,2,0,0,2,0,0,0,0,0,7,0,0,Matches
Nolan Mbemba,Le Havre,cg CGO,MF,28,0.4,34,33,1,0,0,1,3,0,1,0,1,0,28,0,0,Matches
Simon Ebonog,Le Havre,cm CMR,MF,18,0.2,21,21,0,0,0,0,0,0,0,0,0,0,17,0,0,Matches
Kandet Diawara,Le Havre,gn GUI,FW,23,0.1,,,,,,,2,,,,,,,,,Matches
Matìas Soulé,Frosinone,ar ARG,"FW,MF",20,36.1,1535,1387,142,27,23,3,111,32,82,32,15,1,1197,6,33,Matches
Caleb Okoli,Frosinone,it ITA,DF,22,35.7,1720,1588,129,66,0,6,2,27,0,0,0,0,1407,3,16,Matches
Enzo Barrenechea,Frosinone,ar ARG,MF,22,33.1,1903,1795,104,88,1,13,1,3,0,0,0,0,1624,4,21,Matches
Simone Romagnoli,Frosinone,it ITA,DF,33,32.2,1421,1256,165,76,0,1,1,0,0,0,0,0,1221,0,9,Matches
Stefano Turati,Frosinone,it ITA,GK,21,31.5,1065,858,205,61,0,1,0,0,0,0,0,0,775,2,0,Matches
Marco Brescianini,Frosinone,it ITA,MF,23,28.4,804,761,40,7,5,0,20,29,0,0,0,0,632,3,21,Matches
Luca Mazzitelli,Frosinone,it ITA,MF,27,27.2,1309,1234,67,38,5,10,42,5,12,7,3,0,974,8,21,Matches
Walid Cheddira,Frosinone,ma MAR,FW,25,25.7,385,349,33,0,1,2,3,1,0,0,0,0,262,3,27,Matches
Pol Lirola,Frosinone,es ESP,DF,25,19.8,722,627,93,15,2,2,33,78,0,0,0,0,556,2,20,Matches
Ilario Monterisi,Frosinone,it ITA,DF,21,19.7,997,911,85,22,2,0,5,55,0,0,0,0,802,1,18,Matches
Francesco Gelli,Frosinone,it ITA,"MF,DF",26,19.0,743,612,129,32,2,0,56,52,43,18,5,1,604,2,18,Matches
Anthony Oyono,Frosinone,ga GAB,DF,22,15.6,621,490,130,5,0,1,13,125,0,0,0,0,518,1,16,Matches
Riccardo Marchizza,Frosinone,it ITA,DF,25,14.4,558,444,112,10,0,2,24,102,0,0,0,0,423,2,16,Matches
Nadir Zortea,Frosinone,it ITA,DF,24,14.0,572,433,138,7,0,0,74,114,17,0,13,1,418,1,25,Matches
Emanuele Valeri,Frosinone,it ITA,DF,24,13.1,560,398,160,16,1,2,73,125,18,3,14,0,341,2,17,Matches
Abdou Harroui,Frosinone,nl NED,"MF,FW",25,13.1,383,361,18,4,4,2,12,6,2,1,0,0,303,4,11,Matches
Reinier,Frosinone,br BRA,"MF,FW",21,12.2,401,383,18,3,2,2,13,4,8,1,0,0,318,0,10,Matches
Michele Cerofolini,Frosinone,it ITA,GK,24,10.8,209,148,61,23,0,0,0,0,0,0,0,0,124,0,0,Matches
Kaio Jorge,Frosinone,br BRA,FW,21,10.2,159,133,26,0,0,1,4,1,0,0,0,0,116,0,5,Matches
Luca Garritano,Frosinone,it ITA,"MF,DF",29,7.6,220,203,17,4,0,2,20,5,8,3,3,0,147,0,10,Matches
Arijon Ibrahimović,Frosinone,de GER,"FW,DF",17,6.6,225,212,11,1,0,2,7,7,3,2,0,0,163,2,6,Matches
Jaime Báez,Frosinone,uy URU,"FW,MF",28,6.4,202,182,20,4,0,1,25,2,14,2,10,0,141,0,7,Matches
Marvin Cuni,Frosinone,al ALB,FW,22,6.2,115,104,10,0,0,1,4,1,0,0,0,0,82,1,5,Matches
Giuseppe Caso,Frosinone,it ITA,"FW,MF",24,6.1,112,106,6,0,1,0,5,1,5,0,0,0,95,0,2,Matches
Mateus Lusuardi,Frosinone,br BRA,DF,19,4.4,154,134,19,4,0,0,1,15,0,0,0,0,134,1,0,Matches
Mehdi Bourabia,Frosinone,ma MAR,MF,31,3.8,98,96,2,2,1,0,2,0,0,0,0,0,76,0,4,Matches
Kevin Bonifazi,Frosinone,it ITA,DF,27,3.6,145,133,12,8,0,1,1,4,0,0,0,0,123,0,4,Matches
Demba Seck,Frosinone,sn SEN,"FW,MF",22,3.3,92,89,3,1,0,0,2,1,1,0,0,0,74,0,3,Matches
Giorgi Kvernadze,Frosinone,ge GEO,"FW,DF",20,2.1,36,32,4,0,0,0,9,4,0,0,0,0,31,0,2,Matches
Farés Ghedjemis,Frosinone,fr FRA,"FW,MF",20,2.0,61,60,1,0,0,0,6,1,0,0,0,0,48,0,3,Matches
Gennaro Borrelli,Frosinone,it ITA,FW,23,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Matches
Karlo Lulić,Frosinone,hr CRO,MF,27,0.5,12,12,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
Luigi Canotto,Frosinone,it ITA,FW,29,0.2,3,2,1,1,0,0,0,0,0,0,0,0,2,0,1,Matches
Przemysław Szymiński,Frosinone,pl POL,MF,29,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Rubén Alcaraz,Cádiz,es ESP,MF,32,34.8,1582,1462,106,85,1,42,36,7,8,1,7,0,1271,14,17,Matches
Jeremías Ledesma,Cádiz,ar ARG,GK,30,33.9,1186,734,447,163,0,1,0,0,0,0,0,0,689,5,5,Matches
Chris Ramos,Cádiz,es ESP,"FW,MF",26,29.0,486,469,13,0,0,0,12,3,0,0,0,0,274,4,9,Matches
Isaac Carcelen,Cádiz,es ESP,DF,30,29.0,1163,894,263,24,0,7,67,234,5,0,5,0,851,6,25,Matches
Fali,Cádiz,es ESP,DF,29,28.3,1050,989,54,49,5,21,10,0,0,0,0,0,799,7,7,Matches
Javi Hernández ,Cádiz,es ESP,DF,25,27.9,1292,992,299,62,1,4,127,193,44,15,22,0,922,1,27,Matches
Roberto Navarro,Cádiz,es ESP,"MF,FW",21,21.7,737,672,59,9,2,0,103,6,43,20,17,0,531,6,25,Matches
Víctor Chust,Cádiz,es ESP,DF,23,21.7,1040,994,38,30,0,12,3,3,0,0,0,0,831,8,12,Matches
Gonzalo Escalante,Cádiz,ar ARG,MF,30,18.9,711,689,15,7,2,2,5,1,0,0,0,0,537,7,12,Matches
Iván Alejo,Cádiz,es ESP,MF,28,18.8,481,433,46,10,1,2,151,24,12,0,11,0,245,2,32,Matches
Rubén Sobrino,Cádiz,es ESP,"MF,FW",31,18.4,526,517,6,1,1,3,23,4,0,0,0,0,387,3,26,Matches
Lucas,Cádiz,br BRA,DF,22,18.1,807,632,169,14,2,4,77,145,10,6,2,0,595,6,14,Matches
Roger Martí,Cádiz,es ESP,FW,32,15.1,344,313,28,1,3,2,9,0,0,0,0,0,225,3,15,Matches
Álex Fernández,Cádiz,es ESP,MF,30,14.3,649,578,67,29,0,6,35,6,20,6,10,0,539,4,11,Matches
Maxi Gómez,Cádiz,uy URU,FW,26,13.2,255,247,6,1,1,3,22,0,0,0,0,0,132,2,10,Matches
Juanmi,Cádiz,es ESP,FW,30,9.7,226,204,22,1,2,1,2,2,1,0,0,0,181,0,5,Matches
Rominigue Kouamé,Cádiz,ml MLI,MF,26,9.1,411,408,3,3,0,3,1,0,0,0,0,0,355,0,4,Matches
Joseba Zaldúa,Cádiz,es ESP,DF,31,8.8,251,201,49,2,0,0,19,47,0,0,0,0,182,1,7,Matches
Darwin Machís,Cádiz,ve VEN,MF,30,8.7,290,253,36,10,0,6,64,6,20,12,3,0,177,1,16,Matches
Jorge Meré,Cádiz,es ESP,DF,26,8.5,233,221,8,5,0,0,1,3,0,0,0,0,166,4,2,Matches
Luis Hernández,Cádiz,es ESP,DF,34,8.0,363,297,66,8,1,2,2,58,0,0,0,0,257,0,1,Matches
Sergi Guardiola,Cádiz,es ESP,"FW,MF",32,6.5,209,202,7,3,0,3,19,1,0,0,0,0,148,0,12,Matches
Aiham Ousou,Cádiz,sy SYR,DF,23,4.8,181,174,6,5,1,2,0,1,0,0,0,0,142,1,2,Matches
David Gil,Cádiz,es ESP,GK,29,4.1,152,74,78,30,0,0,0,0,0,0,0,0,78,0,0,Matches
Brian Ocampo,Cádiz,uy URU,"MF,FW",24,3.5,132,118,14,1,1,3,24,6,7,3,3,0,83,0,3,Matches
Mamadou Mbaye,Cádiz,sn SEN,DF,25,3.5,84,80,3,3,0,0,0,0,0,0,0,0,47,1,1,Matches
Fede San Emeterio,Cádiz,es ESP,MF,26,2.2,52,50,1,1,0,0,1,0,0,0,0,0,43,1,1,Matches
Álvaro Negredo,Cádiz,es ESP,"FW,MF",37,1.6,22,17,3,0,0,0,2,1,0,0,0,0,10,2,1,Matches
Diadie Samassékou,Cádiz,ml MLI,MF,27,1.0,47,46,1,1,0,1,0,0,0,0,0,0,45,0,0,Matches
José Mari,Cádiz,es ESP,"MF,FW",35,1.0,21,18,2,2,0,0,1,0,0,0,0,0,16,1,1,Matches
Victor Wehbi,Cádiz,br BRA,GK,20,1.0,,,,,,,0,,,,,,,,,Matches
Moussa Diakité,Cádiz,ml MLI,MF,19,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Karl Etta,Cádiz,cm CMR,FW,19,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Milutin Osmajić,Cádiz,me MNE,MF,24,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
Borja Vázquez,Cádiz,es ESP,FW,18,0.0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,Matches
Alexandre Oukidja,Metz,dz ALG,GK,35,34.2,1002,593,407,115,0,6,0,0,0,0,0,0,513,2,2,Matches
Danley Jean-Jacques,Metz,ht HAI,MF,23,30.2,743,728,14,14,1,8,20,0,0,0,0,0,572,1,20,Matches
Matthieu Udol,Metz,fr FRA,DF,27,30.0,1300,1028,266,30,2,3,73,235,1,0,1,0,969,6,34,Matches
Ismaël Traoré,Metz,ci CIV,DF,36,25.7,777,753,23,23,0,3,0,0,0,0,0,0,674,1,5,Matches
Lamine Camara,Metz,sn SEN,MF,19,25.1,983,840,140,61,1,19,119,3,74,33,40,0,715,3,20,Matches
Maxime Colin,Metz,fr FRA,DF,31,21.4,925,684,235,19,0,2,34,216,0,0,0,0,660,6,30,Matches
Kévin Van Den Kerkhof,Metz,dz ALG,"FW,MF",27,21.3,551,483,68,9,1,3,128,34,25,12,12,0,315,0,46,Matches
Fali Candé,Metz,gw GNB,DF,25,20.5,799,723,73,37,0,18,8,35,1,0,1,0,628,3,8,Matches
Georges Mikautadze,Metz,ge GEO,FW,22,19.4,430,358,67,9,2,1,34,4,8,3,3,0,299,5,16,Matches
Christophe Hérelle,Metz,mq MTQ,DF,30,19.0,609,580,28,27,0,2,1,1,0,0,0,0,543,1,4,Matches
Kévin N'Doram,Metz,fr FRA,MF,27,18.5,611,566,43,39,1,19,2,2,0,0,0,0,481,2,10,Matches
Cheikh Tidiane Sabaly,Metz,sn SEN,"FW,MF",24,15.8,370,367,3,0,1,2,16,3,0,0,0,0,290,0,13,Matches
Arthur Atta,Metz,fr FRA,"MF,FW",20,11.3,401,378,20,10,1,4,10,6,1,1,0,0,301,3,11,Matches
Koffi Kouao,Metz,ci CIV,DF,25,10.6,401,317,81,6,0,1,22,75,0,0,0,0,317,3,7,Matches
Sadibou Sané,Metz,sn SEN,DF,19,10.3,317,290,27,4,0,1,8,23,0,0,0,0,254,0,3,Matches
Ablie Jallow,Metz,gm GAM,"MF,FW",24,10.2,318,295,21,6,2,8,23,2,12,8,3,0,248,2,7,Matches
Papa Amadou Diallo,Metz,sn SEN,FW,19,10.1,257,255,2,1,2,0,14,1,0,0,0,0,167,0,7,Matches
Joel Asoro,Metz,se SWE,"FW,MF",24,9.9,147,136,10,4,0,0,20,1,2,2,0,0,94,1,10,Matches
Simon Elisor,Metz,fr FRA,FW,24,8.5,157,139,18,0,0,0,4,0,0,0,0,0,111,0,5,Matches
Joseph Nduquidi,Metz,fr FRA,"MF,DF",18,8.3,212,194,17,4,1,2,0,13,0,0,0,0,173,1,1,Matches
Didier Lamkel Zé,Metz,cm CMR,"FW,MF",26,6.1,190,179,10,5,0,6,13,1,2,1,0,0,137,1,5,Matches
Benjamin Tetteh,Metz,gh GHA,"FW,MF",26,4.0,77,71,6,0,0,0,2,0,0,0,0,0,49,0,4,Matches
Oscar Estupiñan,Metz,co COL,FW,26,2.9,61,54,5,0,0,0,1,0,0,0,0,0,41,2,1,Matches
Malick Mbaye,Metz,sn SEN,"MF,FW",19,2.5,54,49,5,1,0,0,20,0,3,0,3,0,34,0,5,Matches
Abou Lô,Metz,sn SEN,"MF,DF",23,2.2,74,73,1,1,0,0,0,0,0,0,0,0,65,0,1,Matches
Habib Maïga,Metz,ci CIV,"MF,FW",27,1.6,63,62,0,0,0,0,1,0,0,0,0,0,47,1,1,Matches
Ibou Sané,Metz,sn SEN,"MF,FW",18,1.5,46,40,6,0,0,0,4,3,1,0,1,0,37,0,2,Matches
Youssef Maziz,Metz,fr FRA,"FW,MF",25,1.4,39,33,5,1,1,2,4,1,3,2,1,0,30,1,0,Matches
Jean Frederic N'Guessan,Metz,ci CIV,"MF,FW",20,1.3,46,44,2,2,0,0,2,0,0,0,0,0,37,0,1,Matches
Guillaume Dietsch,Metz,fr FRA,GK,22,0.8,26,12,14,7,0,0,0,0,0,0,0,0,15,0,0,Matches
Yvon Mvogo,Lorient,ch SUI,GK,29,34.0,1149,835,314,86,0,1,0,0,0,0,0,0,869,0,1,Matches
Laurent Abergel,Lorient,fr FRA,MF,30,32.8,1836,1743,88,68,6,13,35,14,0,0,0,0,1551,5,25,Matches
Julien Ponceau,Lorient,fr FRA,MF,22,25.9,1200,1126,66,26,2,4,56,16,23,8,15,0,1014,8,29,Matches
Montassar Talbi,Lorient,tn TUN,DF,25,24.5,1188,1147,35,22,0,5,3,5,0,0,0,0,1008,6,6,Matches
Souleymane Touré,Lorient,fr FRA,DF,20,22.8,1280,1215,61,28,1,3,5,2,0,0,0,0,1144,4,8,Matches
Julien Laporte,Lorient,fr FRA,DF,29,20.7,1023,975,45,20,0,5,1,1,0,0,0,0,883,3,5,Matches
Théo Le Bris,Lorient,fr FRA,"DF,MF",20,17.8,680,602,75,2,0,1,37,68,3,2,0,0,531,3,16,Matches
Romain Faivre,Lorient,fr FRA,"MF,FW",25,16.1,601,546,54,19,2,2,38,4,25,11,3,0,495,1,9,Matches
Tiemoué Bakayoko,Lorient,fr FRA,MF,28,15.1,637,619,17,16,1,3,1,1,0,0,0,0,550,1,11,Matches
Formose Mendy,Lorient,sn SEN,DF,22,14.0,739,658,80,35,0,18,13,44,0,0,0,0,587,1,11,Matches
Nathaniel Adjei,Lorient,gh GHA,DF,20,13.8,669,628,40,27,0,3,2,11,0,0,0,0,578,1,5,Matches
Darlin Yongwa,Lorient,cm CMR,DF,22,12.9,614,499,112,11,1,0,76,100,1,0,1,0,421,3,29,Matches
Eli Junior Kroupi,Lorient,fr FRA,"FW,MF",17,12.9,279,239,38,3,3,0,14,4,9,3,3,0,216,2,8,Matches
Mohamed Bamba,Lorient,ci CIV,FW,21,12.6,256,228,25,0,0,0,2,1,0,0,0,0,185,3,14,Matches
Panos Katseris,Lorient,gr GRE,DF,22,11.6,393,307,86,2,0,0,45,83,1,0,0,0,275,0,20,Matches
Tosin Aiyegun,Lorient,bj BEN,"MF,FW",25,10.8,203,193,7,0,0,0,9,1,0,0,0,0,154,3,4,Matches
Gedeon Kalulu,Lorient,cd COD,DF,25,10.8,528,456,70,7,0,5,21,63,0,0,0,0,433,2,17,Matches
Ayman Kari,Lorient,fr FRA,MF,18,10.1,386,384,1,1,4,2,1,0,0,0,0,0,338,1,11,Matches
Imran Louza,Lorient,ma MAR,MF,24,9.6,583,493,87,37,1,4,53,6,37,19,13,0,465,3,4,Matches
Benjamin Mendy,Lorient,fr FRA,DF,29,7.9,468,364,101,25,0,1,96,59,17,6,10,0,318,3,12,Matches
Jean-Victor Makengo,Lorient,fr FRA,"MF,FW",25,6.3,277,271,6,4,0,2,6,1,1,0,0,0,244,0,6,Matches
Bamba Dieng,Lorient,sn SEN,FW,23,6.3,117,99,18,0,0,0,5,1,0,0,0,0,90,0,2,Matches
Vincent Le Goff,Lorient,fr FRA,"DF,MF",33,6.0,322,280,40,3,1,0,18,34,3,1,2,0,252,2,7,Matches
Badredine Bouanani,Lorient,dz ALG,MF,18,4.9,180,161,18,6,0,4,10,6,6,3,1,0,146,1,8,Matches
Siriné Doucouré,Lorient,ml MLI,FW,21,4.7,94,87,7,0,2,1,1,0,0,0,0,0,71,0,1,Matches
Igor Carioca,Lorient,br BRA,"DF,MF",26,2.9,162,134,28,4,1,1,10,24,0,0,0,0,115,0,15,Matches
Bonke Innocent,Lorient,ng NGA,MF,27,2.3,96,95,1,1,0,0,0,0,0,0,0,0,91,0,1,Matches
Joel Mvuka,Lorient,no NOR,"DF,FW",20,2.2,49,41,8,2,0,0,12,1,5,2,3,0,33,0,2,Matches
Loris Mouyokolo,Lorient,fr FRA,DF,22,2.0,55,54,1,1,0,0,0,0,0,0,0,0,48,0,1,Matches
Aurélien Pelon,Lorient,fr FRA,DF,19,2.0,33,33,0,0,0,0,0,0,0,0,0,0,26,0,0,Matches
Pablo Pagis,Lorient,fr FRA,MF,20,1.8,61,58,3,0,0,1,2,0,3,1,0,0,46,0,0,Matches
Bassirou Ndiaye,Lorient,sn SEN,FW,21,1.7,39,36,3,0,0,0,1,0,1,1,0,0,27,0,2,Matches
Bamo Meïté,Lorient,ci CIV,DF,21,1.6,56,54,2,1,0,0,0,1,0,0,0,0,48,0,1,Matches
Dembo Sylla,Lorient,gn GUI,DF,20,1.3,22,18,4,0,0,1,5,4,0,0,0,0,19,0,1,Matches
Alfred Gomis,Lorient,sn SEN,GK,29,1.0,,,,,,,0,,,,,,,,,Matches
Ibrahima Koné,Lorient,ml MLI,FW,24,0.4,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Adrian Grbić,Lorient,at AUT,FW,26,0.3,13,10,3,1,0,0,1,0,0,0,0,0,7,0,0,Matches
Gino Caoki,Lorient,fr FRA,MF,19,0.3,4,3,1,1,0,0,2,0,0,0,0,0,2,0,0,Matches
Royce Openda Owaga,Lorient,ga GAB,FW,21,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Morgan Gibbs-White,Nott'ham Forest,eng ENG,"MF,FW",23,39.1,1480,1255,214,91,17,17,202,5,97,42,45,0,1045,11,30,Matches
Murillo,Nott'ham Forest,br BRA,DF,21,35.1,1460,1378,73,42,6,18,4,3,0,0,0,0,1123,9,12,Matches
Anthony Elanga,Nott'ham Forest,se SWE,"FW,MF",21,29.7,712,695,13,0,4,2,62,6,0,0,0,0,498,4,37,Matches
Ryan Yates,Nott'ham Forest,eng ENG,MF,25,26.8,827,749,75,26,2,0,9,2,0,0,0,0,658,3,23,Matches
Danilo,Nott'ham Forest,br BRA,MF,22,25.6,758,717,35,7,4,9,37,1,19,19,0,0,589,6,15,Matches
Chris Wood,Nott'ham Forest,nz NZL,FW,31,24.4,433,428,5,0,1,1,3,0,0,0,0,0,278,0,12,Matches
Callum Hudson-Odoi,Nott'ham Forest,eng ENG,"FW,MF",22,24.3,736,705,27,6,3,8,81,11,9,5,2,0,574,4,17,Matches
Neco Williams,Nott'ham Forest,wls WAL,DF,22,22.2,785,642,138,18,0,2,78,115,4,0,4,0,519,5,34,Matches
Matt Turner,Nott'ham Forest,us USA,GK,29,21.3,578,373,199,63,0,0,0,0,0,0,0,0,398,6,2,Matches
Orel Mangala,Nott'ham Forest,be BEL,MF,25,19.7,646,639,5,4,1,2,2,0,0,0,0,0,570,2,6,Matches
Nicolás Domínguez,Nott'ham Forest,ar ARG,"MF,FW",25,19.4,843,817,22,10,2,5,17,4,1,0,1,0,714,4,13,Matches
Harry Toffolo,Nott'ham Forest,eng ENG,DF,27,19.4,590,465,125,15,0,0,61,97,13,11,1,0,424,0,15,Matches
Ola Aina,Nott'ham Forest,ng NGA,DF,26,18.8,802,649,150,12,2,2,28,138,0,0,0,0,603,3,17,Matches
Moussa Niakhate,Nott'ham Forest,sn SEN,DF,27,18.6,774,687,86,11,0,3,11,74,0,0,0,0,617,1,7,Matches
Willy Boly,Nott'ham Forest,ci CIV,DF,32,17.0,671,597,71,15,1,1,1,56,0,0,0,0,503,3,10,Matches
Matz Sels,Nott'ham Forest,be BEL,GK,31,16.0,378,254,122,29,0,0,0,0,0,0,0,0,263,2,0,Matches
Taiwo Awoniyi,Nott'ham Forest,ng NGA,FW,25,13.2,175,169,4,0,2,1,2,0,0,0,0,0,127,2,3,Matches
Gonzalo Montiel,Nott'ham Forest,ar ARG,DF,26,12.9,386,328,57,6,1,0,21,51,0,0,0,0,292,1,9,Matches
Andrew Omobamidele,Nott'ham Forest,ie IRL,DF,21,12.2,310,304,6,5,0,0,0,1,0,0,0,0,271,0,1,Matches
Ibrahim Sangaré,Nott'ham Forest,ci CIV,MF,25,11.5,425,414,8,7,3,6,2,1,0,0,0,0,339,3,16,Matches
Serge Aurier,Nott'ham Forest,ci CIV,"DF,MF",30,10.3,448,407,41,6,1,0,23,35,0,0,0,0,348,0,8,Matches
Divock Origi,Nott'ham Forest,be BEL,FW,28,8.4,144,143,1,1,3,0,14,0,0,0,0,0,92,0,10,Matches
Nuno Tavares,Nott'ham Forest,pt POR,DF,23,7.7,274,225,48,8,0,4,26,39,1,0,1,0,201,1,7,Matches
Odisseas Vlachodimos,Nott'ham Forest,gr GRE,GK,29,7.3,176,119,55,11,0,0,0,0,0,0,0,0,141,2,0,Matches
Felipe,Nott'ham Forest,br BRA,DF,34,6.5,215,206,8,7,0,1,0,1,0,0,0,0,183,1,1,Matches
Joe Worrall,Nott'ham Forest,eng ENG,DF,26,6.1,164,157,7,4,0,1,0,3,0,0,0,0,138,0,1,Matches
Scott McKenna,Nott'ham Forest,sct SCO,DF,26,4.8,186,168,18,1,0,0,0,17,0,0,0,0,137,0,2,Matches
Cheikhou Kouyaté,Nott'ham Forest,sn SEN,MF,33,3.8,74,73,0,0,0,0,0,0,0,0,0,0,47,1,1,Matches
Brennan Johnson,Nott'ham Forest,wls WAL,"FW,MF",22,2.8,61,55,5,0,0,0,4,0,0,0,0,0,47,1,2,Matches
Gio Reyna,Nott'ham Forest,us USA,"FW,MF",20,2.6,140,129,9,4,0,0,8,1,4,3,1,0,118,2,3,Matches
Andrey Santos,Nott'ham Forest,br BRA,MF,19,1.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Brandon Aguilera,Nott'ham Forest,cr CRC,FW,20,0.5,8,8,0,0,0,0,6,0,0,0,0,0,4,0,1,Matches
