Player Name,Club Name,FoulsDrawnLeadingToShotAttempt,Position,FoulsDrawnLeadingToGoal,ActionsLeadingToShots,ShotCreatingActionsPer90Min,InPlayPassesThatLeadToShotAttempt,SetpiecesLeadingToShotAttempt,SuccessfulTakeOnsLeadingToShotAttempt,ShotsThatLeadToShotAttempt,DefensiveActionsLeadingToShotAttempt,GoalCreationAccuracy,InPlayPassesLeadingToGoal,SetpiecesLeadingToGoal,FoulsDrawnLeadingToGoal,ShotsAttemptLeadingToGoal,DefensiveActionsLeadingToGoal,DefensiveErrors,TacklesAttempted,TackleWon,TacklesinDef3rd,TacklesinMid3rd,TacklesinAtt3rd,DribblesStopped,PassesBlocked,DribblesWinningPerc,DribblesNotStopped,TotalBlocks,ShotsBlocked,PassesBlocked,Tackles+Interception,Clearances,Goals,Shots,ShotsOnTarget,ShotsOnTarget%,Shots/90min,ShotsOnTarget/90min,Goals/Shot,Goals/ShotOnTarget,AverageShotDistance,ShotsfromFreeKicks,PKMade,TotalPK,ExpectedGoal,NonPenaltyExpectedGoals,NonPenaltyExpectedGoals/shot,Goals-XG,NonPenaltyGoals-NonPenaltyXG,Miscontrols,Receiving,Touches,TouchesInDefensivePenaltyArea,TouchesInDefensive1/3rd,TouchesInMid1/3rd,TouchesInAtt1/3rd,TouchesInAttackingPenaltyArea,TakeOnsAttempted,SucessfulTakeOns,SucessfulTakeOns%,TimesTackledByADefDuringTakeOn,TimesTackledByADefDuringTakeOn%,NumberOfCarries,DistanceTravelledInCarries(Yards),DistanceTravelledInCarries(Yards)TowardsOpponentGoal,CarriesThatReachesCloseToOpponentGoal(DistTravelled>10Yards),CarriesInFinalThird,CarriesInPenaltyArea,PassesRecieved,DisPossesed,ProgressivePassesRecieved,ShortPassesCompleted%,TotalPassingDistance,PassesAttempted,ProgressivePassingDistance,ShortPassesCompleted,ShortPassesAttempted,ShortPassesCompleted%,MediumPassesCompleted,PassesIntoPenaltyArea,CrossesIntoPenaltyArea,ProgressivePasses,LongPassesAttempted,LongPassesCompleted%,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage,"PassesCompleted	",InGamePasses,SetPiecesPasses,FreeKickPasses,ThroughBalls,Switches,Crosses,ThrowInsTaken,CornersTaken,InswingingCorners,OutswingingCorners,StraightCorners,PassesCompleted,PassesOffside
Pantelis Hatzidiakos,Cagliari,0,DF,0,5,0.53,3,0,0,2,0,0,0,0,0,0,0,1,22,11,12,10,0,10,9,58.8,7,14,5,18,35,30,0,4,1,25,0.34,0.08,0,0,14,0,0,0,0.4,0.4,0.1,-0.4,-0.4,6,11.8,505,50,229,237,43,8,3,1,33.3,2,66.7,245,1072,581,3,7,1,3,289,7,26,6195,405,2526,125,129,96.9,159,3,1,34,68,58.8,1,0,0,7,5,0,6,18,11,0,0,0,50,5,9,35.7,405,369,31,11,0,4,6,19,0,0,0,0,328,5
Eldor Shomurodov,Cagliari,1,"FW,MF",0,24,2.31,16,0,3,4,0,0.77,4,0,2,2,0,0,11,5,2,6,3,6,5,60,4,5,0,4,15,4,3,25,8,32,2.15,0.69,0.12,0.38,11.9,0,0,0,3.5,3.5,0.19,-0.5,-0.5,47,11.6,364,4,33,164,174,46,28,10,35.7,16,57.1,191,1087,348,12,13,7,19,246,52,28,2048,230,487,97,131,74,44,5,2,18,14,42.9,1,0,0,11,11,2,8,4,5,0,0,0,38,21,44,32.3,230,212,17,0,2,1,8,2,0,0,0,0,153,1
Edoardo Goldaniga,Cagliari,0,DF,0,15,1.34,11,0,0,3,1,0.09,0,0,0,1,0,1,12,7,9,3,0,4,4,40,6,11,7,15,27,37,0,4,3,75,0.36,0.27,0,0,7.9,0,0,0,0.5,0.5,0.14,-0.5,-0.5,7,11.2,648,70,314,293,44,5,0,0,,0,,318,1757,1217,9,6,0,0,386,3,29,9533,553,3744,116,132,87.9,251,6,3,50,130,52.3,3,0,0,14,10,3,10,15,7,0,0,0,37,18,18,50,553,505,46,19,0,19,10,26,0,0,0,0,438,2
Jakub Jankto,Cagliari,0,"MF,FW",0,23,2.37,17,4,0,1,1,0.41,3,1,0,0,0,0,12,9,9,1,2,8,4,40,12,5,1,6,17,20,1,12,5,41.7,1.1,0.46,0.08,0.2,13.4,0,0,0,1.5,1.5,0.12,-0.5,-0.5,12,10.9,338,21,77,141,122,21,3,1,33.3,2,66.7,166,773,339,12,10,2,3,186,48,27,2654,253,805,79,91,86.8,61,4,0,26,44,34.1,0,0,0,9,9,2,32,6,9,0,0,0,33,3,8,27.3,253,223,29,8,3,0,32,7,6,1,4,1,161,1
Boris Radunović,Cagliari,0,GK,0,1,0.14,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,10.7,238,202,237,1,0,0,0,0,,0,,113,608,366,0,0,0,0,86,0,27,5495,222,3933,24,24,100,68,0,0,0,128,60.2,0,0,0,0,2,0,0,1,0,0,0,0,6,1,1,50,222,139,83,17,0,0,0,0,0,0,0,0,169,0
Gianluca Gaetano,Cagliari,2,"FW,MF",0,34,4.11,27,1,3,1,0,0.36,1,0,1,1,0,0,7,4,0,4,3,2,4,28.6,5,4,0,3,10,4,4,13,5,38.5,1.57,0.6,0.23,0.6,22.5,0,1,1,1.3,0.5,0.04,2.7,2.5,17,8.3,328,5,22,162,154,19,30,10,33.3,14,46.7,179,1122,473,17,14,6,15,214,42,23,2666,236,927,86,103,83.5,67,10,1,41,24,50,1,1,0,10,12,3,15,3,4,0,0,0,41,4,24,14.3,236,216,18,8,2,1,15,0,4,1,2,0,171,2
Leonardo Pavoletti,Cagliari,2,FW,0,14,2.01,12,0,0,0,0,0.14,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,2,1,0,1,7,4,28,10,35.7,3.54,1.26,0.14,0.4,11.3,0,0,1,2.6,2.6,0.1,1.4,1.4,25,7.9,232,8,16,105,111,42,0,0,,0,,103,182,59,1,0,1,5,186,40,34,1272,157,351,53,81,65.4,27,4,0,16,9,44.4,4,0,0,23,7,3,1,0,1,1,0,0,12,57,41,58.2,157,152,3,1,1,0,1,1,0,0,0,0,87,2
Alessandro Di Pardo,Cagliari,0,"DF,MF",0,6,1.5,6,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,1,0,7,0,3,9,2,7,9,7,1,5,1,20,0.93,0.19,0.2,1,24.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,1,5.4,214,12,59,84,72,3,6,1,16.7,5,83.3,99,480,223,6,2,0,4,106,19,24,1822,175,700,65,82,79.3,41,7,4,11,24,25,1,0,0,7,4,1,21,7,2,0,2,0,26,4,2,66.7,175,146,29,0,0,1,21,29,0,0,0,0,115,0
Marco Mancosu,Cagliari,1,"MF,FW",0,7,4.04,4,0,1,1,0,0,0,0,0,0,0,0,3,1,0,2,1,1,0,50,1,0,0,0,3,0,0,7,0,0,2.78,0,0,,29.7,1,0,1,1.2,0.5,0.08,-1.2,-0.5,3,2.5,84,0,9,44,31,4,6,3,50,3,50,51,221,99,4,2,0,3,58,11,34,615,62,177,21,25,84,11,4,1,8,12,41.7,0,0,0,4,1,2,10,0,1,0,0,0,8,0,4,0,62,54,7,2,1,0,10,0,1,0,1,0,39,1
Gastón Pereiro,Cagliari,,"FW,MF",,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,0,0,0,,0,0,,,,,0,0,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,1,0,0,1,1,0,1,0,1,,,0,,,,,,,,,,,1,,,,,,,
Kingstone Mutandwa,Cagliari,0,"FW,MF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,25,3,1,0,0,1,2,1,2,1,50,4.62,2.31,0.5,1,19.1,0,0,0,0.1,0.1,0.04,0.9,0.9,3,0.4,22,2,4,12,7,2,3,1,33.3,2,66.7,10,53,28,1,1,0,0,12,2,20,48,9,0,2,4,50,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,50,9,9,0,0,0,0,0,0,0,0,0,0,3,0
Simone Aresti,Cagliari,0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,2,2,2,0,0,0,0,0,,0,,1,11,11,0,0,0,0,0,0,37,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Desmas,Le Havre,0,GK,0,4,0.12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,33,1020,830,1014,6,0,0,0,0,,0,,644,3883,2466,0,0,0,0,376,0,29,17763,945,13674,112,112,100,258,1,0,0,555,41.4,2,0,0,0,9,0,0,0,0,0,0,0,25,7,0,100,945,617,324,102,0,0,0,0,0,0,0,0,611,4
Gautier Lloris,Le Havre,0,DF,0,18,0.58,16,1,0,1,0,0,0,0,0,0,0,1,50,30,40,9,1,28,20,66.7,14,50,30,33,82,142,2,16,4,25,0.49,0.12,0.13,0.5,8.4,0,0,0,2.1,2.1,0.13,-0.1,-0.1,9,32.9,1733,266,915,752,75,34,10,4,40,5,50,1187,5795,2971,13,14,0,2,1077,5,28,21169,1398,7934,461,517,89.2,623,3,0,105,161,49.7,2,0,0,36,7,1,3,33,30,0,2,0,147,75,36,67.6,1398,1369,27,18,2,3,3,8,0,0,0,0,1194,2
Arouna Sangante,Le Havre,3,DF,1,39,1.31,28,4,0,0,4,0.13,2,0,0,0,1,2,53,33,27,23,3,24,17,60,16,35,18,67,119,93,0,17,3,17.6,0.55,0.1,0,0,15.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,19,30.9,1827,193,760,863,224,35,17,11,64.7,4,23.5,1163,6282,2969,20,23,2,15,1045,27,21,24085,1521,9176,453,525,86.3,586,9,2,107,270,61.5,9,0,0,57,39,0,15,67,33,0,1,1,151,50,42,54.3,1521,1315,202,61,0,13,15,139,0,0,0,0,1233,4
Christopher Operi,Le Havre,2,DF,1,74,2.72,29,34,5,4,0,0.22,2,2,1,0,0,1,55,40,37,15,3,32,38,54.2,27,45,7,37,90,68,3,23,9,39.1,0.82,0.32,0.13,0.33,24.3,7,0,0,1.2,1.2,0.05,1.8,1.8,30,28.2,1864,93,589,763,527,15,55,29,52.7,21,38.2,1105,5656,2139,31,49,2,23,998,111,26,19725,1570,7747,558,658,84.8,443,26,16,82,265,43.4,6,0,0,21,20,0,195,37,40,1,1,0,150,32,13,71.1,1570,1191,371,93,0,9,195,223,55,23,26,0,1147,8
Daler Kuzyaev,Le Havre,6,MF,0,72,3.1,57,6,0,3,0,0.17,4,0,0,0,0,1,34,21,11,13,10,15,13,34.9,28,18,5,24,56,18,3,20,8,40,0.77,0.31,0.15,0.38,17.7,0,0,0,1.8,1.8,0.12,0.2,0.2,31,26,1246,43,252,602,398,51,23,12,52.2,8,34.8,925,4289,1656,23,32,6,15,853,97,30,12347,1050,3407,422,511,82.6,305,21,1,119,77,54.5,1,1,0,34,29,5,29,24,21,0,0,0,110,26,20,56.5,1050,1010,36,19,4,0,29,1,15,2,7,0,824,4
Abdoulaye Touré,Le Havre,3,MF,0,44,1.73,37,0,2,1,1,0.04,1,0,0,0,0,0,47,28,22,22,3,30,22,50,30,30,8,25,72,33,2,31,8,25.8,1.22,0.32,0,0,27.4,0,2,2,3,1.4,0.04,-1,-1.4,37,25.4,1504,77,385,946,194,17,42,29,69,12,28.6,1107,5683,2425,22,37,2,28,1006,25,29,18110,1238,5195,413,483,85.5,475,7,0,148,122,75.4,4,0,0,27,32,0,4,25,28,0,0,0,173,42,40,51.2,1238,1219,14,9,1,6,4,3,0,0,0,0,1031,5
Josué Casimir,Le Havre,4,"FW,DF",1,52,2.32,42,0,4,2,0,0.31,5,0,1,0,0,0,31,18,14,14,3,7,21,38.9,11,23,2,17,44,25,0,23,4,17.4,0.95,0.16,0,0,18.3,0,0,0,1.9,1.9,0.09,-1.9,-1.9,43,24.3,1022,30,219,437,391,49,64,23,35.9,37,57.8,675,4753,1870,59,35,22,25,618,138,21,8814,781,2672,287,363,79.1,224,19,5,62,75,44,6,0,0,28,31,7,56,17,18,1,0,0,107,21,25,45.7,781,675,103,5,1,1,56,88,2,0,0,0,572,3
Etienne Youte Kinkoue,Le Havre,0,DF,0,12,0.56,9,2,0,0,1,0.05,1,0,0,0,0,0,15,10,13,2,0,7,5,63.6,4,21,16,47,59,104,0,8,0,0,0.34,0,0,,11.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,8,23.6,1172,228,658,491,31,13,2,1,50,1,50,793,4033,1886,12,2,0,2,727,3,21,16457,962,5709,257,277,92.8,465,0,0,31,175,53.7,2,0,0,13,9,2,2,47,10,0,0,0,76,30,12,71.4,962,892,70,45,0,4,2,2,0,0,0,0,833,0
Yassine Kechta,Le Havre,4,MF,0,47,2.29,39,2,0,2,0,0.1,1,0,0,1,0,1,46,25,24,19,3,31,17,42.5,42,20,3,25,69,16,2,21,10,47.6,0.92,0.44,0.1,0.2,22.5,0,0,0,1.6,1.6,0.08,0.4,0.4,24,22.8,1180,32,226,667,305,27,35,10,28.6,22,62.9,904,4854,2233,41,42,7,19,838,67,21,13063,960,3630,347,393,88.3,333,11,0,122,116,54.3,5,0,0,34,33,0,19,25,25,0,0,0,115,9,31,22.5,960,931,27,15,4,5,19,7,4,2,0,0,778,2
Loïc Nego,Le Havre,6,"DF,MF",2,39,2.25,29,2,1,1,0,0.46,6,0,0,0,0,0,37,26,21,12,4,18,10,60,12,12,2,18,53,17,0,18,4,22.2,0.93,0.21,0,0,17,0,0,0,1.3,1.3,0.07,-1.3,-1.3,15,19.5,784,27,149,367,281,30,33,13,39.4,18,54.5,537,2909,1344,30,36,4,9,480,102,32,7463,639,3221,256,309,82.8,186,19,11,64,44,56.8,3,0,0,24,18,3,47,18,26,2,0,0,95,8,7,53.3,639,552,85,3,0,0,47,81,1,0,0,0,481,2
Emmanuel Sabbi,Le Havre,7,"FW,MF",1,44,2.5,26,1,5,5,0,0.34,3,0,1,1,0,0,38,19,15,15,8,16,24,41,23,26,2,19,57,7,5,32,11,34.4,1.71,0.59,0.09,0.27,16.4,0,2,2,4.1,2.5,0.09,0.9,0.5,44,18.7,630,17,106,260,272,61,60,20,33.3,37,61.7,438,2526,1057,38,16,16,22,402,101,25,3538,368,1097,147,190,77.4,82,9,3,36,20,50,5,0,0,27,39,2,21,19,19,2,0,0,69,12,33,26.7,368,353,12,5,2,1,21,5,1,1,0,0,258,3
Yoann Salmier,Le Havre,0,DF,0,17,0.98,15,1,0,1,0,0.17,2,0,0,1,0,0,22,10,13,6,3,13,6,65,7,21,15,23,43,57,1,10,5,50,0.54,0.27,0.1,0.2,14.2,0,0,0,1.1,1.1,0.11,-0.1,-0.1,10,18.4,926,101,413,432,88,19,8,5,62.5,3,37.5,575,3006,1489,8,16,0,4,511,8,30,10586,767,4640,271,302,89.7,274,7,1,48,117,42.7,3,0,0,18,9,3,9,23,10,0,0,1,82,29,21,58,767,679,86,25,1,2,9,59,0,0,0,0,612,2
Mohamed Lamine Bayo,Le Havre,1,FW,0,39,2.53,26,0,5,6,1,0.39,3,0,2,1,0,0,13,5,2,5,6,2,7,20,8,8,1,2,15,11,5,43,15,34.9,2.7,0.94,0.07,0.2,13.2,0,2,2,7.2,5.7,0.13,-2.2,-2.7,35,15.9,479,11,31,205,245,77,39,17,43.6,20,51.3,325,1611,585,18,16,14,24,346,115,25,2723,310,559,115,163,70.6,62,11,1,20,13,46.2,4,0,0,15,13,7,9,2,5,0,0,0,30,36,42,46.2,310,283,26,0,3,2,9,0,0,0,0,0,201,1
André Ayew,Le Havre,0,FW,0,27,2.2,18,0,5,2,2,0.08,1,0,0,0,0,0,15,11,7,6,2,6,5,66.7,3,8,3,2,17,11,6,34,13,38.2,2.58,0.99,0.18,0.46,15.1,1,0,0,3.1,3.1,0.1,1.9,1.9,25,13.2,389,12,45,181,168,49,28,16,57.1,10,35.7,255,1466,501,14,10,5,20,273,65,33,2678,266,655,127,157,80.9,55,4,1,23,9,55.6,3,1,0,16,29,4,4,2,11,0,0,0,40,44,62,41.5,266,244,19,0,0,0,4,1,0,0,0,0,197,3
Oussama Targhalline,Le Havre,3,MF,0,24,2.11,18,0,0,0,3,0.18,2,0,0,0,0,2,23,14,16,7,0,15,6,60,10,9,3,23,43,14,0,7,0,0,0.55,0,0,,28.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,7,12.8,813,30,197,497,135,3,16,7,43.8,7,43.8,630,3975,1794,27,32,0,5,591,15,21,9591,704,3081,301,337,89.3,229,10,3,70,67,67.2,4,1,1,15,25,0,8,23,14,0,0,0,68,7,13,35,704,689,13,9,2,2,8,3,1,0,0,0,600,2
Nabil Alioui,Le Havre,0,"MF,FW",0,40,3.56,24,11,3,2,0,0.18,1,1,0,0,0,0,3,2,2,1,0,2,5,50,2,6,1,3,6,4,4,31,10,32.3,2.55,0.82,0.13,0.4,19,1,0,0,2.4,2.4,0.09,1.6,1.6,23,12.1,485,6,50,224,221,33,38,15,39.5,21,55.3,340,1958,846,22,20,7,17,328,72,24,3856,358,1464,118,151,78.1,64,15,3,43,83,42.2,1,0,0,10,21,6,55,3,2,0,0,0,36,10,10,50,358,289,66,17,6,1,55,1,36,23,13,0,228,3
Antoine Joujou,Le Havre,4,"FW,MF",1,31,3.59,17,0,5,5,0,0.58,3,0,1,0,0,0,20,14,7,7,6,11,9,52.4,10,11,2,8,27,5,1,25,4,16,2.3,0.37,0.04,0.25,19.1,0,0,0,1.1,1.1,0.06,-1.1,-1.1,24,10.9,399,10,53,128,228,41,53,19,35.8,31,58.5,299,2262,1090,35,21,16,26,278,82,20,2751,260,659,106,137,77.4,68,11,2,22,11,54.5,1,0,0,20,10,0,23,8,14,0,0,0,42,10,24,29.4,260,256,3,1,0,0,23,1,0,0,0,0,184,1
Samuel Grandsir,Le Havre,0,"MF,FW",0,31,4.61,20,5,3,2,1,0.3,1,0,1,0,0,1,16,13,5,9,2,8,4,44.4,10,4,0,3,19,3,1,17,5,29.4,2.06,0.6,0.06,0.2,18.5,2,0,1,2.6,1.9,0.13,-1.6,-0.9,12,8.3,374,2,39,141,197,24,24,7,29.2,16,66.7,285,1909,743,22,23,8,10,274,68,26,3118,292,845,109,130,83.8,72,16,4,35,26,50,4,2,1,18,10,5,48,3,13,0,0,0,25,1,6,14.3,292,269,23,6,2,2,48,5,12,3,8,0,209,0
Oualid El Hajjam,Le Havre,2,"DF,MF",1,12,2.76,9,0,1,0,0,0.23,0,0,0,0,0,0,8,12,5,2,1,2,4,22.2,7,5,1,8,14,10,0,12,4,33.3,1.63,0.54,0,0,19.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,8,7.4,289,9,96,133,64,10,5,4,80,1,20,191,1013,460,7,5,0,1,169,27,32,2859,234,1034,97,111,87.4,56,4,2,16,38,44.7,1,0,0,18,7,1,15,8,12,1,0,0,26,3,5,37.5,234,203,29,2,0,0,15,27,0,0,0,0,176,2
Rassoul Ndiaye,Le Havre,0,"MF,FW",0,7,1.2,6,0,1,0,0,0,0,0,0,0,0,0,25,17,8,16,1,12,1,50,12,2,1,5,29,5,0,7,1,14.3,1.1,0.16,0,0,26.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,8,6.3,328,13,81,188,65,2,14,8,57.1,6,42.9,233,1243,502,7,8,0,6,207,16,21,3458,263,852,84,104,80.8,100,4,2,25,22,59.1,5,2,1,11,4,1,8,5,17,0,0,0,34,5,8,38.5,263,260,3,3,0,1,8,0,0,0,0,0,209,0
Steve Ngoura,Le Havre,0,"FW,MF",0,9,3.6,7,0,2,0,0,0.4,1,0,0,0,0,0,2,2,1,1,0,1,0,25,3,0,0,0,2,3,1,12,4,33.3,3.55,1.18,0.08,0.25,16.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5,12,3.4,83,3,6,37,41,12,4,3,75,1,25,62,305,100,3,3,1,2,59,19,18,569,50,200,15,22,68.2,16,2,0,9,3,66.7,0,0,0,8,1,3,2,0,2,0,0,0,12,3,10,23.1,50,48,2,0,0,1,2,0,0,0,0,0,33,0
Mathieu Gorgelin,Le Havre,0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,3,21,15,21,0,0,0,0,0,,0,,16,66,38,0,0,0,0,13,0,32,298,19,208,4,4,100,5,0,0,0,10,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,19,16,3,1,0,0,0,0,0,0,0,0,12,0
Andy Logbo,Le Havre,0,FW,0,3,1.09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,3,0,0,2,0,4,0,0,1.45,0,0,,13.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,16,2.8,79,4,9,36,35,12,5,4,80,1,20,55,290,57,1,0,1,7,46,7,19,349,40,37,18,23,78.3,7,0,0,2,2,50,0,0,0,12,0,1,1,0,0,0,0,0,11,4,9,30.8,40,38,2,0,0,0,1,0,0,0,0,0,31,0
Issa Soumaré,Le Havre,2,"FW,MF",0,7,2.66,2,0,2,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,2,2,0,5,1,20,1.9,0.38,0,0,22.8,0,0,0,0.4,0.4,0.08,-0.4,-0.4,11,2.6,98,4,8,49,43,6,11,3,27.3,4,36.4,63,406,143,4,5,1,2,71,18,22,428,62,98,20,32,62.5,10,0,0,4,2,0,0,0,0,6,8,4,2,0,0,0,0,0,8,19,13,59.4,62,58,3,0,0,0,2,1,0,0,0,0,33,1
Mohamed Koné,Le Havre,,GK,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,,0,0,0,,0,0,,,,,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,0,,,,,,,
Alois Confais,Le Havre,0,"MF,FW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,1,0,100,0,0,0,1,2,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0.5,11,0,1,9,1,0,0,0,,0,,6,35,12,0,0,0,0,4,0,26,74,9,5,7,8,87.5,0,0,0,0,0,,0,0,0,2,2,0,2,1,4,0,0,0,3,0,0,,9,7,2,2,0,0,2,0,0,0,0,0,7,0
Nolan Mbemba,Le Havre,0,MF,0,1,4.09,1,0,0,0,0,4.09,1,0,0,0,0,0,2,1,0,1,1,1,0,50,1,0,0,3,2,0,1,3,1,33.3,6.75,2.25,0.33,1,27.1,0,0,0,0,0,0.02,1,1,1,0.4,40,0,4,26,10,0,0,0,,0,,31,193,93,0,1,0,0,31,1,28,514,34,105,8,11,72.7,15,0,0,5,6,50,0,0,0,0,0,0,3,3,1,0,0,0,1,0,0,,34,33,1,0,0,1,3,0,1,0,1,0,28,0
Simon Ebonog,Le Havre,0,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,100,0,1,1,0,1,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0.2,24,2,5,18,1,0,0,0,,0,,16,71,20,0,0,0,0,17,0,18,301,21,60,10,12,83.3,6,0,0,1,2,50,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,100,21,21,0,0,0,0,0,0,0,0,0,0,17,0
Kandet Diawara,Le Havre,,FW,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,,0,0,0,,0,0,,,,,0,0,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,,,0,,,,,,,,,,,2,,,,,,,
Matìas Soulé,Frosinone,4,"FW,MF",0,188,5.42,121,25,25,10,3,0.32,7,2,1,0,1,0,41,28,12,14,15,19,34,47.5,21,38,4,18,59,9,11,80,18,22.5,2.22,0.5,0.08,0.33,22.2,7,5,6,10.5,5.7,0.07,0.5,0.3,98,36.1,2015,18,194,907,947,102,225,102,45.3,101,44.9,1240,8342,3968,115,117,35,77,1478,211,20,18531,1535,5372,654,749,87.3,411,78,12,198,163,54.6,5,0,0,20,50,1,111,18,28,0,1,1,175,11,44,20,1535,1387,142,27,23,3,111,32,82,32,15,1,1197,6
Caleb Okoli,Frosinone,0,DF,0,21,0.65,17,0,1,2,1,0.06,1,0,0,1,0,4,56,40,33,22,1,29,16,65.9,15,48,32,37,85,156,0,13,3,23.1,0.36,0.08,0,0,11.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6,20,35.7,2074,252,1086,932,68,22,5,2,40,3,60,1089,6303,3646,22,9,2,4,1203,4,22,25428,1720,10828,569,640,88.9,708,3,0,118,234,48.3,9,0,0,31,29,0,2,37,40,0,2,0,164,74,59,55.6,1720,1588,129,66,0,6,2,27,0,0,0,0,1407,3
Enzo Barrenechea,Frosinone,0,MF,0,46,1.47,43,1,1,1,0,0.06,1,1,0,0,0,2,65,44,28,29,8,28,35,40,42,47,12,29,92,61,1,24,5,20.8,0.73,0.15,0.04,0.2,22.8,2,0,0,0.6,0.6,0.03,-0.6,-0.6,20,33.1,2213,104,622,1408,205,13,18,8,44.4,8,44.4,1005,4013,1526,10,12,0,16,1385,24,22,26904,1903,7782,779,857,90.9,679,8,0,155,193,65.3,10,0,0,37,54,0,1,29,44,0,0,0,231,51,43,54.3,1903,1795,104,88,1,13,1,3,0,0,0,0,1624,4
Simone Romagnoli,Frosinone,0,DF,0,8,0.27,7,1,0,0,0,0.03,1,0,0,0,0,0,35,16,23,11,1,15,15,75,5,51,36,31,64,147,1,12,1,8.3,0.37,0.03,0.08,1,8.8,0,0,0,1.2,1.2,0.1,-0.2,-0.2,4,32.2,1733,393,1076,620,42,23,0,0,,0,,706,3315,1598,2,2,0,0,934,2,33,21605,1421,8093,481,535,89.9,636,0,0,47,140,57.1,7,0,0,28,8,0,1,31,16,0,0,0,99,97,78,55.4,1421,1256,165,76,0,1,1,0,0,0,0,0,1221,0
Stefano Turati,Frosinone,0,GK,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,31.5,1137,1021,1131,6,0,0,0,0,,0,,708,3772,2137,0,0,0,0,623,0,21,17065,1065,12766,240,240,100,391,0,0,0,419,33.4,0,0,0,0,3,0,0,0,0,0,0,0,34,2,1,66.7,1065,858,205,61,0,1,0,0,0,0,0,0,775,2
Marco Brescianini,Frosinone,3,MF,0,50,1.94,41,0,4,2,0,0.16,4,0,0,0,0,0,28,13,13,12,3,9,17,36,16,22,5,11,38,37,4,32,10,31.3,1.13,0.35,0.13,0.4,19.9,2,0,0,2.3,2.3,0.07,1.7,1.7,39,28.4,1056,46,239,533,294,57,43,22,51.2,19,44.2,575,3132,1453,46,32,15,44,722,100,23,8979,804,2644,371,430,86.3,201,15,4,70,56,48.2,1,0,0,40,26,5,20,11,13,0,0,0,107,20,30,40,804,761,40,7,5,0,20,29,0,0,0,0,632,3
