Player Name,Club Name,Country,Position,Age,90s,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage,Recov
Adam Obert,Cagliari,SVK,DF,20,13.6,1,0,0,19,5,0,22,23,14,0,0,0,54,14,18,43.8,Matches
Yerry Mina,Cagliari,COL,DF,28,13.5,4,0,0,17,18,0,2,4,13,0,1,0,57,35,14,71.4,Matches
Andrea Petagna,Cagliari,ITA,FW,28,13.1,2,0,0,18,25,2,2,1,3,0,1,0,25,26,30,46.4,Matches
Mateusz Wieteska,Cagliari,POL,DF,26,13.1,6,1,1,14,9,0,4,20,15,0,0,0,47,27,18,60.0,Matches
Paulo Azzi,Cagliari,BRA,"DF,MF",29,12.3,2,0,0,8,5,4,52,16,13,0,0,0,59,13,11,54.2,Matches
Pantelis Hatzidiakos,Cagliari,GRE,DF,26,11.8,1,0,0,7,5,0,6,18,11,0,0,0,50,5,9,35.7,Matches
Eldor Shomurodov,Cagliari,UZB,"FW,MF",28,11.6,1,0,0,11,11,2,8,4,5,0,0,0,38,21,44,32.3,Matches
Edoardo Goldaniga,Cagliari,ITA,DF,29,11.2,3,0,0,14,10,3,10,15,7,0,0,0,37,18,18,50.0,Matches
Jakub Jankto,Cagliari,CZE,"MF,FW",27,10.9,0,0,0,9,9,2,32,6,9,0,0,0,33,3,8,27.3,Matches
Boris Radunović,Cagliari,SRB,GK,27,10.7,0,0,0,0,2,0,0,1,0,0,0,0,6,1,1,50.0,Matches
Gianluca Gaetano,Cagliari,ITA,"FW,MF",23,8.3,1,1,0,10,12,3,15,3,4,0,0,0,41,4,24,14.3,Matches
Leonardo Pavoletti,Cagliari,ITA,FW,34,7.9,4,0,0,23,7,3,1,0,1,1,0,0,12,57,41,58.2,Matches
Alessandro Di Pardo,Cagliari,ITA,"DF,MF",24,5.4,1,0,0,7,4,1,21,7,2,0,2,0,26,4,2,66.7,Matches
Marco Mancosu,Cagliari,ITA,"MF,FW",34,2.5,0,0,0,4,1,2,10,0,1,0,0,0,8,0,4,0.0,Matches
Gastón Pereiro,Cagliari,URU,"FW,MF",28,0.8,1,0,0,1,1,0,1,0,1,,,0,,,,,Matches
Kingstone Mutandwa,Cagliari,ZAM,"FW,MF",20,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,50.0,Matches
Simone Aresti,Cagliari,ITA,GK,37,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Arthur Desmas,Le Havre,FRA,GK,29,33.0,2,0,0,0,9,0,0,0,0,0,0,0,25,7,0,100.0,Matches
Gautier Lloris,Le Havre,FRA,DF,28,32.9,2,0,0,36,7,1,3,33,30,0,2,0,147,75,36,67.6,Matches
Arouna Sangante,Le Havre,SEN,DF,21,30.9,9,0,0,57,39,0,15,67,33,0,1,1,151,50,42,54.3,Matches
Christopher Operi,Le Havre,CIV,DF,26,28.2,6,0,0,21,20,0,195,37,40,1,1,0,150,32,13,71.1,Matches
Daler Kuzyaev,Le Havre,RUS,MF,30,26.0,1,1,0,34,29,5,29,24,21,0,0,0,110,26,20,56.5,Matches
Abdoulaye Touré,Le Havre,GUI,MF,29,25.4,4,0,0,27,32,0,4,25,28,0,0,0,173,42,40,51.2,Matches
Josué Casimir,Le Havre,FRA,"FW,DF",21,24.3,6,0,0,28,31,7,56,17,18,1,0,0,107,21,25,45.7,Matches
Etienne Youte Kinkoue,Le Havre,FRA,DF,21,23.6,2,0,0,13,9,2,2,47,10,0,0,0,76,30,12,71.4,Matches
Yassine Kechta,Le Havre,MAR,MF,21,22.8,5,0,0,34,33,0,19,25,25,0,0,0,115,9,31,22.5,Matches
Loïc Nego,Le Havre,HUN,"DF,MF",32,19.5,3,0,0,24,18,3,47,18,26,2,0,0,95,8,7,53.3,Matches
Emmanuel Sabbi,Le Havre,USA,"FW,MF",25,18.7,5,0,0,27,39,2,21,19,19,2,0,0,69,12,33,26.7,Matches
Yoann Salmier,Le Havre,GUF,DF,30,18.4,3,0,0,18,9,3,9,23,10,0,0,1,82,29,21,58.0,Matches
Mohamed Lamine Bayo,Le Havre,GUI,FW,25,15.9,4,0,0,15,13,7,9,2,5,0,0,0,30,36,42,46.2,Matches
André Ayew,Le Havre,GHA,FW,33,13.2,3,1,0,16,29,4,4,2,11,0,0,0,40,44,62,41.5,Matches
Oussama Targhalline,Le Havre,MAR,MF,21,12.8,4,1,1,15,25,0,8,23,14,0,0,0,68,7,13,35.0,Matches
Nabil Alioui,Le Havre,FRA,"MF,FW",24,12.1,1,0,0,10,21,6,55,3,2,0,0,0,36,10,10,50.0,Matches
Antoine Joujou,Le Havre,FRA,"FW,MF",20,10.9,1,0,0,20,10,0,23,8,14,0,0,0,42,10,24,29.4,Matches
Samuel Grandsir,Le Havre,FRA,"MF,FW",26,8.3,4,2,1,18,10,5,48,3,13,0,0,0,25,1,6,14.3,Matches
Oualid El Hajjam,Le Havre,MAR,"DF,MF",32,7.4,1,0,0,18,7,1,15,8,12,1,0,0,26,3,5,37.5,Matches
Rassoul Ndiaye,Le Havre,SEN,"MF,FW",21,6.3,5,2,1,11,4,1,8,5,17,0,0,0,34,5,8,38.5,Matches
Steve Ngoura,Le Havre,FRA,"FW,MF",18,3.4,0,0,0,8,1,3,2,0,2,0,0,0,12,3,10,23.1,Matches
Mathieu Gorgelin,Le Havre,FRA,GK,32,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Andy Logbo,Le Havre,FRA,FW,19,2.8,0,0,0,12,0,1,1,0,0,0,0,0,11,4,9,30.8,Matches
Issa Soumaré,Le Havre,SEN,"FW,MF",22,2.6,0,0,0,6,8,4,2,0,0,0,0,0,8,19,13,59.4,Matches
Mohamed Koné,Le Havre,CIV,GK,21,1.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Alois Confais,Le Havre,FRA,"MF,FW",26,0.5,0,0,0,2,2,0,2,1,4,0,0,0,3,0,0,,Matches
Nolan Mbemba,Le Havre,CGO,MF,28,0.4,0,0,0,0,0,0,3,3,1,0,0,0,1,0,0,,Matches
Simon Ebonog,Le Havre,CMR,MF,18,0.2,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,100.0,Matches
Kandet Diawara,Le Havre,GUI,FW,23,0.1,0,0,0,0,0,0,2,0,0,,,0,,,,,Matches
Matìas Soulé,Frosinone,ARG,"FW,MF",20,36.1,5,0,0,20,50,1,111,18,28,0,1,1,175,11,44,20.0,Matches
Caleb Okoli,Frosinone,ITA,DF,22,35.7,9,0,0,31,29,0,2,37,40,0,2,0,164,74,59,55.6,Matches
Enzo Barrenechea,Frosinone,ARG,MF,22,33.1,10,0,0,37,54,0,1,29,44,0,0,0,231,51,43,54.3,Matches
Simone Romagnoli,Frosinone,ITA,DF,33,32.2,7,0,0,28,8,0,1,31,16,0,0,0,99,97,78,55.4,Matches
Stefano Turati,Frosinone,ITA,GK,21,31.5,0,0,0,0,3,0,0,0,0,0,0,0,34,2,1,66.7,Matches
Marco Brescianini,Frosinone,ITA,MF,23,28.4,1,0,0,40,26,5,20,11,13,0,0,0,107,20,30,40.0,Matches
Luca Mazzitelli,Frosinone,ITA,MF,27,27.2,6,1,1,47,43,1,42,24,25,0,0,0,128,41,38,51.9,Matches
Walid Cheddira,Frosinone,MAR,FW,25,25.7,0,0,0,28,48,20,3,5,7,2,0,0,47,37,69,34.9,Matches
Pol Lirola,Frosinone,ESP,DF,25,19.8,1,0,0,8,14,2,33,24,21,0,0,0,80,14,19,42.4,Matches
Ilario Monterisi,Frosinone,ITA,DF,21,19.7,3,0,0,13,21,1,5,10,17,1,1,0,77,41,28,59.4,Matches
Francesco Gelli,Frosinone,ITA,"MF,DF",26,19.0,3,0,0,16,45,1,56,11,14,0,0,0,82,15,16,48.4,Matches
Anthony Oyono,Frosinone,GAB,DF,22,15.6,4,0,0,13,13,0,13,12,32,0,0,0,73,13,9,59.1,Matches
Riccardo Marchizza,Frosinone,ITA,DF,25,14.4,1,0,0,7,3,0,24,9,7,0,0,0,43,9,12,42.9,Matches
Nadir Zortea,Frosinone,ITA,DF,24,14.0,3,0,0,15,14,0,74,4,14,0,0,0,53,11,21,34.4,Matches
Emanuele Valeri,Frosinone,ITA,DF,24,13.1,3,0,0,12,8,0,73,9,16,1,0,0,62,9,9,50.0,Matches
Abdou Harroui,Frosinone,NED,"MF,FW",25,13.1,3,0,0,21,19,1,12,6,13,0,0,0,53,12,8,60.0,Matches
Reinier,Frosinone,BRA,"MF,FW",21,12.2,3,0,0,17,10,1,13,10,11,0,0,0,54,9,18,33.3,Matches
Michele Cerofolini,Frosinone,ITA,GK,24,10.8,1,0,0,1,0,0,0,0,0,0,1,1,8,1,0,100.0,Matches
Kaio Jorge,Frosinone,BRA,FW,21,10.2,2,0,0,8,11,2,4,2,4,0,0,0,29,8,23,25.8,Matches
Luca Garritano,Frosinone,ITA,"MF,DF",29,7.6,1,0,0,6,8,0,20,4,7,0,0,0,34,3,7,30.0,Matches
Arijon Ibrahimović,Frosinone,GER,"FW,DF",17,6.6,2,0,0,4,5,2,7,2,7,0,0,0,19,5,8,38.5,Matches
Jaime Báez,Frosinone,URU,"FW,MF",28,6.4,1,0,0,7,16,6,25,4,2,1,0,0,29,4,5,44.4,Matches
Marvin Cuni,Frosinone,ALB,FW,22,6.2,0,0,0,14,12,3,4,1,3,2,0,0,18,16,33,32.7,Matches
Giuseppe Caso,Frosinone,ITA,"FW,MF",24,6.1,3,0,0,5,17,1,5,1,6,1,0,0,13,0,2,0.0,Matches
Mateus Lusuardi,Frosinone,BRA,DF,19,4.4,1,0,0,2,0,0,1,5,4,0,1,0,7,3,1,75.0,Matches
Mehdi Bourabia,Frosinone,MAR,MF,31,3.8,2,0,0,7,3,1,2,2,5,0,2,0,19,2,3,40.0,Matches
Kevin Bonifazi,Frosinone,ITA,DF,27,3.6,0,0,0,4,1,0,1,3,3,0,0,0,15,6,7,46.2,Matches
Demba Seck,Frosinone,SEN,"FW,MF",22,3.3,0,0,0,9,7,2,2,1,4,0,0,0,9,3,7,30.0,Matches
Giorgi Kvernadze,Frosinone,GEO,"FW,DF",20,2.1,1,0,0,7,3,0,9,2,0,0,0,0,4,0,0,,Matches
Farés Ghedjemis,Frosinone,FRA,"FW,MF",20,2.0,1,0,0,2,0,1,6,1,0,0,0,0,10,1,2,33.3,Matches
Gennaro Borrelli,Frosinone,ITA,FW,23,1.0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0.0,Matches
Karlo Lulić,Frosinone,CRO,MF,27,0.5,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0.0,Matches
Luigi Canotto,Frosinone,ITA,FW,29,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
Przemysław Szymiński,Frosinone,POL,MF,29,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Rubén Alcaraz,Cádiz,ESP,MF,32,34.8,14,0,0,84,71,1,36,33,59,0,0,0,234,47,49,49.0,Matches
Jeremías Ledesma,Cádiz,ARG,GK,30,33.9,0,0,0,1,5,0,0,0,1,0,0,0,54,6,3,66.7,Matches
Chris Ramos,Cádiz,ESP,"FW,MF",26,29.0,5,0,0,61,46,12,12,9,15,2,0,0,60,172,164,51.2,Matches
Isaac Carcelen,Cádiz,ESP,DF,30,29.0,2,0,0,16,44,5,67,27,31,0,0,0,129,22,36,37.9,Matches
Fali,Cádiz,ESP,DF,29,28.3,12,0,0,23,19,0,10,27,26,0,0,0,127,39,39,50.0,Matches
Javi Hernández ,Cádiz,ESP,DF,25,27.9,10,0,0,45,19,1,127,19,24,0,0,0,139,31,27,53.4,Matches
Roberto Navarro,Cádiz,ESP,"MF,FW",21,21.7,0,1,0,15,29,4,103,19,29,0,0,0,125,12,19,38.7,Matches
Víctor Chust,Cádiz,ESP,DF,23,21.7,4,2,0,15,6,0,3,11,18,0,0,0,83,26,25,51.0,Matches
Gonzalo Escalante,Cádiz,ARG,MF,30,18.9,2,1,0,31,14,2,5,26,24,0,0,0,91,31,30,50.8,Matches
Iván Alejo,Cádiz,ESP,MF,28,18.8,17,0,0,49,49,9,151,7,23,0,1,0,87,15,18,45.5,Matches
Rubén Sobrino,Cádiz,ESP,"MF,FW",31,18.4,8,1,0,46,31,7,23,16,28,0,0,0,112,22,22,50.0,Matches
Lucas,Cádiz,BRA,DF,22,18.1,6,0,0,12,6,2,77,17,28,0,0,0,92,11,23,32.4,Matches
Roger Martí,Cádiz,ESP,FW,32,15.1,3,0,0,34,28,9,9,7,6,0,0,0,58,17,34,33.3,Matches
Álex Fernández,Cádiz,ESP,MF,30,14.3,3,0,0,5,16,0,35,15,9,0,0,0,82,13,16,44.8,Matches
Maxi Gómez,Cádiz,URU,FW,26,13.2,2,0,0,20,34,14,22,3,4,0,0,0,15,71,69,50.7,Matches
Juanmi,Cádiz,ESP,FW,30,9.7,3,0,0,24,11,13,2,6,4,0,0,0,39,8,25,24.2,Matches
Rominigue Kouamé,Cádiz,MLI,MF,26,9.1,2,0,0,11,9,1,1,13,9,0,0,0,60,19,13,59.4,Matches
Joseba Zaldúa,Cádiz,ESP,DF,31,8.8,3,0,0,15,5,2,19,5,13,0,0,1,24,10,5,66.7,Matches
Darwin Machís,Cádiz,VEN,MF,30,8.7,0,1,0,12,14,2,64,4,14,0,0,0,53,3,10,23.1,Matches
Jorge Meré,Cádiz,ESP,DF,26,8.5,0,0,0,1,4,0,1,11,7,0,0,0,38,8,11,42.1,Matches
Luis Hernández,Cádiz,ESP,DF,34,8.0,4,0,0,8,0,0,2,8,3,0,0,0,24,9,2,81.8,Matches
Sergi Guardiola,Cádiz,ESP,"FW,MF",32,6.5,1,0,0,19,24,3,19,0,8,0,0,0,27,5,10,33.3,Matches
Aiham Ousou,Cádiz,SYR,DF,23,4.8,0,0,0,4,6,0,0,7,5,0,0,0,26,8,7,53.3,Matches
David Gil,Cádiz,ESP,GK,29,4.1,1,0,0,0,2,0,0,0,0,0,0,0,2,4,0,100.0,Matches
Brian Ocampo,Cádiz,URU,"MF,FW",24,3.5,2,0,0,10,13,0,24,3,4,0,0,0,23,4,3,57.1,Matches
Mamadou Mbaye,Cádiz,SEN,DF,25,3.5,2,0,0,6,2,0,0,6,3,0,1,0,10,9,5,64.3,Matches
Fede San Emeterio,Cádiz,ESP,MF,26,2.2,1,1,0,10,3,0,1,3,6,0,0,0,5,3,4,42.9,Matches
Álvaro Negredo,Cádiz,ESP,"FW,MF",37,1.6,0,0,0,0,2,3,2,1,1,0,0,0,2,3,1,75.0,Matches
Diadie Samassékou,Cádiz,MLI,MF,27,1.0,0,0,0,2,0,0,0,3,3,0,0,0,6,3,2,60.0,Matches
José Mari,Cádiz,ESP,"MF,FW",35,1.0,1,0,0,3,5,0,1,2,1,0,0,0,3,0,0,,Matches
Victor Wehbi,Cádiz,BRA,GK,20,1.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Moussa Diakité,Cádiz,MLI,MF,19,0.5,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,,Matches
Karl Etta,Cádiz,CMR,FW,19,0.2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0,Matches
Milutin Osmajić,Cádiz,MNE,MF,24,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Borja Vázquez,Cádiz,ESP,FW,18,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
Alexandre Oukidja,Metz,ALG,GK,35,34.2,3,0,0,1,7,0,0,3,1,0,1,0,22,12,2,85.7,Matches
Danley Jean-Jacques,Metz,HAI,MF,23,30.2,5,0,0,49,23,2,20,44,29,0,0,0,126,23,45,33.8,Matches
Matthieu Udol,Metz,FRA,DF,27,30.0,5,0,0,28,20,1,73,50,37,0,0,0,149,27,40,40.3,Matches
Ismaël Traoré,Metz,CIV,DF,36,25.7,2,0,0,25,4,0,0,33,13,0,1,0,108,23,33,41.1,Matches
Lamine Camara,Metz,SEN,MF,19,25.1,3,0,0,45,45,1,119,28,42,0,0,0,180,11,26,29.7,Matches
Maxime Colin,Metz,FRA,DF,31,21.4,3,0,0,12,8,0,34,21,23,1,0,0,83,23,14,62.2,Matches
Kévin Van Den Kerkhof,Metz,ALG,"FW,MF",27,21.3,2,0,0,8,10,6,128,11,24,0,0,0,90,10,27,27.0,Matches
Fali Candé,Metz,GNB,DF,25,20.5,4,0,0,14,16,0,8,20,19,1,2,0,93,30,22,57.7,Matches
Georges Mikautadze,Metz,GEO,FW,22,19.4,0,1,0,13,26,1,34,8,3,0,0,0,69,14,46,23.3,Matches
Christophe Hérelle,Metz,MTQ,DF,30,19.0,4,1,0,14,33,0,1,19,16,0,0,0,77,17,16,51.5,Matches
Kévin N'Doram,Metz,FRA,MF,27,18.5,4,0,0,31,22,0,2,30,23,0,0,0,59,24,14,63.2,Matches
Cheikh Tidiane Sabaly,Metz,SEN,"FW,MF",24,15.8,4,0,0,25,27,6,16,12,20,1,1,0,86,5,17,22.7,Matches
Arthur Atta,Metz,FRA,"MF,FW",20,11.3,0,0,0,18,13,4,10,10,16,0,0,0,54,11,19,36.7,Matches
Koffi Kouao,Metz,CIV,DF,25,10.6,2,0,0,18,5,1,22,14,15,0,0,0,52,13,6,68.4,Matches
Sadibou Sané,Metz,SEN,DF,19,10.3,1,0,0,10,5,1,8,9,13,0,0,0,28,13,12,52.0,Matches
Ablie Jallow,Metz,GAM,"MF,FW",24,10.2,1,0,0,8,14,0,23,8,5,0,0,0,49,5,18,21.7,Matches
Papa Amadou Diallo,Metz,SEN,FW,19,10.1,1,0,0,10,12,4,14,11,8,0,0,0,59,30,36,45.5,Matches
Joel Asoro,Metz,SWE,"FW,MF",24,9.9,2,0,0,19,22,4,20,8,9,1,1,0,32,17,15,53.1,Matches
Simon Elisor,Metz,FRA,FW,24,8.5,1,0,0,17,16,4,4,0,2,1,0,0,20,35,47,42.7,Matches
Joseph Nduquidi,Metz,FRA,"MF,DF",18,8.3,2,0,0,13,13,0,0,11,4,0,0,0,35,6,14,30.0,Matches
Didier Lamkel Zé,Metz,CMR,"FW,MF",26,6.1,1,0,0,14,11,3,13,0,2,0,0,0,26,13,21,38.2,Matches
Benjamin Tetteh,Metz,GHA,"FW,MF",26,4.0,2,0,0,4,4,7,2,1,8,0,0,0,8,8,19,29.6,Matches
Oscar Estupiñan,Metz,COL,FW,26,2.9,0,0,0,6,3,1,1,0,4,0,0,0,11,11,11,50.0,Matches
Malick Mbaye,Metz,SEN,"MF,FW",19,2.5,1,0,0,6,5,0,20,2,4,0,0,0,7,1,7,12.5,Matches
Abou Lô,Metz,SEN,"MF,DF",23,2.2,0,1,0,3,2,0,0,4,1,0,0,0,10,2,2,50.0,Matches
Habib Maïga,Metz,CIV,"MF,FW",27,1.6,0,0,0,4,2,0,1,4,2,0,0,0,17,2,1,66.7,Matches
Ibou Sané,Metz,SEN,"MF,FW",18,1.5,1,0,0,5,2,1,4,1,4,0,0,0,10,1,2,33.3,Matches
Youssef Maziz,Metz,FRA,"FW,MF",25,1.4,0,0,0,1,2,0,4,1,0,0,0,0,6,2,2,50.0,Matches
Jean Frederic N'Guessan,Metz,CIV,"MF,FW",20,1.3,0,0,0,10,5,0,2,1,1,0,0,0,8,1,0,100.0,Matches
Guillaume Dietsch,Metz,FRA,GK,22,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Yvon Mvogo,Lorient,SUI,GK,29,34.0,1,0,0,0,3,0,0,0,0,0,0,0,28,5,1,83.3,Matches
Laurent Abergel,Lorient,FRA,MF,30,32.8,4,0,0,39,37,1,35,62,53,0,0,0,226,15,14,51.7,Matches
Julien Ponceau,Lorient,FRA,MF,22,25.9,5,0,0,32,37,5,56,19,15,0,0,0,145,10,28,26.3,Matches
Montassar Talbi,Lorient,TUN,DF,25,24.5,2,0,0,18,8,1,3,32,22,0,0,0,116,51,37,58.0,Matches
Souleymane Touré,Lorient,FRA,DF,20,22.8,6,0,0,36,15,0,5,36,12,0,1,0,87,43,16,72.9,Matches
Julien Laporte,Lorient,FRA,DF,29,20.7,4,0,0,20,9,1,1,13,15,0,1,0,73,38,34,52.8,Matches
Théo Le Bris,Lorient,FRA,"DF,MF",20,17.8,2,0,0,7,13,0,37,15,24,0,0,0,61,7,11,38.9,Matches
Romain Faivre,Lorient,FRA,"MF,FW",25,16.1,1,0,0,5,47,1,38,7,6,0,0,0,85,3,8,27.3,Matches
Tiemoué Bakayoko,Lorient,FRA,MF,28,15.1,5,0,0,25,23,2,1,27,17,0,0,0,94,24,17,58.5,Matches
Formose Mendy,Lorient,SEN,DF,22,14.0,6,0,0,16,11,0,13,20,19,0,2,1,90,43,15,74.1,Matches
Nathaniel Adjei,Lorient,GHA,DF,20,13.8,2,0,0,10,12,2,2,18,9,0,0,0,60,30,22,57.7,Matches
Darlin Yongwa,Lorient,CMR,DF,22,12.9,3,0,0,21,32,3,76,15,23,0,1,0,88,11,11,50.0,Matches
Eli Junior Kroupi,Lorient,FRA,"FW,MF",17,12.9,1,0,0,16,8,8,14,10,4,0,0,0,35,8,21,27.6,Matches
Mohamed Bamba,Lorient,CIV,FW,21,12.6,3,0,0,22,14,11,2,2,9,0,0,0,35,23,29,44.2,Matches
Panos Katseris,Lorient,GRE,DF,22,11.6,4,0,0,19,11,2,45,8,20,0,1,0,58,11,15,42.3,Matches
Tosin Aiyegun,Lorient,BEN,"MF,FW",25,10.8,0,1,0,16,20,3,9,3,4,1,0,0,33,6,10,37.5,Matches
Gedeon Kalulu,Lorient,COD,DF,25,10.8,0,0,0,18,7,0,21,5,17,0,0,0,60,10,11,47.6,Matches
Ayman Kari,Lorient,FRA,MF,18,10.1,1,0,0,12,28,0,1,6,14,0,0,0,50,2,7,22.2,Matches
Imran Louza,Lorient,MAR,MF,24,9.6,1,0,0,16,15,0,53,9,7,0,0,0,57,9,8,52.9,Matches
Benjamin Mendy,Lorient,FRA,DF,29,7.9,3,0,0,12,4,4,96,7,1,0,0,0,31,4,7,36.4,Matches
Jean-Victor Makengo,Lorient,FRA,"MF,FW",25,6.3,1,0,0,11,12,0,6,8,5,0,0,0,29,2,2,50.0,Matches
Bamba Dieng,Lorient,SEN,FW,23,6.3,3,0,0,7,21,7,5,0,3,0,0,0,12,17,19,47.2,Matches
Vincent Le Goff,Lorient,FRA,"DF,MF",33,6.0,1,0,0,3,5,2,18,3,0,0,0,0,35,2,2,50.0,Matches
Badredine Bouanani,Lorient,ALG,MF,18,4.9,0,0,0,1,10,0,10,2,2,0,0,0,18,0,3,0.0,Matches
Siriné Doucouré,Lorient,MLI,FW,21,4.7,2,0,0,10,6,2,1,1,6,0,0,0,8,17,24,41.5,Matches
Igor Carioca,Lorient,BRA,"DF,MF",26,2.9,2,0,0,7,4,0,10,3,6,0,2,0,18,4,5,44.4,Matches
Bonke Innocent,Lorient,NGA,MF,27,2.3,1,0,0,5,4,0,0,4,4,0,0,0,11,3,2,60.0,Matches
Joel Mvuka,Lorient,NOR,"DF,FW",20,2.2,1,0,0,1,5,1,12,2,3,0,0,0,11,0,2,0.0,Matches
Loris Mouyokolo,Lorient,FRA,DF,22,2.0,0,0,0,2,0,1,0,0,1,0,0,0,3,0,1,0.0,Matches
Aurélien Pelon,Lorient,FRA,DF,19,2.0,2,0,0,2,1,0,0,1,2,0,0,0,2,1,0,100.0,Matches
Pablo Pagis,Lorient,FRA,MF,20,1.8,1,0,0,4,4,0,2,3,6,0,0,0,6,2,2,50.0,Matches
Bassirou Ndiaye,Lorient,SEN,FW,21,1.7,0,0,0,5,5,0,1,1,2,0,0,0,9,3,5,37.5,Matches
Bamo Meïté,Lorient,CIV,DF,21,1.6,0,0,0,0,1,0,0,3,1,0,0,0,6,1,2,33.3,Matches
Dembo Sylla,Lorient,GUI,DF,20,1.3,1,0,0,1,0,0,5,1,3,0,0,0,0,0,0,,Matches
Alfred Gomis,Lorient,SEN,GK,29,1.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Ibrahima Koné,Lorient,MLI,FW,24,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,75.0,Matches
Adrian Grbić,Lorient,AUT,FW,26,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,66.7,Matches
Gino Caoki,Lorient,FRA,MF,19,0.3,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,,Matches
Royce Openda Owaga,Lorient,GAB,FW,21,0.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Morgan Gibbs-White,Nott'ham Forest,ENG,"MF,FW",23,39.1,9,0,0,40,66,6,202,18,24,0,0,0,179,60,68,46.9,Matches
Murillo,Nott'ham Forest,BRA,DF,21,35.1,6,0,0,41,9,0,4,43,35,0,0,1,146,38,40,48.7,Matches
Anthony Elanga,Nott'ham Forest,SWE,"FW,MF",21,29.7,1,0,0,11,29,19,62,9,19,0,0,0,96,17,37,31.5,Matches
Ryan Yates,Nott'ham Forest,ENG,MF,25,26.8,8,0,0,64,63,2,9,25,42,0,0,0,110,41,36,53.2,Matches
Danilo,Nott'ham Forest,BRA,MF,22,25.6,5,0,0,22,12,2,37,35,22,0,1,0,118,14,10,58.3,Matches
Chris Wood,Nott'ham Forest,NZL,FW,31,24.4,1,0,0,23,17,9,3,2,5,0,1,0,46,72,96,42.9,Matches
Callum Hudson-Odoi,Nott'ham Forest,ENG,"FW,MF",22,24.3,0,0,0,17,35,13,81,7,10,1,0,0,98,2,7,22.2,Matches
Neco Williams,Nott'ham Forest,WAL,DF,22,22.2,4,0,0,24,34,5,78,24,44,0,0,0,107,31,20,60.8,Matches
Matt Turner,Nott'ham Forest,USA,GK,29,21.3,2,0,0,0,3,0,0,0,0,0,0,0,11,4,0,100.0,Matches
Orel Mangala,Nott'ham Forest,BEL,MF,25,19.7,6,0,0,27,23,0,2,29,14,0,0,0,74,9,3,75.0,Matches
Nicolás Domínguez,Nott'ham Forest,ARG,"MF,FW",25,19.4,6,0,0,32,20,2,17,21,45,0,0,0,108,21,19,52.5,Matches
Harry Toffolo,Nott'ham Forest,ENG,DF,27,19.4,3,0,0,20,4,2,61,17,20,0,0,0,57,25,15,62.5,Matches
Ola Aina,Nott'ham Forest,NGA,DF,26,18.8,3,0,0,18,25,2,28,18,31,0,1,0,97,16,12,57.1,Matches
Moussa Niakhate,Nott'ham Forest,SEN,DF,27,18.6,5,1,1,11,4,1,11,15,25,0,0,0,98,15,5,75.0,Matches
Willy Boly,Nott'ham Forest,CIV,DF,32,17.0,3,1,1,22,3,1,1,25,31,0,0,0,86,57,26,68.7,Matches
Matz Sels,Nott'ham Forest,BEL,GK,31,16.0,1,0,0,0,3,0,0,0,0,0,0,0,4,3,0,100.0,Matches
Taiwo Awoniyi,Nott'ham Forest,NGA,FW,25,13.2,2,0,0,12,17,15,2,1,7,0,0,0,33,21,48,30.4,Matches
Gonzalo Montiel,Nott'ham Forest,ARG,DF,26,12.9,6,0,0,9,2,4,21,10,23,0,1,0,42,12,8,60.0,Matches
Andrew Omobamidele,Nott'ham Forest,IRL,DF,21,12.2,2,0,0,8,3,0,0,15,3,0,0,1,21,7,10,41.2,Matches
Ibrahim Sangaré,Nott'ham Forest,CIV,MF,25,11.5,6,0,0,22,9,2,2,16,23,0,0,0,70,8,16,33.3,Matches
Serge Aurier,Nott'ham Forest,CIV,"DF,MF",30,10.3,3,0,0,8,10,0,23,9,17,0,0,0,50,30,20,60.0,Matches
