Player Name,Club Name,Country,Position,DefensiveErrors,TacklesAttempted,TackleWon,TacklesinDef3rd,TacklesinMid3rd,TacklesinAtt3rd,DribblesStopped,PassesBlocked,DribblesWinningPerc,DribblesNotStopped,TotalBlocks,ShotsBlocked,PassesBlocked,Tackles+Interception,Clearances,Sh
Hugo Boutsingkham,Nantes,FRA,"MF,FW",0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Denis Petrić,Nantes,SRB,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Enzo Mongo,Nantes,FRA,DF,0,1,1,1,0,0,1,0,50,1,1,1,1,2,0,Matches
Bastien Meupiyou,Nantes,FRA,DF,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Lamine Diack,Nantes,SEN,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Frederik Rønnow,Union Berlin,DEN,GK,2,1,1,1,0,0,0,0,,0,0,0,1,2,22,Matches
Diogo Leite,Union Berlin,POR,DF,1,63,44,40,17,6,32,32,47.8,35,63,31,57,115,185,Matches
Robin Gosens,Union Berlin,GER,"DF,MF",0,69,47,28,34,7,31,47,63.3,18,57,10,39,108,87,Matches
Danilho Doekhi,Union Berlin,NED,DF,1,39,30,22,17,0,17,23,60.7,11,50,27,39,78,122,Matches
Robin Knoche,Union Berlin,GER,DF,1,40,26,32,8,0,22,8,57.9,16,31,23,17,56,83,Matches
Christopher Trimmel,Union Berlin,AUT,"FW,DF",0,27,20,14,12,1,16,15,43.2,21,18,3,15,41,60,Matches
Lucas Tousart,Union Berlin,FRA,MF,0,45,25,23,18,4,22,26,50,22,35,9,29,74,45,Matches
Josip Juranović,Union Berlin,CRO,DF,2,26,15,16,8,2,14,18,48.3,15,24,6,14,40,38,Matches
Alex Král,Union Berlin,CZE,MF,0,26,18,11,12,3,11,13,42.3,15,18,5,14,39,32,Matches
Rani Khedira,Union Berlin,GER,MF,0,41,26,17,22,2,18,11,58.1,13,17,6,29,65,41,Matches
Kevin Behrens,Union Berlin,GER,FW,0,16,13,3,9,4,2,7,33.3,4,11,4,8,23,28,Matches
Kevin Volland,Union Berlin,GER,"FW,MF",1,27,12,9,11,7,8,11,33.3,16,11,0,6,33,12,Matches
Janik Haberer,Union Berlin,GER,MF,0,41,28,17,17,7,25,20,44.6,31,25,5,13,54,23,Matches
Aïssa Laïdouni,Union Berlin,TUN,MF,2,26,17,5,14,7,4,26,26.7,11,29,3,14,39,19,Matches
Brenden Aaronson,Union Berlin,USA,MF,0,33,19,14,13,6,16,29,44.4,20,31,2,5,38,5,Matches
Benedict Hollerbach,Union Berlin,GER,"FW,MF",0,17,13,5,7,5,7,28,31.8,15,28,0,4,21,3,Matches
Kevin Vogt,Union Berlin,GER,DF,2,10,9,6,4,0,6,7,50,6,22,15,7,17,72,Matches
András Schäfer,Union Berlin,HUN,MF,0,29,16,9,15,5,11,21,55,9,25,4,20,49,25,Matches
Jérôme Roussillon,Union Berlin,FRA,DF,0,24,16,9,11,4,11,9,68.8,5,16,7,5,29,36,Matches
Sheraldo Becker,Union Berlin,SUR,FW,0,3,3,0,2,1,0,4,0,2,5,1,2,4,3,Matches
David Datro Fofana,Union Berlin,CIV,FW,0,12,8,3,6,3,5,5,50,5,5,0,0,12,11,Matches
Leonardo Bonucci,Union Berlin,ITA,DF,0,7,5,3,4,0,5,2,83.3,1,10,8,9,16,39,Matches
Yorbe Vertessen,Union Berlin,BEL,"FW,MF",0,3,2,0,3,0,1,8,25,3,8,0,1,4,3,Matches
Mikkel Kaufmann,Union Berlin,DEN,FW,0,6,4,2,3,1,3,12,30,7,12,0,1,7,4,Matches
Paul Jaeckel,Union Berlin,GER,DF,0,9,3,6,3,0,7,1,58.3,5,8,7,8,17,14,Matches
Chris Bedia,Union Berlin,CIV,"FW,MF",0,2,1,0,2,0,0,3,0,1,3,0,0,2,2,Matches
Alexander Schwolow,Union Berlin,GER,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,Matches
Jordan Pefok,Union Berlin,USA,FW,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,Matches
Aljoscha Kemlein,Union Berlin,GER,MF,0,0,0,0,0,0,0,1,0,3,2,1,0,0,1,Matches
Miloš Pantović,Union Berlin,SRB,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Manuel Riemann,Bochum,GER,GK,1,2,1,2,0,0,2,0,50,2,0,0,1,3,25,Matches
Bernardo,Bochum,BRA,DF,1,99,61,56,35,8,45,36,65.2,24,66,30,55,154,120,Matches
Kevin Stöger,Bochum,AUT,MF,0,49,32,21,21,7,25,42,39.7,38,46,4,21,68,18,Matches
Anthony Losilla,Bochum,FRA,MF,0,63,37,15,40,8,23,29,45.1,28,37,8,25,88,51,Matches
Erhan Mašović,Bochum,SRB,"DF,MF",2,64,45,37,22,5,37,22,52.9,33,32,10,26,89,75,Matches
Keven Schlotterbeck,Bochum,GER,DF,2,42,22,26,14,2,25,10,83.3,5,33,23,33,75,104,Matches
Takuma Asano,Bochum,JPN,"FW,MF",0,17,6,2,9,6,7,14,30.4,16,17,3,5,21,11,Matches
Ivan Ordets,Bochum,UKR,DF,0,19,17,11,6,2,10,12,58.8,7,41,29,32,50,130,Matches
Patrick Osterhage,Bochum,GER,MF,1,38,26,14,23,1,17,27,47.2,19,36,9,28,65,32,Matches
Matúš Bero,Bochum,SVK,"MF,FW",0,32,22,13,12,7,13,21,40.6,19,24,3,16,44,26,Matches
Philipp Hofmann,Bochum,GER,FW,0,10,5,4,5,1,4,9,57.1,3,11,2,4,14,17,Matches
Moritz Broschinski,Bochum,GER,FW,0,11,7,2,5,4,2,9,25,6,11,2,0,11,6,Matches
Christopher Antwi-Adjei,Bochum,GHA,"FW,MF",1,21,13,10,6,5,12,11,54.5,10,13,2,2,23,11,Matches
Cristian Gamboa,Bochum,CRC,DF,1,24,19,12,11,1,14,13,42.4,19,20,7,16,39,34,Matches
Maximilian Wittek,Bochum,GER,"DF,FW",0,23,17,9,11,3,13,11,61.9,8,12,1,18,41,23,Matches
Felix Passlack,Bochum,GER,DF,0,21,15,9,10,2,14,11,58.3,10,13,2,11,31,21,Matches
Tim Oermann,Bochum,GER,DF,0,19,11,11,4,4,9,9,64.3,5,15,6,2,21,22,Matches
Gonçalo Paciência,Bochum,POR,"FW,MF",0,8,4,2,2,4,3,5,50,3,5,0,0,8,7,Matches
Lukas Daschner,Bochum,GER,"MF,FW",0,9,4,2,3,4,4,7,44.4,5,7,0,2,11,2,Matches
Philipp Förster,Bochum,GER,"MF,FW",0,9,5,3,4,2,2,3,33.3,4,3,0,7,16,3,Matches
Danilo Soares,Bochum,BRA,DF,0,10,6,5,3,2,5,6,62.5,3,6,0,7,17,11,Matches
Noah Loosli,Bochum,SUI,DF,0,10,7,6,4,0,7,6,50,7,7,1,7,17,18,Matches
Moritz-Broni Kwarteng,Bochum,GHA,FW,0,3,0,0,3,0,1,4,14.3,6,4,0,2,5,0,Matches
Andreas Luthe,Bochum,GER,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Simon Zoller,Bochum,GER,"FW,MF",0,0,0,0,0,0,0,1,,0,1,0,1,0,0,Matches
Sebastiano Luperto,Empoli,ITA,DF,1,37,26,25,10,2,15,11,62.5,9,46,35,32,69,157,Matches
Youssef Maleh,Empoli,MAR,MF,0,74,48,30,36,8,23,55,44.2,29,62,7,25,99,29,Matches
Nicolò Cambiaghi,Empoli,ITA,"FW,MF",0,51,39,15,20,16,16,25,45.7,19,26,1,14,65,8,Matches
Elia Caprile,Empoli,ITA,GK,2,1,0,1,0,0,1,0,100,0,0,0,0,1,16,Matches
Ardian Ismajli,Empoli,ALB,DF,1,26,19,18,6,2,18,11,78.3,5,28,17,25,49,126,Matches
Sebastian Walukiewicz,Empoli,POL,DF,0,39,28,33,6,0,28,19,68.3,13,50,31,15,54,121,Matches
Liberato Cacace,Empoli,NZL,DF,0,40,25,24,13,3,24,17,63.2,14,23,6,20,59,56,Matches
Emmanuel Gyasi,Empoli,GHA,"DF,FW",1,34,17,18,13,3,15,18,46.9,17,30,12,5,39,27,Matches
Alberto Grassi,Empoli,ITA,MF,0,30,19,13,13,4,10,15,38.5,16,26,11,43,71,37,Matches
Răzvan Marin,Empoli,ROU,MF,2,40,23,13,23,4,19,12,65.5,10,16,4,8,46,30,Matches
Matteo Cancellieri,Empoli,ITA,"FW,MF",0,35,22,12,16,7,13,19,36.1,23,19,0,6,41,18,Matches
Bartosz Bereszyński,Empoli,POL,DF,0,41,25,25,13,3,24,12,60,16,22,10,21,62,52,Matches
Francesco Caputo,Empoli,ITA,FW,0,2,0,0,0,2,0,4,0,1,4,0,1,3,3,Matches
Etrit Berisha,Empoli,ALB,GK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,Matches
Jacopo Fazzini,Empoli,ITA,MF,0,49,25,27,13,9,30,18,56.6,23,21,3,12,61,18,Matches
Tyronne Ebuehi,Empoli,NGA,DF,1,14,9,9,5,0,7,5,63.6,4,9,4,6,20,27,Matches
Giuseppe Pezzella,Empoli,ITA,DF,0,25,14,19,5,1,20,11,71.4,8,17,6,2,27,35,Matches
Szymon Żurkowski,Empoli,POL,MF,0,15,6,5,8,2,5,4,33.3,10,5,1,6,21,11,Matches
Tommaso Baldanzi,Empoli,ITA,"MF,FW",0,4,2,1,1,2,3,7,30,7,7,0,2,6,0,Matches
Simone Bastoni,Empoli,ITA,"MF,DF",0,22,13,12,7,3,11,8,50,11,8,0,11,33,18,Matches
M'Baye Niang,Empoli,SEN,FW,0,3,1,0,1,2,0,6,0,6,7,1,3,6,10,Matches
Viktor Kovalenko,Empoli,UKR,MF,0,5,2,2,2,1,2,10,25,6,12,2,1,6,7,Matches
Alberto Cerri,Empoli,ITA,FW,0,3,3,1,1,1,2,2,40,3,3,1,3,6,7,Matches
Filippo Ranocchia,Empoli,ITA,"MF,DF",0,16,11,7,9,0,7,8,43.8,9,9,1,3,19,14,Matches
Steven Shpendi,Empoli,ALB,"FW,MF",0,0,0,0,0,0,0,1,0,4,2,1,1,1,0,Matches
Mattia Destro,Empoli,ITA,"FW,MF",0,2,1,0,2,0,1,4,100,0,4,0,2,4,3,Matches
Daniel Maldini,Empoli,ITA,"FW,MF",0,4,2,0,2,2,2,5,100,0,5,0,2,6,2,Matches
Roberto Piccoli,Empoli,ITA,FW,0,1,1,0,0,1,1,0,100,0,0,0,2,1,0,Matches
Nicolas Haas,Empoli,SUI,MF,0,5,3,1,2,2,3,1,100,0,1,0,2,6,1,Matches
Samuele Perisan,Empoli,ITA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Liam Henderson,Empoli,SCO,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Petar Stojanović,Empoli,SVN,"DF,MF",,,0,,,,,,,,,,0,0,,Matches
Emmanuel Ekong,Empoli,SWE,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Giacomo Corona,Empoli,ITA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Andrea Sodero,Empoli,ITA,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Alberto Dossena,Cagliari,ITA,DF,2,55,35,43,12,0,32,23,66.7,16,50,27,46,100,172,Matches
Antoine Makoumbou,Cagliari,CGO,MF,2,41,25,21,15,5,15,19,50,15,23,4,16,57,27,Matches
Gabriele Zappa,Cagliari,ITA,DF,2,54,32,29,16,9,29,24,70.7,12,29,5,20,74,75,Matches
Simone Scuffet,Cagliari,ITA,GK,0,1,0,1,0,0,1,1,50,1,1,0,1,2,9,Matches
Tommaso Augello,Cagliari,ITA,DF,0,26,20,18,6,2,16,11,64,9,21,10,17,43,89,Matches
Nahitan Nández,Cagliari,URU,"MF,DF",0,59,40,27,23,9,27,23,42.2,37,25,2,19,78,32,Matches
Zito Luvumbo,Cagliari,ANG,"FW,MF",0,9,6,5,2,2,4,19,26.7,11,19,0,1,10,2,Matches
Matteo Prati,Cagliari,ITA,MF,1,45,25,15,27,3,26,23,61.9,16,29,6,15,60,26,Matches
Alessandro Deiola,Cagliari,ITA,MF,0,33,20,13,16,4,18,10,38.3,29,16,6,9,42,37,Matches
Ibrahim Sulemana,Cagliari,GHA,MF,0,36,17,15,15,6,17,19,63,10,24,5,9,43,23,Matches
Nicolas Viola,Cagliari,ITA,"MF,FW",0,13,11,2,8,3,7,9,41.2,10,9,0,3,15,6,Matches
Gaetano Oristanio,Cagliari,ITA,"FW,MF",0,20,11,5,14,1,5,11,29.4,12,11,0,10,29,8,Matches
Gianluca Lapadula,Cagliari,PER,FW,0,1,1,0,0,1,1,1,10,9,2,1,2,3,5,Matches
Adam Obert,Cagliari,SVK,DF,1,17,14,8,8,1,8,6,47.1,9,13,7,23,38,41,Matches
Yerry Mina,Cagliari,COL,DF,0,20,13,14,6,0,13,9,68.4,6,23,14,4,24,77,Matches
Andrea Petagna,Cagliari,ITA,FW,0,4,3,1,0,3,1,3,50,1,6,3,1,5,4,Matches
Mateusz Wieteska,Cagliari,POL,DF,0,14,15,9,3,2,3,5,30,7,10,5,20,28,48,Matches
Paulo Azzi,Cagliari,BRA,"DF,MF",0,19,13,10,6,3,9,9,50,9,11,2,16,35,23,Matches
Pantelis Hatzidiakos,Cagliari,GRE,DF,1,22,11,12,10,0,10,9,58.8,7,14,5,18,35,30,Matches
Eldor Shomurodov,Cagliari,UZB,"FW,MF",0,11,5,2,6,3,6,5,60,4,5,0,4,15,4,Matches
Edoardo Goldaniga,Cagliari,ITA,DF,1,12,7,9,3,0,4,4,40,6,11,7,15,27,37,Matches
Jakub Jankto,Cagliari,CZE,"MF,FW",0,12,9,9,1,2,8,4,40,12,5,1,6,17,20,Matches
Boris Radunović,Cagliari,SRB,GK,2,0,0,0,0,0,0,0,,0,0,0,1,1,1,Matches
Gianluca Gaetano,Cagliari,ITA,"FW,MF",0,7,4,0,4,3,2,4,28.6,5,4,0,3,10,4,Matches
Leonardo Pavoletti,Cagliari,ITA,FW,0,1,1,0,0,1,0,1,0,1,2,1,0,1,7,Matches
Alessandro Di Pardo,Cagliari,ITA,"DF,MF",0,4,2,3,0,1,0,7,0,3,9,2,7,9,7,Matches
Marco Mancosu,Cagliari,ITA,"MF,FW",0,3,1,0,2,1,1,0,50,1,0,0,0,3,0,Matches
Gastón Pereiro,Cagliari,URU,"FW,MF",,,1,,,,,,,,,,0,0,,Matches
Kingstone Mutandwa,Cagliari,ZAM,"FW,MF",0,1,0,1,0,0,1,1,25,3,1,0,0,1,2,Matches
Simone Aresti,Cagliari,ITA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Arthur Desmas,Le Havre,FRA,GK,1,0,0,0,0,0,0,0,0,2,0,0,0,0,13,Matches
Gautier Lloris,Le Havre,FRA,DF,1,50,30,40,9,1,28,20,66.7,14,50,30,33,82,142,Matches
Arouna Sangante,Le Havre,SEN,DF,2,53,33,27,23,3,24,17,60,16,35,18,67,119,93,Matches
Christopher Operi,Le Havre,CIV,DF,1,55,40,37,15,3,32,38,54.2,27,45,7,37,90,68,Matches
Daler Kuzyaev,Le Havre,RUS,MF,1,34,21,11,13,10,15,13,34.9,28,18,5,24,56,18,Matches
Abdoulaye Touré,Le Havre,GUI,MF,0,47,28,22,22,3,30,22,50,30,30,8,25,72,33,Matches
Josué Casimir,Le Havre,FRA,"FW,DF",0,31,18,14,14,3,7,21,38.9,11,23,2,17,44,25,Matches
Etienne Youte Kinkoue,Le Havre,FRA,DF,0,15,10,13,2,0,7,5,63.6,4,21,16,47,59,104,Matches
Yassine Kechta,Le Havre,MAR,MF,1,46,25,24,19,3,31,17,42.5,42,20,3,25,69,16,Matches
Loïc Nego,Le Havre,HUN,"DF,MF",0,37,26,21,12,4,18,10,60,12,12,2,18,53,17,Matches
Emmanuel Sabbi,Le Havre,USA,"FW,MF",0,38,19,15,15,8,16,24,41,23,26,2,19,57,7,Matches
Yoann Salmier,Le Havre,GUF,DF,0,22,10,13,6,3,13,6,65,7,21,15,23,43,57,Matches
Mohamed Lamine Bayo,Le Havre,GUI,FW,0,13,5,2,5,6,2,7,20,8,8,1,2,15,11,Matches
André Ayew,Le Havre,GHA,FW,0,15,11,7,6,2,6,5,66.7,3,8,3,2,17,11,Matches
Oussama Targhalline,Le Havre,MAR,MF,2,23,14,16,7,0,15,6,60,10,9,3,23,43,14,Matches
Nabil Alioui,Le Havre,FRA,"MF,FW",0,3,2,2,1,0,2,5,50,2,6,1,3,6,4,Matches
Antoine Joujou,Le Havre,FRA,"FW,MF",0,20,14,7,7,6,11,9,52.4,10,11,2,8,27,5,Matches
Samuel Grandsir,Le Havre,FRA,"MF,FW",1,16,13,5,9,2,8,4,44.4,10,4,0,3,19,3,Matches
Oualid El Hajjam,Le Havre,MAR,"DF,MF",0,8,12,5,2,1,2,4,22.2,7,5,1,8,14,10,Matches
Rassoul Ndiaye,Le Havre,SEN,"MF,FW",0,25,17,8,16,1,12,1,50,12,2,1,5,29,5,Matches
Steve Ngoura,Le Havre,FRA,"FW,MF",0,2,2,1,1,0,1,0,25,3,0,0,0,2,3,Matches
Mathieu Gorgelin,Le Havre,FRA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Andy Logbo,Le Havre,FRA,FW,0,0,0,0,0,0,0,4,0,3,7,3,0,0,2,Matches
Issa Soumaré,Le Havre,SEN,"FW,MF",0,2,0,2,0,0,0,0,0,4,0,0,0,2,2,Matches
Mohamed Koné,Le Havre,CIV,GK,,,0,,,,,,,,,,0,0,,Matches
Alois Confais,Le Havre,FRA,"MF,FW",0,2,4,1,1,0,1,0,100,0,0,0,1,2,0,Matches
Nolan Mbemba,Le Havre,CGO,MF,0,2,1,0,1,1,1,0,50,1,0,0,3,2,0,Matches
Simon Ebonog,Le Havre,CMR,MF,0,1,1,0,1,0,1,0,100,0,1,1,0,1,1,Matches
Kandet Diawara,Le Havre,GUI,FW,,,0,,,,,,,,,,0,0,,Matches
Matìas Soulé,Frosinone,ARG,"FW,MF",0,41,28,12,14,15,19,34,47.5,21,38,4,18,59,9,Matches
Caleb Okoli,Frosinone,ITA,DF,4,56,40,33,22,1,29,16,65.9,15,48,32,37,85,156,Matches
Enzo Barrenechea,Frosinone,ARG,MF,2,65,44,28,29,8,28,35,40,42,47,12,29,92,61,Matches
Simone Romagnoli,Frosinone,ITA,DF,0,35,16,23,11,1,15,15,75,5,51,36,31,64,147,Matches
Stefano Turati,Frosinone,ITA,GK,3,0,0,0,0,0,0,0,,0,0,0,0,0,6,Matches
Marco Brescianini,Frosinone,ITA,MF,0,28,13,13,12,3,9,17,36,16,22,5,11,38,37,Matches
Luca Mazzitelli,Frosinone,ITA,MF,0,45,25,15,24,6,26,16,53.1,23,23,7,24,64,62,Matches
Walid Cheddira,Frosinone,MAR,FW,0,12,7,1,8,3,4,5,50,4,6,1,5,17,10,Matches
Pol Lirola,Frosinone,ESP,DF,1,30,21,14,15,1,17,11,48.6,18,12,1,24,49,41,Matches
Ilario Monterisi,Frosinone,ITA,DF,0,23,17,14,7,2,12,4,46.2,14,22,18,10,31,63,Matches
Francesco Gelli,Frosinone,ITA,"MF,DF",1,19,14,8,4,7,10,16,41.7,14,19,3,11,30,27,Matches
Anthony Oyono,Frosinone,GAB,DF,0,37,32,21,14,2,23,14,67.6,11,17,3,12,46,32,Matches
Riccardo Marchizza,Frosinone,ITA,DF,0,7,7,4,3,0,3,8,23.1,10,10,2,9,14,33,Matches
Nadir Zortea,Frosinone,ITA,DF,1,21,14,8,13,0,10,8,45.5,12,13,5,4,25,29,Matches
Emanuele Valeri,Frosinone,ITA,DF,0,19,16,10,5,4,10,11,47.6,11,14,3,9,28,22,Matches
Abdou Harroui,Frosinone,NED,"MF,FW",0,23,13,11,11,1,8,16,50,8,19,3,6,28,8,Matches
Reinier,Frosinone,BRA,"MF,FW",0,21,11,6,12,3,5,20,29.4,12,24,4,10,31,5,Matches
Michele Cerofolini,Frosinone,ITA,GK,1,0,0,0,0,0,0,0,,0,0,0,0,0,5,Matches
Kaio Jorge,Frosinone,BRA,FW,0,6,4,0,1,5,3,6,75,1,6,0,2,7,0,Matches
Luca Garritano,Frosinone,ITA,"MF,DF",1,10,7,7,2,1,5,13,33.3,10,13,0,4,14,8,Matches
Arijon Ibrahimović,Frosinone,GER,"FW,DF",0,7,7,4,2,1,1,4,11.1,8,4,0,2,8,3,Matches
Jaime Báez,Frosinone,URU,"FW,MF",0,4,2,0,2,2,0,5,0,7,5,0,4,8,1,Matches
Marvin Cuni,Frosinone,ALB,FW,0,8,3,1,3,4,3,9,75,1,10,1,1,9,0,Matches
Giuseppe Caso,Frosinone,ITA,"FW,MF",0,4,6,2,0,2,2,0,66.7,1,0,0,1,4,0,Matches
Mateus Lusuardi,Frosinone,BRA,DF,0,2,4,1,1,0,1,2,33.3,2,4,2,5,6,8,Matches
Mehdi Bourabia,Frosinone,MAR,MF,0,5,5,1,4,0,2,3,50,2,3,0,2,5,4,Matches
Kevin Bonifazi,Frosinone,ITA,DF,0,5,3,2,3,0,2,1,66.7,1,1,0,3,8,9,Matches
Demba Seck,Frosinone,SEN,"FW,MF",0,7,4,2,3,2,4,3,80,1,3,0,1,8,1,Matches
Giorgi Kvernadze,Frosinone,GEO,"FW,DF",0,3,0,2,0,1,2,1,100,0,1,0,2,4,0,Matches
Farés Ghedjemis,Frosinone,FRA,"FW,MF",0,2,0,1,0,1,0,2,0,2,2,0,1,3,2,Matches
Gennaro Borrelli,Frosinone,ITA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Karlo Lulić,Frosinone,CRO,MF,0,0,0,0,0,0,0,1,,0,1,0,1,1,0,Matches
Luigi Canotto,Frosinone,ITA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Przemysław Szymiński,Frosinone,POL,MF,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,Matches
Rubén Alcaraz,Cádiz,ESP,MF,2,97,59,39,52,6,50,46,41.3,71,60,14,33,130,55,Matches
Jeremías Ledesma,Cádiz,ARG,GK,3,1,1,1,0,0,1,0,25,3,0,0,0,1,15,Matches
Chris Ramos,Cádiz,ESP,"FW,MF",0,28,15,9,15,4,8,16,29.6,19,23,7,9,37,44,Matches
Isaac Carcelen,Cádiz,ESP,DF,2,50,31,30,15,5,25,17,55.6,20,24,7,27,77,87,Matches
Fali,Cádiz,ESP,DF,0,41,26,29,11,1,21,14,58.3,15,38,24,27,68,120,Matches
Javi Hernández ,Cádiz,ESP,DF,1,43,24,26,12,5,25,25,54.3,21,34,9,19,62,72,Matches
Roberto Navarro,Cádiz,ESP,"MF,FW",1,46,29,20,21,5,22,33,51.2,21,33,0,19,65,7,Matches
Víctor Chust,Cádiz,ESP,DF,1,29,18,23,5,1,18,6,56.3,14,27,21,11,40,92,Matches
Gonzalo Escalante,Cádiz,ARG,MF,2,39,24,16,14,9,20,18,36.4,35,23,5,26,65,33,Matches
Iván Alejo,Cádiz,ESP,MF,0,40,23,23,11,6,17,20,29.8,40,20,0,7,47,17,Matches
Rubén Sobrino,Cádiz,ESP,"MF,FW",0,52,28,18,26,8,22,24,43.1,29,26,2,16,68,18,Matches
Lucas,Cádiz,BRA,DF,0,47,28,32,11,4,32,23,58.2,23,27,4,17,64,45,Matches
Roger Martí,Cádiz,ESP,FW,0,12,6,1,9,2,2,15,28.6,5,16,1,7,19,4,Matches
Álex Fernández,Cádiz,ESP,MF,0,19,9,10,9,0,11,12,50,11,17,5,15,34,30,Matches
Maxi Gómez,Cádiz,URU,FW,0,6,4,2,3,1,3,5,60,2,8,3,3,9,3,Matches
Juanmi,Cádiz,ESP,FW,0,9,4,2,7,0,2,6,22.2,7,6,0,6,15,3,Matches
Rominigue Kouamé,Cádiz,MLI,MF,1,14,9,6,7,1,7,8,46.7,8,10,2,13,27,10,Matches
Joseba Zaldúa,Cádiz,ESP,DF,0,20,13,17,2,1,13,2,61.9,8,6,4,5,22,20,Matches
Darwin Machís,Cádiz,VEN,MF,0,23,14,7,9,7,13,7,54.2,11,8,1,4,27,2,Matches
Jorge Meré,Cádiz,ESP,DF,0,8,7,6,2,0,4,2,57.1,3,5,3,11,16,33,Matches
Luis Hernández,Cádiz,ESP,DF,0,7,3,4,3,0,4,1,50,4,3,2,8,15,25,Matches
Sergi Guardiola,Cádiz,ESP,"FW,MF",0,10,8,2,6,2,4,10,44.4,5,10,0,0,10,4,Matches
Aiham Ousou,Cádiz,SYR,DF,0,8,5,6,2,0,5,1,100,0,1,0,7,15,15,Matches
David Gil,Cádiz,ESP,GK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Matches
Brian Ocampo,Cádiz,URU,"MF,FW",0,4,4,1,3,0,2,4,40,3,4,0,3,7,0,Matches
Mamadou Mbaye,Cádiz,SEN,DF,0,6,3,3,3,0,2,3,40,3,10,7,6,11,26,Matches
Fede San Emeterio,Cádiz,ESP,MF,0,3,6,2,1,0,1,1,25,3,3,2,3,5,1,Matches
Álvaro Negredo,Cádiz,ESP,"FW,MF",0,0,1,0,0,0,0,1,,0,1,0,1,1,0,Matches
Diadie Samassékou,Cádiz,MLI,MF,0,5,3,2,2,1,5,0,83.3,1,0,0,3,8,1,Matches
José Mari,Cádiz,ESP,"MF,FW",0,2,1,0,2,0,1,0,50,1,0,0,2,2,0,Matches
Victor Wehbi,Cádiz,BRA,GK,,,0,,,,,,,,,,0,0,,Matches
Moussa Diakité,Cádiz,MLI,MF,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,Matches
Karl Etta,Cádiz,CMR,FW,0,1,1,0,1,0,0,0,,0,0,0,0,1,0,Matches
Milutin Osmajić,Cádiz,MNE,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Borja Vázquez,Cádiz,ESP,FW,0,1,0,1,0,0,1,0,100,0,0,0,0,1,1,Matches
Alexandre Oukidja,Metz,ALG,GK,3,2,1,2,0,0,1,1,50,1,1,0,3,5,24,Matches
Danley Jean-Jacques,Metz,HAI,MF,0,54,29,24,21,9,19,41,33.9,37,48,7,44,98,44,Matches
Matthieu Udol,Metz,FRA,DF,0,55,37,38,12,5,38,46,67.9,18,62,16,50,105,108,Matches
Ismaël Traoré,Metz,CIV,DF,0,19,13,13,6,0,8,13,38.1,13,33,20,33,49,86,Matches
Lamine Camara,Metz,SEN,MF,0,62,42,26,30,6,24,33,49,25,35,2,28,90,34,Matches
Maxime Colin,Metz,FRA,DF,0,39,23,25,7,7,16,15,55.2,13,22,7,21,59,71,Matches
Kévin Van Den Kerkhof,Metz,ALG,"FW,MF",1,31,24,11,13,7,13,13,40.6,19,15,2,11,42,32,Matches
Fali Candé,Metz,GNB,DF,1,40,19,31,9,0,20,13,57.1,15,41,28,20,60,107,Matches
Georges Mikautadze,Metz,GEO,FW,0,4,3,1,2,1,0,11,0,9,11,0,8,12,3,Matches
Christophe Hérelle,Metz,MTQ,DF,2,32,16,24,7,1,13,7,56.5,10,16,9,19,50,68,Matches
Kévin N'Doram,Metz,FRA,MF,0,31,23,20,9,2,17,9,44.7,21,17,8,30,58,38,Matches
Cheikh Tidiane Sabaly,Metz,SEN,"FW,MF",0,40,20,23,12,5,16,17,40,24,19,2,12,50,14,Matches
Arthur Atta,Metz,FRA,"MF,FW",0,18,16,8,7,3,8,10,42.1,11,13,3,10,28,23,Matches
Koffi Kouao,Metz,CIV,DF,1,20,15,12,7,1,11,3,64.7,6,9,6,14,33,38,Matches
Sadibou Sané,Metz,SEN,DF,0,19,13,16,2,1,6,5,85.7,1,14,9,9,27,64,Matches
Ablie Jallow,Metz,GAM,"MF,FW",0,8,5,2,3,3,3,4,60,2,4,0,8,16,3,Matches
