Player Name,Club Name,Touches,Position,Miscontrols,Receiving,Touches,TouchesInDefensivePenaltyArea,TouchesInDefensive1/3rd,TouchesInMid1/3rd,TouchesInAtt1/3rd,TouchesInAttackingPenaltyArea,TakeOnsAttempted,SucessfulTakeOns,SucessfulTakeOns%,TimesTackledByADefDuringTakeOn,TimesTackledByADefDuringTakeOn%,NumberOfCarries,DistanceTravelledInCarries(Yards),DistanceTravelledInCarries(Yards)TowardsOpponentGoal,CarriesThatReachesCloseToOpponentGoal(DistTravelled>10Yards),CarriesInFinalThird,CarriesInPenaltyArea,PassesRecieved,DisPossesed,ProgressivePassesRecieved
Anwar El Ghazi,Mainz 05,30,"MF,DF",3,0.6,30,0,2,11,18,3,4,2,50,2,50,22,150,85,2,2,0,0,26,5
Marcus Müller,Mainz 05,8,MF,0,0.2,8,0,0,1,7,3,0,0,,0,,0,0,0,0,0,0,0,5,0
David Mamutovic,Mainz 05,12,"FW,DF",0,0.1,12,0,2,7,3,0,0,0,,0,,7,19,5,0,0,0,0,9,0
Julian Weigl,Gladbach,1779,MF,17,34.8,1781,95,582,1038,180,11,24,14,58.3,6,25,932,3694,1713,14,16,1,9,1102,14
Nico Elvedi,Gladbach,1999,DF,7,30.5,1999,289,1047,881,79,25,9,6,66.7,1,11.1,1184,6532,3837,37,19,0,4,1270,6
Moritz Nicolas,Gladbach,1119,GK,0,30.3,1119,939,1115,4,0,0,0,0,,0,,739,3712,2118,0,0,0,0,591,0
Luca Netz,Gladbach,1498,DF,34,29,1498,86,486,611,416,41,48,23,47.9,21,43.8,761,3141,1564,46,33,9,28,843,99
Franck Honorat,Gladbach,1413,"DF,FW",26,28.9,1413,28,249,501,680,66,54,21,38.9,27,50,775,4677,2675,97,60,26,18,881,242
Joe Scally,Gladbach,1581,DF,22,28.3,1581,111,612,707,273,20,33,11,33.3,20,60.6,911,4302,1921,39,33,6,21,997,75
Rocco Reitz,Gladbach,1377,MF,40,26.1,1377,54,380,758,259,46,52,20,38.5,25,48.1,788,3375,1648,41,29,12,30,870,58
Maximilian Wöber,Gladbach,1798,DF,6,24.8,1798,232,906,757,146,25,4,2,50,2,50,975,5004,2743,32,19,2,2,1066,23
Alassane Pléa,Gladbach,971,"FW,MF",34,23.8,972,6,71,472,446,90,53,21,39.6,26,49.1,635,3074,1633,56,44,21,33,766,157
Marvin Friedrich,Gladbach,1089,DF,10,19.5,1089,158,670,375,47,17,3,2,66.7,1,33.3,652,2780,1267,2,7,1,1,725,4
Ko Itakura,Gladbach,1110,"DF,MF",7,19.2,1110,142,522,523,74,29,7,5,71.4,2,28.6,628,3177,1766,14,11,1,5,715,7
Manu Koné,Gladbach,925,MF,41,19,925,23,181,525,238,31,69,37,53.6,26,37.7,579,3369,1764,42,33,6,41,643,56
Nathan N'Goumou,Gladbach,652,"FW,MF",32,17.9,652,19,102,253,306,68,58,20,34.5,32,55.2,403,2906,1385,52,38,25,14,460,150
Jordan Pefok,Gladbach,470,FW,43,17.5,470,35,56,273,144,64,13,3,23.1,9,69.2,253,934,285,5,4,2,30,337,73
Robin Hack,Gladbach,753,"FW,MF",49,17.4,753,11,116,337,311,65,60,26,43.3,31,51.7,468,2855,1378,50,39,20,36,551,103
Florian Neuhaus,Gladbach,695,MF,13,15.7,696,15,123,409,175,36,21,11,52.4,8,38.1,428,2227,1211,30,20,5,16,518,43
Tomáš Čvančara,Gladbach,329,FW,28,11.7,331,8,26,169,140,45,16,5,31.3,10,62.5,188,792,314,12,7,7,11,266,47
Stefan Lainer,Gladbach,581,"DF,MF",10,8.4,581,36,195,263,127,13,8,2,25,6,75,295,1315,606,15,14,3,4,352,31
Jonas Omlin,Gladbach,300,GK,0,8,300,239,299,1,0,0,2,2,100,0,0,196,983,536,0,0,0,0,155,0
Christoph Kramer,Gladbach,227,MF,3,3.9,227,6,58,109,60,8,10,4,40,5,50,128,575,280,10,3,4,4,140,8
Fabio Chiarodia,Gladbach,108,DF,0,3.4,108,18,73,31,5,0,0,0,,0,,64,330,148,0,0,0,1,70,1
Patrick Herrmann,Gladbach,58,"FW,DF",1,1,58,2,5,22,32,9,1,0,0,0,0,27,148,92,3,4,1,1,34,8
Grant Ranos,Gladbach,36,"MF,FW",2,0.7,36,0,1,15,20,4,3,1,33.3,2,66.7,20,82,14,0,1,0,5,23,4
Lukas Ullrich,Gladbach,29,"DF,FW",2,0.5,29,1,7,9,13,0,1,0,0,1,100,20,79,17,0,1,0,3,21,6
Tony Jantschke,Gladbach,22,"DF,MF",0,0.5,22,5,15,7,0,0,0,0,,0,,8,17,4,0,0,0,0,9,0
Shiō Fukuda,Gladbach,15,"FW,MF",1,0.4,15,0,2,4,9,5,1,1,100,0,0,8,41,4,0,0,0,3,9,2
Yvandro Borges Sanches,Gladbach,14,"MF,FW",1,0.2,14,1,1,4,9,2,0,0,,0,,12,36,17,1,0,1,0,13,0
Lorenzo Montipò,Hellas Verona,1385,GK,2,38,1385,1055,1375,9,1,1,0,0,,0,,689,3602,1933,0,0,0,0,599,0
Michael Folorunsho,Hellas Verona,1200,"MF,FW",62,30.9,1200,63,233,606,384,57,70,22,31.4,42,60,662,3947,1714,56,41,8,38,730,110
Giangiacomo Magnani,Hellas Verona,1285,DF,16,29,1285,172,640,602,48,13,13,8,61.5,2,15.4,660,3337,1725,15,13,3,3,673,10
Ondrej Duda,Hellas Verona,1472,MF,49,27.5,1473,52,271,898,331,19,38,21,55.3,13,34.2,776,4107,1556,34,29,6,24,804,47
Paweł Dawidowicz,Hellas Verona,1425,DF,13,24.8,1425,187,749,642,42,14,5,4,80,1,20,749,3833,1819,11,8,0,5,787,5
Tomáš Suslov,Hellas Verona,844,"MF,FW",57,24,845,10,103,412,356,36,74,38,51.4,28,37.8,506,3572,1525,46,44,13,34,510,74
Darko Lazović,Hellas Verona,833,"FW,MF",22,22.3,834,22,133,345,363,63,27,5,18.5,19,70.4,443,2469,1210,43,21,14,16,525,139
Jackson Tchatchoua,Hellas Verona,956,DF,9,20.2,956,64,306,462,197,8,15,6,40,8,53.3,410,2302,1185,34,24,5,5,416,66
Diego Coppola,Hellas Verona,959,DF,8,20.2,959,104,530,408,26,21,1,0,0,1,100,437,1940,806,1,2,0,3,467,0
Suat Serdar,Hellas Verona,813,MF,21,19.2,813,42,179,486,158,22,34,18,52.9,14,41.2,390,1972,786,20,15,3,13,412,36
Cyril Ngonge,Hellas Verona,567,"FW,MF",53,16.9,567,14,49,226,306,56,66,29,43.9,33,50,350,2467,1197,53,29,19,19,405,117
Juan David Cabal,Hellas Verona,1005,DF,22,16.6,1005,61,314,506,202,16,24,12,50,9,37.5,412,1922,1152,26,17,1,11,467,48
Filippo Terracciano,Hellas Verona,860,DF,18,15.3,860,36,271,426,172,8,31,13,41.9,10,32.3,464,2728,1352,26,21,1,19,460,28
Tijjani Noslin,Hellas Verona,526,"FW,MF",52,14.9,526,23,53,198,282,54,25,8,32,16,64,292,1525,721,29,22,13,13,364,94
Milan Đurić,Hellas Verona,418,FW,22,14.4,421,14,41,227,153,46,3,2,66.7,1,33.3,183,529,151,3,6,1,8,352,33
Martin Hongla,Hellas Verona,570,MF,8,13.8,570,36,147,369,60,1,12,9,75,3,25,317,1758,780,6,9,1,6,316,6
Federico Bonazzoli,Hellas Verona,410,"FW,MF",27,11.3,410,2,20,216,178,41,12,6,50,5,41.7,262,1299,371,13,10,3,12,317,73
Isak Hien,Hellas Verona,505,DF,7,10.6,505,65,274,227,14,6,7,2,28.6,4,57.1,251,1373,682,8,3,0,8,246,1
Josh Doig,Hellas Verona,426,DF,16,10.3,426,21,125,201,106,13,21,10,47.6,9,42.9,216,1407,637,23,16,3,5,237,22
Bruno Amione,Hellas Verona,344,DF,8,7.6,344,22,176,157,15,7,2,1,50,1,50,190,918,402,2,3,0,1,188,2
Fabien Centonze,Hellas Verona,411,DF,11,7.5,411,14,119,176,119,6,23,11,47.8,12,52.2,154,831,400,16,5,2,1,179,21
Davide Faraoni,Hellas Verona,386,DF,14,6.7,386,20,94,194,102,12,7,3,42.9,4,57.1,190,782,400,13,8,1,2,211,31
Karol Świderski,Hellas Verona,200,"FW,MF",14,5.6,200,6,25,89,88,22,11,3,27.3,7,63.6,107,364,126,3,3,2,8,124,19
Jordi Mboula,Hellas Verona,98,"FW,MF",8,5.4,98,2,10,39,49,11,5,2,40,2,40,66,581,225,10,2,5,7,72,22
Daniel Bandeira,Hellas Verona,276,MF,4,5,276,12,47,164,67,2,4,3,75,0,0,124,718,392,9,4,1,6,160,8
Stefan Mitrović,Hellas Verona,164,"FW,MF",13,4.3,164,1,11,89,69,10,14,6,42.9,6,42.9,101,810,383,13,8,2,4,107,24
Riccardo Saponara,Hellas Verona,164,"FW,MF",15,4.3,164,4,21,80,65,11,9,4,44.4,4,44.4,115,753,346,12,9,3,3,120,32
Thomas Henry,Hellas Verona,114,FW,13,3.7,115,5,11,53,54,17,5,1,20,4,80,63,258,43,2,2,1,2,93,20
Rúben Vinagre,Hellas Verona,160,"DF,FW",8,3.1,160,6,44,68,52,2,5,3,60,1,20,87,624,235,6,5,1,7,87,13
Simone Perilli,Hellas Verona,45,GK,0,2,45,32,44,1,0,0,0,0,,0,,23,110,58,0,0,0,0,19,0
Juan Cruz,Hellas Verona,36,"FW,MF",2,1.9,36,0,2,16,20,2,2,1,50,1,50,18,119,55,3,2,0,0,27,4
Reda Belahyane,Hellas Verona,35,MF,1,1,35,2,10,20,6,0,0,0,,0,,20,92,27,1,1,0,1,22,2
Elayis Tavsan,Hellas Verona,14,"MF,FW",0,0.6,14,0,3,3,8,1,1,1,100,0,0,10,82,46,2,1,1,0,10,1
Charlys,Hellas Verona,8,MF,0,0.4,8,0,2,4,2,0,1,0,0,1,100,6,20,5,0,0,0,0,5,0
Alphadjo Cissè,Hellas Verona,1,FW,0,0.1,1,0,0,1,0,0,0,0,,0,,1,1,0,0,0,0,0,1,0
Yayah Kallon,Hellas Verona,3,FW,0,0,3,0,1,1,1,0,0,0,,0,,0,0,0,0,0,0,0,2,0
Nicola Patanè,Hellas Verona,,MF,,0,,,,,,,,,,,,,,,,,,,,
Florian Lejeune,Rayo Vallecano,2386,DF,13,37.1,2386,341,1317,953,131,36,5,4,80,0,0,1250,5730,2951,15,6,0,4,1494,4
Stole Dimitrievski,Rayo Vallecano,1271,GK,0,37,1271,1053,1259,12,0,0,1,1,100,0,0,637,3664,2248,0,0,0,0,510,0
Isaac Palazón Camacho,Rayo Vallecano,1636,"MF,FW",93,32.4,1638,43,232,725,705,55,87,35,40.2,45,51.7,875,4561,1717,40,54,7,65,1087,152
Óscar Valentín,Rayo Vallecano,1583,MF,33,32.2,1583,85,401,1032,162,18,13,7,53.8,4,30.8,709,3889,1937,24,24,1,10,867,11
Iván Balliu,Rayo Vallecano,1736,DF,28,31.9,1736,83,477,797,471,33,20,7,35,10,50,708,3600,1825,50,29,5,11,876,100
Alfonso Espino,Rayo Vallecano,1740,DF,42,29.4,1740,82,607,801,360,27,50,24,48,25,50,725,3497,1887,41,26,10,18,887,89
Álvaro García,Rayo Vallecano,1102,"FW,MF",54,27.8,1102,33,196,354,567,101,25,10,40,14,56,547,2790,1229,56,21,22,11,696,252
Unai López,Rayo Vallecano,1675,MF,26,25.8,1675,35,340,980,371,16,39,22,56.4,17,43.6,886,4167,1964,32,24,2,23,1128,59
Abdul Mumin,Rayo Vallecano,956,DF,7,21.2,956,127,578,359,25,8,4,2,50,1,25,492,2318,989,6,2,0,3,558,4
Aridane Hernández,Rayo Vallecano,959,DF,8,20.8,959,155,586,358,18,10,3,1,33.3,0,0,438,1991,843,0,2,0,0,538,0
Jorge de Frutos,Rayo Vallecano,668,"FW,MF",33,20.7,668,17,97,258,333,49,49,15,30.6,25,51,380,2508,1383,42,29,12,15,450,144
Sergio Camello,Rayo Vallecano,580,FW,53,19.6,580,18,47,278,265,62,49,16,32.7,31,63.3,327,1613,637,22,20,10,26,421,79
Pathé Ciss,Rayo Vallecano,1126,MF,19,18.8,1126,67,330,672,133,26,21,17,81,3,14.3,562,2643,1188,14,9,2,18,652,22
Pep Chavarría,Rayo Vallecano,941,"DF,MF",25,17.1,941,32,257,398,292,14,28,11,39.3,10,35.7,492,2754,1338,28,32,4,7,593,84
Raúl de Tomás,Rayo Vallecano,438,FW,44,16.7,439,12,33,226,183,58,44,20,45.5,19,43.2,266,1200,372,11,5,4,27,348,73
Óscar Trejo,Rayo Vallecano,1016,"FW,MF",45,15.6,1016,15,76,546,411,51,85,33,38.8,43,50.6,545,2643,1054,28,24,10,60,778,81
Andrei Ratiu,Rayo Vallecano,392,"DF,MF",14,11.3,392,22,121,157,116,18,29,13,44.8,14,48.3,178,1299,729,28,19,8,7,219,25
Kike Pérez,Rayo Vallecano,510,"MF,FW",30,10.6,510,14,76,285,155,15,33,9,27.3,19,57.6,296,1798,879,17,10,3,16,346,42
Randy Nteka,Rayo Vallecano,283,"FW,MF",18,9.3,284,13,34,122,131,36,17,7,41.2,8,47.1,156,784,404,12,7,6,20,199,35
Radamel Falcao,Rayo Vallecano,168,"FW,DF",13,6.2,169,4,13,67,91,23,8,3,37.5,4,50,97,429,171,7,4,5,12,132,23
Crespo,Rayo Vallecano,367,MF,22,5.9,367,21,80,217,74,6,20,13,65,5,25,205,1106,554,13,8,0,15,246,20
Cárdenas,Rayo Vallecano,41,GK,0,5.3,41,32,41,0,0,0,0,0,,0,,24,139,79,0,0,0,0,24,0
Martín Pascual,Rayo Vallecano,,DF,,4.2,,,,,,,,,,,,,,,,,,,,
Bebé,Rayo Vallecano,144,"MF,FW",10,4.1,145,2,8,55,88,7,22,12,54.5,9,40.9,85,848,390,17,10,5,3,97,24
Diego Méndez,Rayo Vallecano,3,MF,0,1.7,3,0,1,2,0,0,0,0,,0,,1,12,10,1,0,0,0,0,0
José Pozo,Rayo Vallecano,16,MF,4,1.5,16,0,2,9,5,0,0,0,,0,,11,47,19,0,1,0,0,12,2
Salvi,Rayo Vallecano,14,MF,0,0.3,14,0,1,9,4,0,1,1,100,0,0,14,102,47,2,2,0,2,13,2
Wladimiro Falcone,Lecce,1250,GK,1,39,1250,1113,1246,4,0,0,0,0,,0,,708,4067,2547,0,1,1,0,568,0
Federico Baschirotto,Lecce,2092,DF,12,38.1,2092,322,1171,876,53,24,0,0,,0,,1138,6160,3312,28,9,0,4,1290,3
Marin Pongračić,Lecce,2191,DF,15,37.3,2191,322,1143,1018,60,23,23,15,65.2,4,17.4,1324,10044,5792,45,18,1,3,1324,7
Ylber Ramadani,Lecce,1588,MF,35,35,1588,75,434,957,232,6,40,23,57.5,14,35,843,4599,1919,36,31,0,25,888,14
Valentin Gendrey,Lecce,1728,DF,38,34.8,1728,123,586,808,353,45,34,16,47.1,11,32.4,807,4816,2894,76,32,6,20,849,86
Antonino Gallo,Lecce,1656,DF,27,28.8,1656,84,567,719,395,22,42,19,45.2,20,47.6,804,4815,2858,69,53,12,13,848,101
Nikola Krstović,Lecce,861,FW,102,26.4,864,30,60,429,386,127,61,29,47.5,26,42.6,485,2134,849,32,21,17,39,641,126
Pontus Almqvist,Lecce,779,"FW,MF",59,24.6,779,11,105,332,360,80,93,37,39.8,43,46.2,505,4048,1930,72,47,35,39,558,137
Remi Oudin,Lecce,984,"MF,FW",21,20.9,984,31,148,470,377,28,11,4,36.4,7,63.6,466,2097,902,19,21,3,20,544,82
Alexis Blin,Lecce,947,MF,5,18.4,947,53,260,581,112,16,10,5,50,5,50,496,2053,971,7,8,0,11,547,11
Patrick Dorgu,Lecce,949,"DF,MF",41,18.2,949,57,263,431,265,32,38,15,39.5,16,42.1,535,2892,1460,37,34,4,20,567,86
Roberto Piccoli,Lecce,477,FW,49,16.3,478,15,57,206,224,77,34,13,38.2,19,55.9,265,1364,598,25,12,14,31,330,72
Lameck Banda,Lecce,602,FW,57,16.1,602,2,75,231,315,61,99,42,42.4,50,50.5,414,3556,1752,70,34,34,29,404,136
Joan Gonzàlez,Lecce,607,MF,26,15.3,607,17,127,334,158,19,31,19,61.3,9,29,335,1832,886,25,22,4,11,378,41
Mohamed Kaba,Lecce,609,MF,39,15.3,609,18,114,345,162,22,26,14,53.8,8,30.8,327,1760,755,14,13,3,21,372,32
Hamza Rafia,Lecce,687,MF,29,14.2,687,16,109,386,198,12,30,12,40,14,46.7,399,1621,609,15,12,3,22,451,37
Gabriel Strefezza,Lecce,560,FW,24,14.1,561,11,61,235,278,21,35,15,42.9,15,42.9,368,2360,1136,34,37,4,24,385,81
Nicola Sansone,Lecce,372,"FW,MF",7,9.2,372,4,48,170,159,26,24,11,45.8,11,45.8,220,1519,683,15,10,6,18,261,75
Lorenzo Venuti,Lecce,247,DF,1,5,247,18,80,132,38,2,3,2,66.7,0,0,123,630,344,7,6,1,0,144,15
Ahmed Touba,Lecce,176,DF,1,4.1,176,35,106,67,5,1,0,0,,0,,81,409,217,0,2,0,0,84,1
Medon Berisha,Lecce,111,"FW,MF",2,3.3,111,3,23,72,19,3,5,1,20,2,40,71,374,123,3,2,0,2,86,3
Santiago Pierotti,Lecce,110,"MF,FW",10,2.2,110,0,7,56,50,13,11,7,63.6,4,36.4,64,322,91,4,3,4,5,74,20
Federico Brancolini,Lecce,,GK,,1,,,,,,,,,,,,,,,,,,,,
Federico Di Francesco,Lecce,15,"FW,MF",0,0.4,15,0,2,8,5,3,1,0,0,1,100,9,65,18,1,0,0,0,9,3
Jeppe Corfitzen,Lecce,6,FW,1,0.3,6,0,0,3,3,0,0,0,,0,,4,28,18,1,1,0,0,4,0
Rareș-Cătălin Burnete,Lecce,4,FW,2,0.2,4,0,0,2,2,1,0,0,,0,,2,6,0,0,0,0,0,3,2
Marcin Listkowski,Lecce,5,FW,1,0.1,5,0,1,3,1,0,0,0,,0,,4,15,4,0,0,0,0,4,0
Walace,Udinese,1823,MF,56,37,1823,131,591,1051,206,9,39,16,41,19,48.7,968,5273,2521,37,30,1,27,994,22
Nehuén Pérez,Udinese,1990,DF,18,36,1990,249,946,939,133,29,15,9,60,5,33.3,998,4824,2854,28,21,1,6,1061,24
Lorenzo Lucca,Udinese,772,FW,85,30,772,41,91,377,313,93,33,12,36.4,20,60.6,436,1829,459,10,16,5,48,598,118
Lazar Samardzic,Udinese,1283,MF,53,26.4,1284,39,216,616,487,32,101,47,46.5,49,48.5,656,4109,2253,65,39,8,20,735,91
Hassane Kamara,Udinese,1112,DF,34,25.7,1112,57,339,410,383,30,54,30,55.6,22,40.7,555,3417,1726,61,36,9,19,578,93
Jaka Bijol,Udinese,1099,DF,3,24.2,1099,212,669,395,38,29,0,0,,0,,528,2641,1564,5,2,0,4,560,1
Sandi Lovrić,Udinese,939,MF,30,23.8,939,31,169,444,347,35,32,17,53.1,14,43.8,521,3157,1735,52,35,10,20,546,80
Thomas Kristensen,Udinese,1124,DF,17,23.3,1124,164,583,499,57,22,10,10,100,0,0,474,2640,1233,20,10,1,5,536,3
Maduka Okoye,Udinese,491,GK,1,22.3,491,448,489,2,0,0,0,0,,0,,203,1318,754,0,0,0,0,134,0
João Ferreira,Udinese,1107,DF,22,21.8,1107,122,501,475,146,11,33,18,54.5,12,36.4,515,2764,1488,19,21,4,8,533,45
Florian Thauvin,Udinese,773,FW,57,20.7,774,4,70,343,385,82,90,35,38.9,46,51.1,489,3738,1928,71,53,30,36,541,97
Roberto Pereyra,Udinese,805,"FW,MF",46,20.6,806,36,182,387,253,41,40,16,40,22,55,486,3084,1350,39,21,8,27,531,82
Martín Payero,Udinese,828,MF,45,20,828,28,172,434,255,24,65,24,36.9,33,50.8,447,3190,1783,47,35,3,19,463,64
Festy Ebosele,Udinese,706,DF,56,19.6,706,35,166,245,314,46,108,49,45.4,37,34.3,406,3692,1887,67,45,30,34,405,98
Marco Silvestri,Udinese,488,GK,0,18,488,442,488,0,0,0,0,0,,0,,250,1212,801,0,0,0,0,183,0
Jordan Zemura,Udinese,473,DF,27,12.9,473,19,112,197,172,25,22,13,59.1,8,36.4,264,1678,810,23,16,9,14,273,52
Kingsley Ehizibue,Udinese,413,DF,17,10.6,413,43,132,146,139,28,21,11,52.4,6,28.6,200,1268,596,18,10,7,10,198,44
Christian Kabasele,Udinese,427,DF,5,10.6,427,92,225,181,22,9,1,0,0,1,100,198,1097,558,7,3,0,0,216,1
Isaac Success,Udinese,331,"FW,MF",36,9.8,332,14,28,159,151,28,40,20,50,14,35,237,1296,409,15,12,5,27,288,51
Lautaro Gianetti,Udinese,383,DF,2,7,383,72,227,147,9,5,1,1,100,0,0,195,720,262,2,1,0,0,215,0
Oier Zarraga,Udinese,166,MF,7,6.8,166,15,57,75,34,5,2,1,50,1,50,70,339,197,5,4,2,3,90,10
Brenner,Udinese,88,"MF,FW",9,2.1,88,0,10,34,47,7,6,2,33.3,3,50,47,290,158,6,4,1,2,53,10
Keinan Davis,Udinese,76,"FW,MF",9,2.1,76,3,8,20,50,9,5,3,60,1,20,41,334,74,2,1,3,3,61,15
Axel Guessand,Udinese,33,DF,3,1.8,33,1,10,22,1,1,0,0,,0,,21,108,63,1,0,0,0,25,1
Beto,Udinese,17,FW,3,1.6,17,0,0,7,10,1,3,2,66.7,1,33.3,15,51,18,0,0,0,0,14,5
Marley Aké,Udinese,1,FW,1,1.5,1,0,1,0,0,0,0,0,,0,,1,0,0,0,0,0,0,1,0
Adam Masina,Udinese,48,DF,2,1.4,48,7,27,14,7,0,0,0,,0,,20,55,8,0,0,0,1,20,3
Antonio Tikvić,Udinese,0,DF,0,1.3,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0
Etienne Camara,Udinese,,MF,,1,,,,,,,,,,,,,,,,,,,,
Domingos Quina,Udinese,2,MF,0,0.8,2,0,1,1,0,0,0,0,,0,,1,2,0,0,0,0,0,0,0
Simone Pafundi,Udinese,9,MF,0,0.7,9,0,3,4,2,0,0,0,,0,,4,19,2,0,0,0,0,4,1
David Pejičić,Udinese,,MF,,0.4,,,,,,,,,,,,,,,,,,,,
Sekou Diawara,Udinese,,FW,,0.4,,,,,,,,,,,,,,,,,,,,
Samuel John Nwachukwu,Udinese,,DF,,0.3,,,,,,,,,,,,,,,,,,,,
Vivaldo Semedo,Udinese,3,FW,1,0.1,3,0,0,2,1,1,0,0,,0,,3,6,2,1,0,1,2,3,0
Enzo Ebosse,Udinese,17,DF,0,0.1,17,5,9,8,0,0,0,0,,0,,12,38,21,0,0,0,0,12,0
Pedro Chirivella,Nantes,1935,MF,23,30.3,1935,61,373,1260,310,26,8,5,62.5,2,25,1529,6608,2446,10,23,4,14,1440,55
Alban Lafont,Nantes,1081,GK,1,29.7,1081,914,1075,6,0,0,1,0,0,0,0,768,3646,1792,0,0,0,0,561,0
Jean-Charles Castelletto,Nantes,1560,DF,15,27.4,1560,149,659,758,150,22,14,8,57.1,6,42.9,1111,5891,2885,24,22,1,7,1004,31
Florent Mollet,Nantes,1298,"MF,FW",40,24.9,1298,27,170,628,508,58,35,13,37.1,20,57.1,939,4799,1549,27,31,9,15,867,145
Eray Cömert,Nantes,1280,DF,5,24.2,1280,204,680,581,32,9,2,1,50,1,50,910,4794,2354,7,6,0,1,825,3
Mostafa Mohamed,Nantes,670,FW,82,22.2,673,34,85,322,280,103,35,15,42.9,18,51.4,430,2709,740,23,18,10,37,456,115
Moussa Sissoko,Nantes,823,MF,23,22.1,823,47,175,452,211,19,22,10,45.5,11,50,580,3296,1644,30,25,1,8,512,59
Douglas,Nantes,1248,MF,16,21.7,1248,66,310,757,195,14,8,2,25,4,50,892,4287,1756,12,16,1,8,806,18
Moses Simon,Nantes,705,"FW,MF",60,19.9,706,6,50,233,441,117,89,47,52.8,38,42.7,571,5417,2905,146,53,55,37,561,214
Nicolas Pallois,Nantes,1005,DF,6,18.7,1005,180,521,450,42,7,12,9,75,3,25,596,3249,1623,6,6,0,3,520,2
Marcus Coco,Nantes,831,"DF,FW",26,18.3,831,49,208,401,231,14,31,12,38.7,12,38.7,539,3134,1306,28,31,1,11,483,65
Quentin Merlin,Nantes,984,DF,17,16.3,984,39,245,452,297,19,19,10,52.6,9,47.4,661,3678,1787,34,38,5,6,596,62
Jean-Kevin Duverne,Nantes,894,DF,21,15.5,894,53,324,444,133,6,15,9,60,6,40,621,3240,1644,18,28,1,8,556,23
Matthis Abline,Nantes,386,FW,50,12.8,386,9,36,153,209,65,33,19,57.6,14,42.4,294,1979,906,28,24,14,14,287,87
Nathan Zeze,Nantes,580,DF,4,12.4,580,65,298,273,9,3,0,0,,0,,399,2126,1219,1,2,0,0,369,2
Samuel Moutoussamy,Nantes,634,MF,19,12.3,634,20,144,361,134,21,12,5,41.7,6,50,446,2333,1197,20,17,2,9,393,33
Tino Kadewere,Nantes,314,"FW,MF",26,10.2,315,9,36,159,125,30,24,9,37.5,12,50,214,1179,407,15,5,6,19,215,53
Nicolas Cozza,Nantes,485,DF,10,9.9,485,24,164,214,113,11,10,2,20,4,40,263,1352,588,11,9,2,8,242,30
Kelvin Amian,Nantes,430,DF,11,8.9,430,34,130,193,107,4,7,3,42.9,4,57.1,242,1402,609,12,10,0,7,232,21
Abdoul Kader Bamba,Nantes,423,"FW,MF",17,7.3,423,8,46,177,204,26,31,10,32.3,14,45.2,346,2364,1179,41,25,13,13,327,73
Ronaël Pierre-Gabriel,Nantes,376,DF,9,6.6,376,35,153,146,82,8,8,4,50,4,50,216,1426,659,12,13,0,3,202,12
Bénie Adama Traore,Nantes,212,"FW,MF",19,6.2,212,4,19,91,110,23,25,13,52,11,44,152,1195,585,23,15,7,9,140,45
Rémy Descamps,Nantes,237,GK,0,6,237,209,237,0,0,0,0,0,,0,,132,787,511,0,0,0,0,76,0
Adson,Nantes,163,"MF,FW",4,2.6,163,0,18,81,68,10,8,5,62.5,3,37.5,137,934,451,18,9,4,4,127,19
Ignatius Ganago,Nantes,77,"FW,MF",4,2,77,1,4,24,51,10,1,0,0,1,100,64,438,109,7,2,3,3,62,26
Marquinhos,Nantes,99,"FW,MF",2,1.7,99,3,17,42,40,8,7,4,57.1,3,42.9,66,308,115,2,2,1,6,60,11
Fabien Centonze,Nantes,63,DF,0,1.3,63,2,14,31,20,1,3,0,0,3,100,43,288,131,5,4,0,0,39,5
Jaouen Hadjam,Nantes,120,DF,4,1.2,120,5,25,57,39,2,0,0,,0,,91,592,301,6,3,0,3,84,17
Stredair Appuah,Nantes,42,"FW,MF",4,0.9,42,1,7,20,15,3,6,4,66.7,2,33.3,27,188,92,3,1,1,1,26,2
Adel Mahamoud,Nantes,5,FW,1,0.3,5,0,0,3,2,0,1,1,100,0,0,3,12,4,0,0,0,0,2,1
Hugo Boutsingkham,Nantes,3,"MF,FW",0,0.3,3,1,3,0,0,0,1,0,0,1,100,1,4,0,0,0,0,0,1,0
Denis Petrić,Nantes,8,GK,0,0.3,8,7,8,0,0,0,0,0,,0,,6,38,16,0,0,0,0,4,0
Enzo Mongo,Nantes,5,DF,0,0.1,5,1,3,2,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0
Bastien Meupiyou,Nantes,7,DF,1,0.1,7,1,4,3,1,0,0,0,,0,,4,42,5,0,0,0,0,3,0
Lamine Diack,Nantes,0,MF,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0
Frederik Rønnow,Union Berlin,1617,GK,1,41,1617,1247,1599,17,3,3,0,0,,0,,917,4870,3341,0,1,1,0,797,0
Diogo Leite,Union Berlin,2362,DF,28,38,2362,291,1159,1074,148,27,15,8,53.3,7,46.7,1196,5496,3154,19,11,2,7,1362,9
Robin Gosens,Union Berlin,1729,"DF,MF",31,30.4,1729,104,455,770,508,69,17,6,35.3,9,52.9,614,2302,1180,27,20,2,9,950,133
