Player Name,Club Name,Country,Position,Age,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage
Alban Lafont,Nantes,FRA,GK,24,2,0,0,1,4,0,0,0,0,0,1,0,37,11,1,91.7
Jean-Charles Castelletto,Nantes,CMR,DF,28,5,0,0,33,18,2,20,32,26,0,2,0,138,51,32,61.4
Florent Mollet,Nantes,FRA,"MF,FW",31,4,0,0,35,24,7,160,13,11,0,0,0,112,8,14,36.4
Eray Cömert,Nantes,SUI,DF,25,6,0,0,29,27,1,4,40,31,0,2,0,99,14,27,34.1
Mostafa Mohamed,Nantes,EGY,FW,25,3,1,0,34,36,11,14,12,14,0,1,0,54,72,66,52.2
Moussa Sissoko,Nantes,FRA,MF,33,7,0,0,41,5,2,19,14,16,0,0,0,114,14,23,37.8
Douglas,Nantes,BRA,MF,26,8,0,0,51,27,0,21,29,44,0,1,0,126,8,20,28.6
Moses Simon,Nantes,NGA,"FW,MF",28,0,0,0,14,29,4,114,3,5,1,0,0,51,15,24,38.5
Nicolas Pallois,Nantes,FRA,DF,35,5,0,0,21,8,1,15,27,19,0,1,0,88,30,18,62.5
Marcus Coco,Nantes,FRA,"DF,FW",27,2,0,0,29,29,0,54,26,27,0,0,0,77,23,21,52.3
Quentin Merlin,Nantes,FRA,DF,21,0,0,0,11,12,3,80,21,21,0,0,0,88,7,10,41.2
Jean-Kevin Duverne,Nantes,HAI,DF,26,5,0,0,29,17,0,14,18,19,0,1,0,80,15,15,50
Matthis Abline,Nantes,FRA,FW,20,1,0,0,10,16,6,7,3,5,1,0,0,39,15,27,35.7
Nathan Zeze,Nantes,FRA,DF,18,1,0,0,11,7,0,1,13,6,0,0,0,36,17,12,58.6
Samuel Moutoussamy,Nantes,COD,MF,26,2,0,0,21,13,1,2,11,20,1,1,0,74,8,16,33.3
Tino Kadewere,Nantes,ZIM,"FW,MF",27,1,0,0,15,11,8,7,13,4,0,0,0,42,26,24,52
Nicolas Cozza,Nantes,FRA,DF,24,2,0,0,9,19,1,13,14,23,0,0,0,25,7,12,36.8
Kelvin Amian,Nantes,FRA,DF,25,2,0,0,13,3,0,14,7,7,0,0,0,19,6,4,60
Abdoul Kader Bamba,Nantes,FRA,"FW,MF",29,2,0,0,3,36,5,28,4,9,1,0,0,44,6,6,50
Ronaël Pierre-Gabriel,Nantes,FRA,DF,25,3,0,0,4,4,0,9,8,9,0,0,0,22,9,5,64.3
Bénie Adama Traore,Nantes,CIV,"FW,MF",20,1,1,0,10,7,1,21,1,4,0,0,0,28,1,11,8.3
Rémy Descamps,Nantes,FRA,GK,27,1,0,0,0,2,0,0,0,0,0,0,0,4,1,2,33.3
Adson,Nantes,BRA,"MF,FW",22,0,0,0,4,4,0,2,2,6,0,0,0,11,0,2,0
Ignatius Ganago,Nantes,CMR,"FW,MF",24,0,0,0,2,6,1,6,1,0,0,0,0,8,5,6,45.5
Marquinhos,Nantes,BRA,"FW,MF",20,0,0,0,7,6,1,5,6,2,1,0,0,14,2,5,28.6
Fabien Centonze,Nantes,FRA,DF,27,2,0,0,3,2,0,7,1,2,0,0,0,7,1,1,50
Jaouen Hadjam,Nantes,ALG,DF,20,0,0,0,4,1,0,12,3,4,0,0,0,14,1,0,100
Stredair Appuah,Nantes,FRA,"FW,MF",19,0,0,0,1,0,0,2,1,0,0,0,0,4,1,0,100
Adel Mahamoud,Nantes,COM,FW,20,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0
Hugo Boutsingkham,Nantes,FRA,"MF,FW",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Denis Petrić,Nantes,SRB,GK,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Enzo Mongo,Nantes,FRA,DF,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Bastien Meupiyou,Nantes,FRA,DF,17,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,
Lamine Diack,Nantes,SEN,MF,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Frederik Rønnow,Union Berlin,DEN,GK,30,2,0,0,0,5,0,0,1,1,0,0,0,51,11,1,91.7
Diogo Leite,Union Berlin,POR,DF,24,7,0,0,55,38,1,7,57,44,0,3,0,180,83,60,58
Robin Gosens,Union Berlin,GER,"DF,MF",29,11,1,1,38,26,17,78,39,47,0,1,0,125,71,46,60.7
Danilho Doekhi,Union Berlin,NED,DF,25,2,0,0,16,24,0,5,39,30,1,0,0,82,60,48,55.6
Robin Knoche,Union Berlin,GER,DF,31,2,0,0,17,13,0,4,17,26,0,1,1,162,49,45,52.1
Christopher Trimmel,Union Berlin,AUT,"FW,DF",36,3,1,0,14,5,3,186,15,20,1,1,0,83,26,21,55.3
Lucas Tousart,Union Berlin,FRA,MF,26,9,0,0,37,10,0,11,29,25,0,0,0,108,41,41,50
Josip Juranović,Union Berlin,CRO,DF,27,5,0,0,4,15,0,135,14,15,0,0,0,114,4,5,44.4
Alex Král,Union Berlin,CZE,MF,25,2,0,0,21,16,2,20,14,18,0,0,0,100,20,19,51.3
Rani Khedira,Union Berlin,GER,MF,29,7,1,0,36,15,1,6,29,26,0,1,0,92,22,21,51.2
Kevin Behrens,Union Berlin,GER,FW,32,3,0,0,25,29,14,9,8,13,0,0,0,47,102,92,52.6
Kevin Volland,Union Berlin,GER,"FW,MF",31,3,2,1,31,14,9,59,6,12,0,0,0,60,28,44,38.9
Janik Haberer,Union Berlin,GER,MF,29,8,0,0,28,23,1,18,13,28,0,0,0,111,28,22,56
Aïssa Laïdouni,Union Berlin,TUN,MF,26,3,0,0,24,38,0,31,14,17,0,0,0,102,12,14,46.2
Brenden Aaronson,Union Berlin,USA,MF,22,3,1,1,17,27,5,25,5,19,0,0,0,98,15,19,44.1
Benedict Hollerbach,Union Berlin,GER,"FW,MF",22,2,0,0,29,20,5,48,4,13,0,0,0,59,19,38,33.3
Kevin Vogt,Union Berlin,GER,DF,31,5,0,0,17,8,1,0,7,9,0,0,0,74,15,11,57.7
András Schäfer,Union Berlin,HUN,MF,24,1,1,0,22,17,2,18,20,16,0,0,0,74,22,24,47.8
Jérôme Roussillon,Union Berlin,FRA,DF,30,2,0,0,5,15,0,42,5,16,0,0,0,69,10,9,52.6
Sheraldo Becker,Union Berlin,SUR,FW,28,0,0,0,12,7,9,91,2,3,1,0,0,63,2,12,14.3
David Datro Fofana,Union Berlin,CIV,FW,20,0,0,0,15,17,6,17,0,8,0,0,0,31,18,35,34
Leonardo Bonucci,Union Berlin,ITA,DF,36,3,0,0,6,1,0,6,9,5,0,1,0,41,10,14,41.7
Yorbe Vertessen,Union Berlin,BEL,"FW,MF",22,1,0,0,8,11,1,3,1,2,0,0,0,20,4,19,17.4
Mikkel Kaufmann,Union Berlin,DEN,FW,22,0,0,0,8,10,0,6,1,4,0,0,0,19,26,34,43.3
Paul Jaeckel,Union Berlin,GER,DF,25,1,0,0,2,2,0,0,8,3,0,0,0,20,8,7,53.3
Chris Bedia,Union Berlin,CIV,"FW,MF",27,0,0,0,7,2,0,0,0,1,0,0,0,2,3,7,30
Alexander Schwolow,Union Berlin,GER,GK,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jordan Pefok,Union Berlin,USA,FW,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
Aljoscha Kemlein,Union Berlin,GER,MF,18,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0
Miloš Pantović,Union Berlin,SRB,MF,27,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,
Manuel Riemann,Bochum,GER,GK,34,5,0,0,2,6,0,4,1,1,0,2,0,81,14,3,82.4
Bernardo,Bochum,BRA,DF,28,9,0,0,55,29,2,30,55,61,0,2,0,197,145,81,64.2
Kevin Stöger,Bochum,AUT,MF,29,8,0,0,40,66,1,270,21,32,0,0,0,210,8,33,19.5
Anthony Losilla,Bochum,FRA,MF,37,10,0,0,39,23,5,6,25,37,0,0,0,136,82,54,60.3
Erhan Mašović,Bochum,SRB,"DF,MF",24,8,0,0,23,16,1,5,26,45,0,0,1,117,35,53,39.8
Keven Schlotterbeck,Bochum,GER,DF,26,9,0,0,36,32,0,12,33,22,2,2,2,144,112,70,61.5
Takuma Asano,Bochum,JPN,"FW,MF",28,2,0,0,16,23,23,44,5,6,0,0,0,74,15,52,22.4
Ivan Ordets,Bochum,UKR,DF,31,4,0,0,30,22,4,1,32,17,1,4,1,89,133,55,70.7
Patrick Osterhage,Bochum,GER,MF,23,5,0,0,21,24,3,20,28,26,0,0,0,142,26,30,46.4
Matúš Bero,Bochum,SVK,"MF,FW",27,7,0,0,39,21,5,16,16,22,1,0,0,97,12,37,24.5
Philipp Hofmann,Bochum,GER,FW,30,1,0,0,21,26,5,4,4,5,0,0,0,44,111,94,54.1
Moritz Broschinski,Bochum,GER,FW,22,4,0,0,32,13,12,12,0,7,0,0,0,40,34,102,25
Christopher Antwi-Adjei,Bochum,GHA,"FW,MF",29,5,0,0,14,20,18,59,2,13,0,0,0,53,11,22,33.3
Cristian Gamboa,Bochum,CRC,DF,33,6,0,0,14,7,0,28,16,19,0,1,0,74,12,9,57.1
Maximilian Wittek,Bochum,GER,"DF,FW",27,4,0,0,20,26,2,51,18,17,0,0,0,69,15,26,36.6
Felix Passlack,Bochum,GER,DF,25,2,1,0,14,13,2,43,11,15,0,0,0,51,6,8,42.9
Tim Oermann,Bochum,GER,DF,19,2,0,0,8,8,0,8,2,11,0,0,0,27,7,12,36.8
Gonçalo Paciência,Bochum,POR,"FW,MF",28,3,0,0,9,22,2,10,0,4,0,0,0,29,20,34,37
Lukas Daschner,Bochum,GER,"MF,FW",24,2,0,0,4,9,0,21,2,4,0,0,0,24,5,12,29.4
Philipp Förster,Bochum,GER,"MF,FW",28,1,0,0,6,9,0,28,7,5,0,0,0,27,2,7,22.2
Danilo Soares,Bochum,BRA,DF,31,0,0,0,5,5,0,3,7,6,0,0,0,35,4,7,36.4
Noah Loosli,Bochum,SUI,DF,26,1,0,0,4,0,0,2,7,7,0,0,0,27,5,7,41.7
Moritz-Broni Kwarteng,Bochum,GHA,FW,25,1,1,0,5,5,2,5,2,0,0,0,0,18,0,8,0
Andreas Luthe,Bochum,GER,GK,36,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Simon Zoller,Bochum,GER,"FW,MF",32,1,0,0,2,0,0,2,1,0,0,0,0,1,1,0,100
Sebastiano Luperto,Empoli,ITA,DF,26,4,0,0,27,19,1,12,32,26,0,0,0,142,77,58,57
Youssef Maleh,Empoli,MAR,MF,24,11,0,0,56,37,0,47,25,48,0,2,0,172,17,34,33.3
Nicolò Cambiaghi,Empoli,ITA,"FW,MF",22,3,0,0,48,77,3,131,14,39,2,0,0,99,9,25,26.5
Elia Caprile,Empoli,ITA,GK,21,0,0,0,1,7,0,0,0,0,0,0,0,18,10,2,83.3
Ardian Ismajli,Empoli,ALB,DF,26,2,0,0,18,17,0,4,25,19,0,1,0,72,52,39,57.1
Sebastian Walukiewicz,Empoli,POL,DF,23,6,0,0,23,7,2,1,15,28,0,2,0,85,39,49,44.3
Liberato Cacace,Empoli,NZL,DF,22,6,0,0,30,19,1,68,20,25,0,0,0,119,17,22,43.6
Emmanuel Gyasi,Empoli,GHA,"DF,FW",29,9,0,0,45,24,6,25,5,17,0,0,0,90,17,37,31.5
Alberto Grassi,Empoli,ITA,MF,28,7,1,1,23,34,0,5,43,19,0,0,1,124,28,30,48.3
Răzvan Marin,Empoli,ROU,MF,27,3,0,0,28,18,1,99,8,23,0,0,0,91,12,12,50
Matteo Cancellieri,Empoli,ITA,"FW,MF",21,7,0,0,35,52,13,42,6,22,1,1,0,70,32,67,32.3
Bartosz Bereszyński,Empoli,POL,DF,31,3,0,0,23,15,0,16,21,25,0,0,0,81,23,16,59
Francesco Caputo,Empoli,ITA,FW,35,0,0,0,11,17,21,1,1,0,0,0,0,19,12,23,34.3
Etrit Berisha,Empoli,ALB,GK,34,0,0,0,0,2,0,0,0,0,0,0,0,26,7,0,100
Jacopo Fazzini,Empoli,ITA,MF,20,6,0,0,23,27,1,54,12,25,1,1,0,78,14,29,32.6
Tyronne Ebuehi,Empoli,NGA,DF,27,0,0,0,7,9,3,24,6,9,0,0,0,70,8,18,30.8
Giuseppe Pezzella,Empoli,ITA,DF,25,5,0,0,17,20,2,55,2,14,0,1,0,56,13,5,72.2
Szymon Żurkowski,Empoli,POL,MF,25,4,0,0,19,17,2,6,6,6,0,0,0,37,7,17,29.2
Tommaso Baldanzi,Empoli,ITA,"MF,FW",20,1,0,0,4,16,2,16,2,2,0,0,0,27,1,6,14.3
Simone Bastoni,Empoli,ITA,"MF,DF",26,3,0,0,17,13,0,36,11,13,0,0,0,37,8,11,42.1
M'Baye Niang,Empoli,SEN,FW,28,1,0,0,15,24,9,4,3,1,0,0,0,14,24,38,38.7
Viktor Kovalenko,Empoli,UKR,MF,27,1,0,0,7,10,2,13,1,2,0,0,0,23,8,14,36.4
Alberto Cerri,Empoli,ITA,FW,27,2,0,0,15,9,6,1,3,3,0,0,0,18,41,30,57.7
Filippo Ranocchia,Empoli,ITA,"MF,DF",22,3,0,0,11,8,0,10,3,11,0,0,0,16,6,4,60
Steven Shpendi,Empoli,ALB,"FW,MF",20,0,0,0,12,14,5,1,1,0,0,0,0,13,3,18,14.3
Mattia Destro,Empoli,ITA,"FW,MF",32,2,0,0,6,7,4,0,2,1,0,0,0,9,13,17,43.3
Daniel Maldini,Empoli,ITA,"FW,MF",21,1,0,0,8,5,0,5,2,2,0,0,0,6,7,5,58.3
Roberto Piccoli,Empoli,ITA,FW,22,0,0,0,3,2,0,1,2,1,0,0,0,1,1,2,33.3
Nicolas Haas,Empoli,SUI,MF,27,1,0,0,2,1,0,0,2,3,0,0,0,9,3,0,100
Samuele Perisan,Empoli,ITA,GK,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Liam Henderson,Empoli,SCO,MF,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,
Petar Stojanović,Empoli,SVN,"DF,MF",27,0,0,0,0,0,0,0,0,0,,,0,,,,
Emmanuel Ekong,Empoli,SWE,FW,21,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,
Giacomo Corona,Empoli,ITA,FW,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Andrea Sodero,Empoli,ITA,MF,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Alberto Dossena,Cagliari,ITA,DF,24,6,0,0,40,45,0,1,46,35,0,0,2,190,118,68,63.4
Antoine Makoumbou,Cagliari,CGO,MF,25,5,2,1,31,30,1,11,16,25,0,0,0,159,11,20,35.5
Gabriele Zappa,Cagliari,ITA,DF,23,2,0,0,23,16,0,90,20,32,0,0,0,109,19,32,37.3
Simone Scuffet,Cagliari,ITA,GK,27,3,0,0,0,4,0,0,1,0,0,0,0,38,4,0,100
Tommaso Augello,Cagliari,ITA,DF,28,5,0,0,15,14,1,165,17,20,0,0,0,147,34,28,54.8
Nahitan Nández,Cagliari,URU,"MF,DF",27,7,0,0,53,33,9,160,19,40,0,0,0,135,37,46,44.6
Zito Luvumbo,Cagliari,ANG,"FW,MF",21,5,0,0,34,73,14,92,1,6,1,0,0,71,4,27,12.9
Matteo Prati,Cagliari,ITA,MF,19,4,0,0,19,6,0,15,15,25,0,0,0,115,9,13,40.9
Alessandro Deiola,Cagliari,ITA,MF,27,8,0,0,30,19,0,17,9,20,0,0,1,87,35,30,53.8
Ibrahim Sulemana,Cagliari,GHA,MF,20,4,0,0,21,13,1,15,9,17,0,0,0,85,13,19,40.6
Nicolas Viola,Cagliari,ITA,"MF,FW",33,3,0,0,17,26,2,145,3,11,0,1,0,49,18,32,36
Gaetano Oristanio,Cagliari,ITA,"FW,MF",20,2,0,0,41,32,2,41,10,11,0,0,0,67,17,22,43.6
Gianluca Lapadula,Cagliari,PER,FW,33,3,0,0,22,20,16,7,2,1,1,0,0,27,21,31,40.4
Adam Obert,Cagliari,SVK,DF,20,1,0,0,19,5,0,22,23,14,0,0,0,54,14,18,43.8
Yerry Mina,Cagliari,COL,DF,28,4,0,0,17,18,0,2,4,13,0,1,0,57,35,14,71.4
Andrea Petagna,Cagliari,ITA,FW,28,2,0,0,18,25,2,2,1,3,0,1,0,25,26,30,46.4
Mateusz Wieteska,Cagliari,POL,DF,26,6,1,1,14,9,0,4,20,15,0,0,0,47,27,18,60
Paulo Azzi,Cagliari,BRA,"DF,MF",29,2,0,0,8,5,4,52,16,13,0,0,0,59,13,11,54.2
Pantelis Hatzidiakos,Cagliari,GRE,DF,26,1,0,0,7,5,0,6,18,11,0,0,0,50,5,9,35.7
Eldor Shomurodov,Cagliari,UZB,"FW,MF",28,1,0,0,11,11,2,8,4,5,0,0,0,38,21,44,32.3
Edoardo Goldaniga,Cagliari,ITA,DF,29,3,0,0,14,10,3,10,15,7,0,0,0,37,18,18,50
Jakub Jankto,Cagliari,CZE,"MF,FW",27,0,0,0,9,9,2,32,6,9,0,0,0,33,3,8,27.3
Boris Radunović,Cagliari,SRB,GK,27,0,0,0,0,2,0,0,1,0,0,0,0,6,1,1,50
Gianluca Gaetano,Cagliari,ITA,"FW,MF",23,1,1,0,10,12,3,15,3,4,0,0,0,41,4,24,14.3
Leonardo Pavoletti,Cagliari,ITA,FW,34,4,0,0,23,7,3,1,0,1,1,0,0,12,57,41,58.2
Alessandro Di Pardo,Cagliari,ITA,"DF,MF",24,1,0,0,7,4,1,21,7,2,0,2,0,26,4,2,66.7
Marco Mancosu,Cagliari,ITA,"MF,FW",34,0,0,0,4,1,2,10,0,1,0,0,0,8,0,4,0
Gastón Pereiro,Cagliari,URU,"FW,MF",28,1,0,0,1,1,0,1,0,1,,,0,,,,
Kingstone Mutandwa,Cagliari,ZAM,"FW,MF",20,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,50
Simone Aresti,Cagliari,ITA,GK,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arthur Desmas,Le Havre,FRA,GK,29,2,0,0,0,9,0,0,0,0,0,0,0,25,7,0,100
Gautier Lloris,Le Havre,FRA,DF,28,2,0,0,36,7,1,3,33,30,0,2,0,147,75,36,67.6
Arouna Sangante,Le Havre,SEN,DF,21,9,0,0,57,39,0,15,67,33,0,1,1,151,50,42,54.3
Christopher Operi,Le Havre,CIV,DF,26,6,0,0,21,20,0,195,37,40,1,1,0,150,32,13,71.1
Daler Kuzyaev,Le Havre,RUS,MF,30,1,1,0,34,29,5,29,24,21,0,0,0,110,26,20,56.5
Abdoulaye Touré,Le Havre,GUI,MF,29,4,0,0,27,32,0,4,25,28,0,0,0,173,42,40,51.2
Josué Casimir,Le Havre,FRA,"FW,DF",21,6,0,0,28,31,7,56,17,18,1,0,0,107,21,25,45.7
Etienne Youte Kinkoue,Le Havre,FRA,DF,21,2,0,0,13,9,2,2,47,10,0,0,0,76,30,12,71.4
Yassine Kechta,Le Havre,MAR,MF,21,5,0,0,34,33,0,19,25,25,0,0,0,115,9,31,22.5
Loïc Nego,Le Havre,HUN,"DF,MF",32,3,0,0,24,18,3,47,18,26,2,0,0,95,8,7,53.3
Emmanuel Sabbi,Le Havre,USA,"FW,MF",25,5,0,0,27,39,2,21,19,19,2,0,0,69,12,33,26.7
Yoann Salmier,Le Havre,GUF,DF,30,3,0,0,18,9,3,9,23,10,0,0,1,82,29,21,58
Mohamed Lamine Bayo,Le Havre,GUI,FW,25,4,0,0,15,13,7,9,2,5,0,0,0,30,36,42,46.2
André Ayew,Le Havre,GHA,FW,33,3,1,0,16,29,4,4,2,11,0,0,0,40,44,62,41.5
Oussama Targhalline,Le Havre,MAR,MF,21,4,1,1,15,25,0,8,23,14,0,0,0,68,7,13,35
Nabil Alioui,Le Havre,FRA,"MF,FW",24,1,0,0,10,21,6,55,3,2,0,0,0,36,10,10,50
Antoine Joujou,Le Havre,FRA,"FW,MF",20,1,0,0,20,10,0,23,8,14,0,0,0,42,10,24,29.4
Samuel Grandsir,Le Havre,FRA,"MF,FW",26,4,2,1,18,10,5,48,3,13,0,0,0,25,1,6,14.3
Oualid El Hajjam,Le Havre,MAR,"DF,MF",32,1,0,0,18,7,1,15,8,12,1,0,0,26,3,5,37.5
Rassoul Ndiaye,Le Havre,SEN,"MF,FW",21,5,2,1,11,4,1,8,5,17,0,0,0,34,5,8,38.5
Steve Ngoura,Le Havre,FRA,"FW,MF",18,0,0,0,8,1,3,2,0,2,0,0,0,12,3,10,23.1
Mathieu Gorgelin,Le Havre,FRA,GK,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Andy Logbo,Le Havre,FRA,FW,19,0,0,0,12,0,1,1,0,0,0,0,0,11,4,9,30.8
Issa Soumaré,Le Havre,SEN,"FW,MF",22,0,0,0,6,8,4,2,0,0,0,0,0,8,19,13,59.4
Mohamed Koné,Le Havre,CIV,GK,21,0,0,0,0,0,0,0,0,0,,,0,,,,
Alois Confais,Le Havre,FRA,"MF,FW",26,0,0,0,2,2,0,2,1,4,0,0,0,3,0,0,
Nolan Mbemba,Le Havre,CGO,MF,28,0,0,0,0,0,0,3,3,1,0,0,0,1,0,0,
Simon Ebonog,Le Havre,CMR,MF,18,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,100
Kandet Diawara,Le Havre,GUI,FW,23,0,0,0,0,0,0,2,0,0,,,0,,,,
Matìas Soulé,Frosinone,ARG,"FW,MF",20,5,0,0,20,50,1,111,18,28,0,1,1,175,11,44,20
Caleb Okoli,Frosinone,ITA,DF,22,9,0,0,31,29,0,2,37,40,0,2,0,164,74,59,55.6
Enzo Barrenechea,Frosinone,ARG,MF,22,10,0,0,37,54,0,1,29,44,0,0,0,231,51,43,54.3
Simone Romagnoli,Frosinone,ITA,DF,33,7,0,0,28,8,0,1,31,16,0,0,0,99,97,78,55.4
Stefano Turati,Frosinone,ITA,GK,21,0,0,0,0,3,0,0,0,0,0,0,0,34,2,1,66.7
Marco Brescianini,Frosinone,ITA,MF,23,1,0,0,40,26,5,20,11,13,0,0,0,107,20,30,40
Luca Mazzitelli,Frosinone,ITA,MF,27,6,1,1,47,43,1,42,24,25,0,0,0,128,41,38,51.9
Walid Cheddira,Frosinone,MAR,FW,25,0,0,0,28,48,20,3,5,7,2,0,0,47,37,69,34.9
Pol Lirola,Frosinone,ESP,DF,25,1,0,0,8,14,2,33,24,21,0,0,0,80,14,19,42.4
Ilario Monterisi,Frosinone,ITA,DF,21,3,0,0,13,21,1,5,10,17,1,1,0,77,41,28,59.4
Francesco Gelli,Frosinone,ITA,"MF,DF",26,3,0,0,16,45,1,56,11,14,0,0,0,82,15,16,48.4
Anthony Oyono,Frosinone,GAB,DF,22,4,0,0,13,13,0,13,12,32,0,0,0,73,13,9,59.1
Riccardo Marchizza,Frosinone,ITA,DF,25,1,0,0,7,3,0,24,9,7,0,0,0,43,9,12,42.9
Nadir Zortea,Frosinone,ITA,DF,24,3,0,0,15,14,0,74,4,14,0,0,0,53,11,21,34.4
Emanuele Valeri,Frosinone,ITA,DF,24,3,0,0,12,8,0,73,9,16,1,0,0,62,9,9,50
Abdou Harroui,Frosinone,NED,"MF,FW",25,3,0,0,21,19,1,12,6,13,0,0,0,53,12,8,60
Reinier,Frosinone,BRA,"MF,FW",21,3,0,0,17,10,1,13,10,11,0,0,0,54,9,18,33.3
Michele Cerofolini,Frosinone,ITA,GK,24,1,0,0,1,0,0,0,0,0,0,1,1,8,1,0,100
Kaio Jorge,Frosinone,BRA,FW,21,2,0,0,8,11,2,4,2,4,0,0,0,29,8,23,25.8
Luca Garritano,Frosinone,ITA,"MF,DF",29,1,0,0,6,8,0,20,4,7,0,0,0,34,3,7,30
Arijon Ibrahimović,Frosinone,GER,"FW,DF",17,2,0,0,4,5,2,7,2,7,0,0,0,19,5,8,38.5
Jaime Báez,Frosinone,URU,"FW,MF",28,1,0,0,7,16,6,25,4,2,1,0,0,29,4,5,44.4
Marvin Cuni,Frosinone,ALB,FW,22,0,0,0,14,12,3,4,1,3,2,0,0,18,16,33,32.7
Giuseppe Caso,Frosinone,ITA,"FW,MF",24,3,0,0,5,17,1,5,1,6,1,0,0,13,0,2,0
Mateus Lusuardi,Frosinone,BRA,DF,19,1,0,0,2,0,0,1,5,4,0,1,0,7,3,1,75
Mehdi Bourabia,Frosinone,MAR,MF,31,2,0,0,7,3,1,2,2,5,0,2,0,19,2,3,40
Kevin Bonifazi,Frosinone,ITA,DF,27,0,0,0,4,1,0,1,3,3,0,0,0,15,6,7,46.2
Demba Seck,Frosinone,SEN,"FW,MF",22,0,0,0,9,7,2,2,1,4,0,0,0,9,3,7,30
Giorgi Kvernadze,Frosinone,GEO,"FW,DF",20,1,0,0,7,3,0,9,2,0,0,0,0,4,0,0,
Farés Ghedjemis,Frosinone,FRA,"FW,MF",20,1,0,0,2,0,1,6,1,0,0,0,0,10,1,2,33.3
Gennaro Borrelli,Frosinone,ITA,FW,23,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0
Karlo Lulić,Frosinone,CRO,MF,27,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0
Luigi Canotto,Frosinone,ITA,FW,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Przemysław Szymiński,Frosinone,POL,MF,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Rubén Alcaraz,Cádiz,ESP,MF,32,14,0,0,84,71,1,36,33,59,0,0,0,234,47,49,49
Jeremías Ledesma,Cádiz,ARG,GK,30,0,0,0,1,5,0,0,0,1,0,0,0,54,6,3,66.7
Chris Ramos,Cádiz,ESP,"FW,MF",26,5,0,0,61,46,12,12,9,15,2,0,0,60,172,164,51.2
Isaac Carcelen,Cádiz,ESP,DF,30,2,0,0,16,44,5,67,27,31,0,0,0,129,22,36,37.9
Fali,Cádiz,ESP,DF,29,12,0,0,23,19,0,10,27,26,0,0,0,127,39,39,50
Javi Hernández ,Cádiz,ESP,DF,25,10,0,0,45,19,1,127,19,24,0,0,0,139,31,27,53.4
Roberto Navarro,Cádiz,ESP,"MF,FW",21,0,1,0,15,29,4,103,19,29,0,0,0,125,12,19,38.7
Víctor Chust,Cádiz,ESP,DF,23,4,2,0,15,6,0,3,11,18,0,0,0,83,26,25,51
Gonzalo Escalante,Cádiz,ARG,MF,30,2,1,0,31,14,2,5,26,24,0,0,0,91,31,30,50.8
Iván Alejo,Cádiz,ESP,MF,28,17,0,0,49,49,9,151,7,23,0,1,0,87,15,18,45.5
Rubén Sobrino,Cádiz,ESP,"MF,FW",31,8,1,0,46,31,7,23,16,28,0,0,0,112,22,22,50
Lucas,Cádiz,BRA,DF,22,6,0,0,12,6,2,77,17,28,0,0,0,92,11,23,32.4
Roger Martí,Cádiz,ESP,FW,32,3,0,0,34,28,9,9,7,6,0,0,0,58,17,34,33.3
Álex Fernández,Cádiz,ESP,MF,30,3,0,0,5,16,0,35,15,9,0,0,0,82,13,16,44.8
Maxi Gómez,Cádiz,URU,FW,26,2,0,0,20,34,14,22,3,4,0,0,0,15,71,69,50.7
Juanmi,Cádiz,ESP,FW,30,3,0,0,24,11,13,2,6,4,0,0,0,39,8,25,24.2
Rominigue Kouamé,Cádiz,MLI,MF,26,2,0,0,11,9,1,1,13,9,0,0,0,60,19,13,59.4
Joseba Zaldúa,Cádiz,ESP,DF,31,3,0,0,15,5,2,19,5,13,0,0,1,24,10,5,66.7
Darwin Machís,Cádiz,VEN,MF,30,0,1,0,12,14,2,64,4,14,0,0,0,53,3,10,23.1
