Player Name,Club Name,Country,Position,Age,90s,"PassesCompleted	",InGamePasses,SetPiecesPasses,FreeKickPasses,ThroughBalls,Switches,Crosses,ThrowInsTaken,CornersTaken,InswingingCorners,OutswingingCorners,StraightCorners,PassesCompleted,PassesOffside,PassesBlocked
Daniel Bandeira,Hellas Verona,POR,MF,23,5,233,224,7,2,3,4,7,3,2,0,1,0,187,2,2
Stefan Mitrović,Hellas Verona,SRB,"FW,MF",20,4.3,105,101,2,0,0,1,15,0,2,0,2,0,77,2,5
Riccardo Saponara,Hellas Verona,ITA,"FW,MF",31,4.3,124,118,4,3,1,2,9,1,0,0,0,0,87,2,8
Thomas Henry,Hellas Verona,FRA,FW,28,3.7,67,66,1,0,0,1,3,1,0,0,0,0,33,0,2
Rúben Vinagre,Hellas Verona,POR,"DF,FW",24,3.1,127,107,20,5,0,0,16,15,0,0,0,0,86,0,3
Simone Perilli,Hellas Verona,ITA,GK,28,2,38,29,8,3,0,0,0,0,0,0,0,0,17,1,0
Juan Cruz,Hellas Verona,ARG,"FW,MF",24,1.9,27,27,0,0,0,0,2,0,0,0,0,0,18,0,1
Reda Belahyane,Hellas Verona,FRA,MF,19,1,25,24,1,1,0,0,0,0,0,0,0,0,23,0,0
Elayis Tavsan,Hellas Verona,NED,"MF,FW",22,0.6,8,7,1,0,0,0,1,0,1,1,0,0,7,0,0
Charlys,Hellas Verona,BRA,MF,19,0.4,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Alphadjo Cissè,Hellas Verona,ITA,FW,16,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Yayah Kallon,Hellas Verona,SLE,FW,22,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Nicola Patanè,Hellas Verona,ITA,MF,19,0,,,,,,,0,,,,,,,,
Florian Lejeune,Rayo Vallecano,FRA,DF,32,37.1,2031,1850,167,117,1,35,7,4,1,1,0,0,1636,14,13
Stole Dimitrievski,Rayo Vallecano,MKD,GK,29,37,1198,794,401,134,0,5,0,0,0,0,0,0,732,3,0
Isaac Palazón Camacho,Rayo Vallecano,ESP,"MF,FW",28,32.4,1203,1046,146,50,8,12,139,6,83,37,28,1,825,11,31
Óscar Valentín,Rayo Vallecano,ESP,MF,28,32.2,1237,1203,30,29,5,9,5,1,0,0,0,0,1005,4,19
Iván Balliu,Rayo Vallecano,ALB,DF,31,31.9,1487,1082,395,24,2,6,68,371,0,0,0,0,1116,10,43
Alfonso Espino,Rayo Vallecano,URU,DF,31,29.4,1423,1132,288,28,2,5,54,260,0,0,0,0,1061,3,41
Álvaro García,Rayo Vallecano,ESP,"FW,MF",30,27.8,825,789,35,7,1,3,126,16,10,5,3,0,518,1,35
Unai López,Rayo Vallecano,ESP,MF,27,25.8,1462,1340,109,53,3,18,83,10,43,22,8,1,1184,13,19
Abdul Mumin,Rayo Vallecano,GHA,DF,25,21.2,773,743,28,26,0,7,2,2,0,0,0,0,617,2,3
Aridane Hernández,Rayo Vallecano,ESP,DF,34,20.8,788,748,38,36,0,2,0,2,0,0,0,0,675,2,2
Jorge de Frutos,Rayo Vallecano,ESP,"FW,MF",26,20.7,483,463,17,2,0,1,63,8,7,3,4,0,344,3,24
Sergio Camello,Rayo Vallecano,ESP,FW,22,19.6,380,350,23,0,6,3,4,0,0,0,0,0,273,7,10
Pathé Ciss,Rayo Vallecano,SEN,MF,29,18.8,890,842,41,35,2,14,4,2,0,0,0,0,738,7,10
Pep Chavarría,Rayo Vallecano,ESP,"DF,MF",25,17.1,812,710,101,4,1,3,95,97,0,0,0,0,618,1,24
Raúl de Tomás,Rayo Vallecano,ESP,FW,28,16.7,272,250,19,1,0,6,10,0,0,0,0,0,207,3,8
Óscar Trejo,Rayo Vallecano,ARG,"FW,MF",35,15.6,782,738,39,9,3,0,23,7,11,2,5,0,646,5,16
Andrei Ratiu,Rayo Vallecano,ROU,"DF,MF",25,11.3,313,253,60,4,0,1,38,56,0,0,0,0,245,0,14
Kike Pérez,Rayo Vallecano,ESP,"MF,FW",26,10.6,368,341,24,7,6,7,20,5,4,1,2,0,279,3,7
Randy Nteka,Rayo Vallecano,ANG,"FW,MF",25,9.3,180,171,6,0,1,1,5,1,0,0,0,0,129,3,6
Radamel Falcao,Rayo Vallecano,COL,"FW,DF",37,6.2,110,103,7,1,1,0,1,2,0,0,0,0,92,0,1
Crespo,Rayo Vallecano,POR,MF,26,5.9,273,262,10,7,1,1,3,0,0,0,0,0,230,1,3
Cárdenas,Rayo Vallecano,ESP,GK,26,5.3,40,33,7,3,0,0,0,0,0,0,0,0,26,0,0
Martín Pascual,Rayo Vallecano,ESP,DF,23,4.2,,,,,,,0,,,,,,,,
Bebé,Rayo Vallecano,CPV,"MF,FW",33,4.1,104,83,21,3,0,2,33,8,10,6,3,0,63,0,4
Diego Méndez,Rayo Vallecano,ESP,MF,19,1.7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
José Pozo,Rayo Vallecano,ESP,MF,27,1.5,11,11,0,0,0,0,3,0,0,0,0,0,11,0,0
Salvi,Rayo Vallecano,ESP,MF,32,0.3,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0
Wladimiro Falcone,Lecce,ITA,GK,28,39,1145,836,305,57,0,2,0,0,0,0,0,0,778,4,0
Federico Baschirotto,Lecce,ITA,DF,26,38.1,1808,1668,136,66,0,10,4,9,0,0,0,0,1516,4,10
Marin Pongračić,Lecce,CRO,DF,25,37.3,1872,1701,166,139,0,10,1,5,0,0,0,0,1583,5,9
Ylber Ramadani,Lecce,ALB,MF,27,35,1250,1229,19,17,3,6,15,2,0,0,0,0,991,2,27
Valentin Gendrey,Lecce,FRA,DF,23,34.8,1380,1030,347,31,4,2,62,316,0,0,0,0,1031,3,32
Antonino Gallo,Lecce,ITA,DF,23,28.8,1408,1087,313,49,0,9,142,249,15,1,7,0,995,8,37
Nikola Krstović,Lecce,MNE,FW,23,26.4,526,476,48,1,5,2,4,7,0,0,0,0,354,2,20
Pontus Almqvist,Lecce,SWE,"FW,MF",24,24.6,478,472,6,2,1,0,22,3,1,1,0,0,351,0,19
Remi Oudin,Lecce,FRA,"MF,FW",26,20.9,804,626,173,66,2,19,160,17,87,44,31,0,497,5,21
Alexis Blin,Lecce,FRA,MF,26,18.4,779,744,30,18,1,2,12,8,0,0,0,0,671,5,9
Patrick Dorgu,Lecce,DEN,"DF,MF",18,18.2,729,612,115,19,0,5,42,91,5,0,0,0,582,2,16
Roberto Piccoli,Lecce,ITA,FW,22,16.3,246,229,16,0,1,1,6,1,0,0,0,0,147,1,9
Lameck Banda,Lecce,ZAM,FW,22,16.1,342,325,15,2,1,2,54,4,9,5,2,0,250,2,14
Joan Gonzàlez,Lecce,ESP,MF,21,15.3,463,444,16,5,0,7,10,5,0,0,0,0,348,3,10
Mohamed Kaba,Lecce,FRA,MF,21,15.3,438,414,21,7,1,1,7,2,0,0,0,0,349,3,7
Hamza Rafia,Lecce,TUN,MF,24,14.2,504,469,34,12,4,4,40,4,14,5,7,0,359,1,18
Gabriel Strefezza,Lecce,BRA,FW,26,14.1,412,352,57,19,3,6,54,10,22,7,2,0,300,3,9
Nicola Sansone,Lecce,ITA,"FW,MF",31,9.2,277,253,22,6,1,5,29,0,16,8,7,0,207,2,5
Lorenzo Venuti,Lecce,ITA,DF,28,5,219,176,43,5,0,1,10,38,0,0,0,0,174,0,6
Ahmed Touba,Lecce,ALG,DF,25,4.1,137,125,12,3,0,0,0,0,0,0,0,0,115,0,1
Medon Berisha,Lecce,ALB,"FW,MF",19,3.3,98,91,7,3,0,2,3,0,3,2,1,0,84,0,1
Santiago Pierotti,Lecce,ARG,"MF,FW",22,2.2,67,65,1,0,0,0,4,0,0,0,0,0,48,1,2
Federico Brancolini,Lecce,ITA,GK,22,1,,,,,,,0,,,,,,,,
Federico Di Francesco,Lecce,ITA,"FW,MF",29,0.4,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0
Jeppe Corfitzen,Lecce,DEN,FW,18,0.3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Rareș-Cătălin Burnete,Lecce,ROU,FW,19,0.2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Marcin Listkowski,Lecce,POL,FW,25,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Walace,Udinese,BRA,MF,28,37,1437,1380,55,53,3,11,12,2,0,0,0,0,1146,2,26
Nehuén Pérez,Udinese,ARG,DF,23,36,1599,1386,209,94,1,29,19,107,0,0,0,0,1267,4,11
Lorenzo Lucca,Udinese,ITA,FW,22,30,454,432,18,0,0,3,8,2,0,0,0,0,271,4,15
Lazar Samardzic,Udinese,SRB,MF,21,26.4,987,809,171,58,4,20,124,18,86,39,37,0,733,7,16
Hassane Kamara,Udinese,CIV,DF,29,25.7,818,694,120,6,0,4,74,113,1,0,0,0,600,4,29
Jaka Bijol,Udinese,SVN,DF,24,24.2,822,790,29,22,1,5,1,2,0,0,0,0,645,3,4
Sandi Lovrić,Udinese,SVN,MF,25,23.8,718,621,92,37,2,7,84,10,43,15,22,0,543,5,17
Thomas Kristensen,Udinese,DEN,DF,21,23.3,863,725,134,32,0,11,1,97,0,0,0,0,662,4,8
Maduka Okoye,Udinese,NGA,GK,23,22.3,451,244,203,42,0,0,0,0,0,0,0,0,275,4,1
João Ferreira,Udinese,POR,DF,22,21.8,858,703,153,24,2,10,23,129,0,0,0,0,649,2,22
Florian Thauvin,Udinese,FRA,FW,30,20.7,548,468,75,9,2,5,89,10,19,0,11,1,385,5,16
Roberto Pereyra,Udinese,ARG,"FW,MF",32,20.6,598,554,41,6,3,3,24,14,2,2,0,0,472,3,25
Martín Payero,Udinese,ARG,MF,24,20,547,520,23,10,2,1,20,7,5,2,3,0,413,4,7
Festy Ebosele,Udinese,IRL,DF,20,19.6,419,358,60,2,1,5,48,58,0,0,0,0,278,1,21
Marco Silvestri,Udinese,ITA,GK,32,18,451,301,149,44,0,0,0,0,0,0,0,0,324,1,0
Jordan Zemura,Udinese,ZIM,DF,23,12.9,346,297,48,4,0,1,23,44,0,0,0,0,242,1,11
Kingsley Ehizibue,Udinese,NED,DF,28,10.6,257,223,33,0,0,0,17,33,0,0,0,0,175,1,15
Christian Kabasele,Udinese,BEL,DF,32,10.6,314,269,44,11,0,1,4,17,0,0,0,0,257,1,6
Isaac Success,Udinese,NGA,"FW,MF",27,9.8,204,201,2,0,3,3,2,0,0,0,0,0,130,1,9
Lautaro Gianetti,Udinese,ARG,DF,29,7,300,291,9,6,0,0,0,3,0,0,0,0,263,0,4
Oier Zarraga,Udinese,ESP,MF,24,6.8,114,111,3,1,0,0,5,0,1,0,1,0,92,0,2
Brenner,Udinese,BRA,"MF,FW",23,2.1,54,52,2,1,0,0,1,0,0,0,0,0,47,0,0
Keinan Davis,Udinese,ENG,"FW,MF",25,2.1,50,49,1,0,0,0,0,0,0,0,0,0,36,0,4
Axel Guessand,Udinese,FRA,DF,18,1.8,27,27,0,0,0,1,0,0,0,0,0,0,21,0,0
Beto,Udinese,GNB,FW,25,1.6,11,9,2,0,0,0,1,0,0,0,0,0,10,0,0
Marley Aké,Udinese,FRA,FW,22,1.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Adam Masina,Udinese,MAR,DF,29,1.4,30,27,3,0,0,0,0,3,0,0,0,0,22,0,1
Antonio Tikvić,Udinese,CRO,DF,19,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etienne Camara,Udinese,FRA,MF,20,1,,,,,,,0,,,,,,,,
Domingos Quina,Udinese,POR,MF,23,0.8,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Simone Pafundi,Udinese,ITA,MF,17,0.7,6,4,2,2,0,0,3,0,0,0,0,0,5,0,0
David Pejičić,Udinese,SVN,MF,16,0.4,,,,,,,0,,,,,,,,
Sekou Diawara,Udinese,BEL,FW,19,0.4,,,,,,,0,,,,,,,,
Samuel John Nwachukwu,Udinese,NGA,DF,17,0.3,,,,,,,0,,,,,,,,
Vivaldo Semedo,Udinese,POR,FW,18,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Enzo Ebosse,Udinese,CMR,DF,24,0.1,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0
Pedro Chirivella,Nantes,ESP,MF,26,30.3,1743,1628,105,67,7,10,29,4,13,8,2,0,1494,10,13
Alban Lafont,Nantes,FRA,GK,24,29.7,1006,770,235,69,0,3,0,0,0,0,0,0,720,1,0
Jean-Charles Castelletto,Nantes,CMR,DF,28,27.4,1340,1267,71,24,1,2,20,47,0,0,0,0,1147,2,10
Florent Mollet,Nantes,FRA,"MF,FW",31,24.9,1063,902,160,36,1,2,160,15,95,41,42,0,826,1,23
Eray Cömert,Nantes,SUI,DF,25,24.2,1064,1007,57,37,1,19,4,3,0,0,0,0,941,0,10
Mostafa Mohamed,Nantes,EGY,FW,25,22.2,369,341,26,0,5,2,14,2,0,0,0,0,238,2,13
Moussa Sissoko,Nantes,FRA,MF,33,22.1,681,655,24,11,3,3,19,11,1,0,0,0,547,2,19
Douglas,Nantes,BRA,MF,26,21.7,1040,991,47,34,4,8,21,2,11,8,2,0,904,2,11
Moses Simon,Nantes,NGA,"FW,MF",28,19.9,508,472,30,4,4,4,114,6,13,3,5,0,318,6,41
Nicolas Pallois,Nantes,FRA,DF,35,18.7,774,729,42,21,0,2,15,16,0,0,0,0,620,3,7
Marcus Coco,Nantes,FRA,"DF,FW",27,18.3,641,561,78,3,3,1,54,75,0,0,0,0,473,2,15
Quentin Merlin,Nantes,FRA,DF,21,16.3,841,689,148,11,8,6,80,121,16,6,5,0,615,4,17
Jean-Kevin Duverne,Nantes,HAI,DF,26,15.5,743,653,86,15,0,2,14,71,0,0,0,0,597,4,11
Matthis Abline,Nantes,FRA,FW,20,12.8,231,218,12,0,2,1,7,1,0,0,0,0,162,1,11
Nathan Zeze,Nantes,FRA,DF,18,12.4,481,471,10,8,0,2,1,2,0,0,0,0,407,0,4
Samuel Moutoussamy,Nantes,COD,MF,26,12.3,498,491,6,5,1,0,2,1,0,0,0,0,417,1,7
Tino Kadewere,Nantes,ZIM,"FW,MF",27,10.2,213,203,8,0,1,1,7,4,1,0,0,0,154,2,7
Nicolas Cozza,Nantes,FRA,DF,24,9.9,366,282,83,3,0,0,13,80,0,0,0,0,270,1,8
Kelvin Amian,Nantes,FRA,DF,25,8.9,350,266,84,8,1,0,14,76,0,0,0,0,268,0,15
Abdoul Kader Bamba,Nantes,FRA,"FW,MF",29,7.3,336,307,26,11,3,1,28,6,9,4,3,0,267,3,1
Ronaël Pierre-Gabriel,Nantes,FRA,DF,25,6.6,289,238,50,5,0,0,9,45,0,0,0,0,227,1,11
Bénie Adama Traore,Nantes,CIV,"FW,MF",20,6.2,148,129,18,3,4,0,21,2,6,2,3,0,99,1,11
Rémy Descamps,Nantes,FRA,GK,27,6,212,123,89,18,0,0,0,0,0,0,0,0,128,0,1
Adson,Nantes,BRA,"MF,FW",22,2.6,130,128,2,0,0,0,2,2,0,0,0,0,115,0,2
Ignatius Ganago,Nantes,CMR,"FW,MF",24,2,53,52,0,0,1,0,6,0,0,0,0,0,31,1,3
Marquinhos,Nantes,BRA,"FW,MF",20,1.7,67,62,5,1,0,0,5,3,0,0,0,0,50,0,2
Fabien Centonze,Nantes,FRA,DF,27,1.3,51,45,6,0,0,0,7,6,0,0,0,0,37,0,0
Jaouen Hadjam,Nantes,ALG,DF,20,1.2,103,96,7,1,0,0,12,6,0,0,0,0,80,0,1
Stredair Appuah,Nantes,FRA,"FW,MF",19,0.9,23,23,0,0,0,0,2,0,0,0,0,0,14,0,2
Adel Mahamoud,Nantes,COM,FW,20,0.3,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Hugo Boutsingkham,Nantes,FRA,"MF,FW",20,0.3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Denis Petrić,Nantes,SRB,GK,35,0.3,8,5,2,2,0,0,0,0,0,0,0,0,6,1,0
Enzo Mongo,Nantes,FRA,DF,18,0.1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Bastien Meupiyou,Nantes,FRA,DF,17,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Lamine Diack,Nantes,SEN,MF,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederik Rønnow,Union Berlin,DEN,GK,30,41,1514,1140,372,110,0,3,0,0,0,0,0,0,1087,2,0
Diogo Leite,Union Berlin,POR,DF,24,38,1889,1762,115,65,1,7,7,16,0,0,0,0,1514,12,19
Robin Gosens,Union Berlin,GER,"DF,MF",29,30.4,1370,1121,243,13,4,2,78,228,2,0,2,0,991,6,40
Danilho Doekhi,Union Berlin,NED,DF,25,27.9,1010,980,26,23,0,5,5,3,0,0,0,0,808,4,10
Robin Knoche,Union Berlin,GER,DF,31,26.3,1329,1278,48,35,1,6,4,8,0,0,0,0,1081,3,10
Christopher Trimmel,Union Berlin,AUT,"FW,DF",36,20.8,1020,718,297,49,1,4,186,182,66,28,32,1,679,5,31
Lucas Tousart,Union Berlin,FRA,MF,26,20.2,589,578,7,4,3,3,11,0,0,0,0,0,430,4,23
Josip Juranović,Union Berlin,CRO,DF,27,19.7,911,621,286,45,1,8,135,167,73,31,33,1,642,4,22
Alex Král,Union Berlin,CZE,MF,25,19.2,594,549,42,7,3,4,20,16,0,0,0,0,426,3,18
Rani Khedira,Union Berlin,GER,MF,29,19,568,546,20,6,0,3,6,0,0,0,0,0,425,2,12
Kevin Behrens,Union Berlin,GER,FW,32,18.7,402,386,13,0,2,0,9,3,0,0,0,0,256,3,17
Kevin Volland,Union Berlin,GER,"FW,MF",31,18.3,468,419,47,10,4,4,59,3,20,6,13,0,286,2,17
Janik Haberer,Union Berlin,GER,MF,29,17.9,663,623,36,2,0,6,18,31,0,0,0,0,493,4,17
Aïssa Laïdouni,Union Berlin,TUN,MF,26,16.6,620,596,22,5,3,1,31,5,1,0,0,0,486,2,17
Brenden Aaronson,Union Berlin,USA,MF,22,16.2,512,479,29,3,5,1,25,12,6,2,3,0,394,4,21
Benedict Hollerbach,Union Berlin,GER,"FW,MF",22,15.1,398,382,14,0,0,2,48,5,0,0,0,0,253,2,38
Kevin Vogt,Union Berlin,GER,DF,31,14.7,735,687,46,35,1,6,0,3,0,0,0,0,652,2,0
András Schäfer,Union Berlin,HUN,MF,24,13.5,557,528,27,2,2,2,18,17,5,0,1,0,418,2,17
Jérôme Roussillon,Union Berlin,FRA,DF,30,13.3,465,360,103,8,0,2,42,95,0,0,0,0,349,2,10
Sheraldo Becker,Union Berlin,SUR,FW,28,12.9,367,346,19,0,0,1,91,14,1,0,0,1,233,2,19
David Datro Fofana,Union Berlin,CIV,FW,20,10.8,187,182,4,0,0,0,17,1,0,0,0,0,130,1,9
Leonardo Bonucci,Union Berlin,ITA,DF,36,8,331,316,14,9,0,3,6,5,0,0,0,0,250,1,0
Yorbe Vertessen,Union Berlin,BEL,"FW,MF",22,6.6,138,133,4,1,1,0,3,2,0,0,0,0,98,1,2
Mikkel Kaufmann,Union Berlin,DEN,FW,22,5.8,126,123,3,0,0,1,6,1,0,0,0,0,67,0,5
Paul Jaeckel,Union Berlin,GER,DF,25,4.5,187,181,6,4,0,1,0,2,0,0,0,0,158,0,2
Chris Bedia,Union Berlin,CIV,"FW,MF",27,1.6,20,19,1,0,0,0,0,0,0,0,0,0,14,0,1
Alexander Schwolow,Union Berlin,GER,GK,31,1,36,22,14,6,0,0,0,0,0,0,0,0,29,0,0
Jordan Pefok,Union Berlin,USA,FW,27,0.6,5,5,0,0,0,0,0,0,0,0,0,0,2,0,1
Aljoscha Kemlein,Union Berlin,GER,MF,18,0.4,10,9,0,0,0,0,0,0,0,0,0,0,8,1,0
Miloš Pantović,Union Berlin,SRB,MF,27,0.2,7,7,0,0,0,0,0,0,0,0,0,0,4,0,1
Manuel Riemann,Bochum,GER,GK,34,34.3,1715,1313,393,184,0,8,4,0,0,0,0,0,1031,9,0
Bernardo,Bochum,BRA,DF,28,33.8,1622,1356,259,12,0,4,30,233,0,0,0,0,1167,7,34
Kevin Stöger,Bochum,AUT,MF,29,31,2028,1650,362,156,16,12,270,40,110,42,60,1,1363,16,55
Anthony Losilla,Bochum,FRA,MF,37,29.4,896,881,13,4,2,3,6,2,0,0,0,0,649,2,21
Erhan Mašović,Bochum,SRB,"DF,MF",24,26,732,692,39,20,2,4,5,18,0,0,0,0,570,1,9
Keven Schlotterbeck,Bochum,GER,DF,26,24.3,1027,970,51,18,0,2,12,5,0,0,0,0,802,6,5
Takuma Asano,Bochum,JPN,"FW,MF",28,23.2,397,383,12,1,1,0,44,2,1,0,0,0,262,2,26
Ivan Ordets,Bochum,UKR,DF,31,22.2,653,641,9,7,0,3,1,2,0,0,0,0,473,3,5
Patrick Osterhage,Bochum,GER,MF,23,20.9,835,812,20,10,5,1,20,7,3,1,0,0,658,3,27
Matúš Bero,Bochum,SVK,"MF,FW",27,19.3,535,502,28,3,7,1,16,23,0,0,0,0,355,5,20
Philipp Hofmann,Bochum,GER,FW,30,18.8,416,403,11,0,1,0,4,0,0,0,0,0,266,2,9
Moritz Broschinski,Bochum,GER,FW,22,14.4,223,215,5,0,0,0,12,0,0,0,0,0,135,3,10
Christopher Antwi-Adjei,Bochum,GHA,"FW,MF",29,14.4,454,343,108,1,1,1,59,106,0,0,0,0,274,3,21
Cristian Gamboa,Bochum,CRC,DF,33,13.7,475,383,91,3,0,3,28,88,0,0,0,0,350,1,6
Maximilian Wittek,Bochum,GER,"DF,FW",27,11.9,499,393,100,8,1,3,51,71,15,3,9,0,312,6,13
Felix Passlack,Bochum,GER,DF,25,11.5,414,310,99,0,2,1,43,98,1,0,1,0,262,5,24
Tim Oermann,Bochum,GER,DF,19,7.9,262,196,63,1,0,1,8,62,0,0,0,0,181,3,7
Gonçalo Paciência,Bochum,POR,"FW,MF",28,7.2,176,161,12,3,1,1,10,2,2,1,1,0,111,3,11
Lukas Daschner,Bochum,GER,"MF,FW",24,6.5,179,164,14,4,2,2,21,2,8,6,0,0,107,1,9
Philipp Förster,Bochum,GER,"MF,FW",28,4.3,208,183,24,12,0,0,28,0,11,5,5,0,156,1,4
Danilo Soares,Bochum,BRA,DF,31,3.9,179,131,48,1,1,0,3,46,1,0,0,0,124,0,3
Noah Loosli,Bochum,SUI,DF,26,3.8,127,120,6,1,0,0,2,5,0,0,0,0,81,1,4
Moritz-Broni Kwarteng,Bochum,GHA,FW,25,3.1,94,91,3,0,0,0,5,1,2,0,1,0,67,0,1
Andreas Luthe,Bochum,GER,GK,36,1,49,37,12,5,0,0,0,0,0,0,0,0,25,0,0
Simon Zoller,Bochum,GER,"FW,MF",32,0.9,8,6,2,0,0,0,2,0,0,0,0,0,5,0,1
Sebastiano Luperto,Empoli,ITA,DF,26,38.8,1785,1657,122,71,2,8,12,33,0,0,0,0,1455,6,10
Youssef Maleh,Empoli,MAR,MF,24,28.9,1028,975,44,18,4,5,47,7,9,4,4,0,790,9,27
Nicolò Cambiaghi,Empoli,ITA,"FW,MF",22,28.4,694,659,31,1,2,1,131,5,24,4,9,0,483,4,36
Elia Caprile,Empoli,ITA,GK,21,24,820,590,226,67,0,0,0,0,0,0,0,0,555,4,0
Ardian Ismajli,Empoli,ALB,DF,26,23.7,1042,943,96,34,1,1,4,48,0,0,0,0,864,3,12
Sebastian Walukiewicz,Empoli,POL,DF,23,22.8,1018,963,52,34,0,11,1,2,0,0,0,0,842,3,4
Liberato Cacace,Empoli,NZL,DF,22,22,1110,848,256,27,2,3,68,205,24,2,18,0,832,6,26
Emmanuel Gyasi,Empoli,GHA,"DF,FW",29,21.8,550,500,45,3,1,0,25,41,0,0,0,0,412,5,23
Alberto Grassi,Empoli,ITA,MF,28,21.1,861,818,39,31,3,1,5,4,0,0,0,0,696,4,13
Răzvan Marin,Empoli,ROU,MF,27,20.8,907,747,154,90,8,2,99,3,57,20,33,0,671,6,11
Matteo Cancellieri,Empoli,ITA,"FW,MF",21,19.9,379,366,8,2,0,1,42,4,2,0,1,0,222,5,13
Bartosz Bereszyński,Empoli,POL,DF,31,19.6,867,685,177,31,0,2,16,146,0,0,0,0,673,5,27
Francesco Caputo,Empoli,ITA,FW,35,15.1,216,192,24,0,1,1,1,2,0,0,0,0,164,0,8
Etrit Berisha,Empoli,ALB,GK,34,14,494,356,134,44,0,1,0,0,0,0,0,0,339,4,0
Jacopo Fazzini,Empoli,ITA,MF,20,13.7,499,445,52,23,4,1,54,4,24,7,13,0,343,2,19
Tyronne Ebuehi,Empoli,NGA,DF,27,12.8,570,442,127,9,0,3,24,118,0,0,0,0,426,1,19
Giuseppe Pezzella,Empoli,ITA,DF,25,12.4,585,452,132,16,1,0,55,116,0,0,0,0,434,1,28
Szymon Żurkowski,Empoli,POL,MF,25,9.6,245,239,5,1,0,0,6,0,0,0,0,0,193,1,7
Tommaso Baldanzi,Empoli,ITA,"MF,FW",20,8.3,257,223,29,6,0,0,16,9,10,4,3,0,201,5,8
Simone Bastoni,Empoli,ITA,"MF,DF",26,8.3,360,281,76,17,2,2,36,41,16,4,9,0,246,3,12
M'Baye Niang,Empoli,SEN,FW,28,7.9,140,132,8,1,1,5,4,0,0,0,0,0,90,0,3
Viktor Kovalenko,Empoli,UKR,MF,27,6.8,250,233,17,4,2,1,13,3,6,3,2,0,179,0,5
Alberto Cerri,Empoli,ITA,FW,27,6.1,136,134,1,0,0,0,1,0,0,0,0,0,68,1,5
Filippo Ranocchia,Empoli,ITA,"MF,DF",22,5.3,216,199,17,13,1,3,10,2,2,2,0,0,152,0,5
Steven Shpendi,Empoli,ALB,"FW,MF",20,4.8,76,64,11,1,0,0,1,1,0,0,0,0,57,1,4
Mattia Destro,Empoli,ITA,"FW,MF",32,4.1,63,52,10,0,0,0,0,0,0,0,0,0,41,1,1
Daniel Maldini,Empoli,ITA,"FW,MF",21,2.9,80,68,10,3,0,1,5,1,1,1,0,0,61,2,3
Roberto Piccoli,Empoli,ITA,FW,22,1.4,6,5,1,0,0,0,1,0,0,0,0,0,4,0,0
Nicolas Haas,Empoli,SUI,MF,27,1.4,51,50,1,1,1,0,0,0,0,0,0,0,46,0,1
Samuele Perisan,Empoli,ITA,GK,25,1,34,21,13,1,0,0,0,0,0,0,0,0,27,0,0
Liam Henderson,Empoli,SCO,MF,27,0.8,5,3,2,1,0,0,4,0,1,1,0,0,2,0,0
Petar Stojanović,Empoli,SVN,"DF,MF",27,0.3,,,,,,,0,,,,,,,,
Emmanuel Ekong,Empoli,SWE,FW,21,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Giacomo Corona,Empoli,ITA,FW,19,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Andrea Sodero,Empoli,ITA,MF,18,0.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Alberto Dossena,Cagliari,ITA,DF,24,34.4,1305,1255,49,41,3,11,1,7,0,0,0,0,1042,1,8
Antoine Makoumbou,Cagliari,CGO,MF,25,33.3,1210,1171,33,23,4,19,11,8,0,0,0,0,1065,6,11
Gabriele Zappa,Cagliari,ITA,DF,23,31.1,1397,1119,274,31,2,5,90,243,0,0,0,0,1024,4,42
Simone Scuffet,Cagliari,ITA,GK,27,31,928,568,359,116,0,2,0,0,0,0,0,0,614,1,0
Tommaso Augello,Cagliari,ITA,DF,28,28.2,1329,1008,317,42,1,2,165,241,34,7,25,0,919,4,42
Nahitan Nández,Cagliari,URU,"MF,DF",27,26.6,916,787,125,16,2,13,160,65,42,6,33,0,544,4,28
Zito Luvumbo,Cagliari,ANG,"FW,MF",21,23.3,388,354,29,3,2,2,92,10,8,0,3,0,246,5,23
