Player Name,Club Name,Country,Position,DefensiveErrors,TacklesAttempted,TackleWon,TacklesinDef3rd,TacklesinMid3rd,TacklesinAtt3rd,DribblesStopped,PassesBlocked,DribblesWinningPerc,DribblesNotStopped,TotalBlocks,ShotsBlocked,PassesBlocked,Tackles+Interception,Clearances
Óscar Trejo,Rayo Vallecano,ARG,"FW,MF",0,27,15,11,9,7,13,20,61.9,8,21,1,6,32,9
Andrei Ratiu,Rayo Vallecano,ROU,"DF,MF",0,12,9,6,5,1,8,3,53.3,7,4,1,1,12,12
Kike Pérez,Rayo Vallecano,ESP,"MF,FW",0,27,13,11,15,1,11,11,47.8,12,11,0,9,35,6
Randy Nteka,Rayo Vallecano,ANG,"FW,MF",1,11,9,1,6,4,4,5,40,6,6,1,2,13,11
Radamel Falcao,Rayo Vallecano,COL,"FW,DF",0,7,6,1,5,1,1,2,33.3,2,2,0,3,10,4
Crespo,Rayo Vallecano,POR,MF,0,16,9,8,6,2,9,9,52.9,8,15,6,10,26,7
Cárdenas,Rayo Vallecano,ESP,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
Martín Pascual,Rayo Vallecano,ESP,DF,,,2,,,,,,,,,,3,0,
Bebé,Rayo Vallecano,CPV,"MF,FW",0,2,3,1,1,0,1,1,20,4,1,0,0,2,0
Diego Méndez,Rayo Vallecano,ESP,MF,0,1,5,1,0,0,1,0,100,0,0,0,1,2,0
José Pozo,Rayo Vallecano,ESP,MF,0,1,1,0,1,0,1,1,100,0,1,0,1,1,0
Salvi,Rayo Vallecano,ESP,MF,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0
Wladimiro Falcone,Lecce,ITA,GK,2,0,0,0,0,0,0,1,,0,1,0,1,1,21
Federico Baschirotto,Lecce,ITA,DF,1,21,13,16,5,0,8,16,53.3,7,42,26,26,44,144
Marin Pongračić,Lecce,CRO,DF,1,43,32,22,20,1,19,11,76,6,37,26,52,94,130
Ylber Ramadani,Lecce,ALB,MF,0,68,45,32,29,7,37,41,38.5,59,54,13,47,112,44
Valentin Gendrey,Lecce,FRA,DF,0,55,34,35,16,4,30,29,65.2,16,40,11,35,90,99
Antonino Gallo,Lecce,ITA,DF,0,43,30,31,11,1,31,25,63.3,18,34,9,26,68,67
Nikola Krstović,Lecce,MNE,FW,0,17,6,3,9,5,6,8,60,4,12,4,4,21,22
Pontus Almqvist,Lecce,SWE,"FW,MF",0,45,30,16,22,7,23,19,45.1,28,21,2,14,59,10
Remi Oudin,Lecce,FRA,"MF,FW",0,26,14,12,12,2,12,12,63.2,7,13,1,21,46,22
Alexis Blin,Lecce,FRA,MF,0,33,19,11,19,3,15,14,34.9,28,16,2,22,55,39
Patrick Dorgu,Lecce,DEN,"DF,MF",2,43,22,22,17,4,22,11,64.7,12,16,5,10,52,45
Roberto Piccoli,Lecce,ITA,FW,0,10,6,3,5,2,1,16,25,3,17,1,4,14,16
Lameck Banda,Lecce,ZAM,FW,0,27,23,11,12,4,7,18,33.3,14,18,0,3,30,7
Joan Gonzàlez,Lecce,ESP,MF,0,31,20,16,12,3,17,17,60.7,11,20,3,5,36,9
Mohamed Kaba,Lecce,FRA,MF,0,39,23,15,16,8,17,18,50,17,22,4,12,51,13
Hamza Rafia,Lecce,TUN,MF,0,44,32,13,27,4,13,26,43.3,17,27,1,11,55,13
Gabriel Strefezza,Lecce,BRA,FW,0,24,20,8,7,9,14,17,70,6,17,0,7,31,11
Nicola Sansone,Lecce,ITA,"FW,MF",2,11,6,6,2,3,5,6,31.3,11,7,1,4,15,5
Lorenzo Venuti,Lecce,ITA,DF,0,6,4,5,1,0,6,1,60,4,4,3,5,11,14
Ahmed Touba,Lecce,ALG,DF,0,6,4,3,3,0,3,1,75,1,4,3,8,13,20
Medon Berisha,Lecce,ALB,"FW,MF",0,3,4,3,0,0,0,0,0,2,2,2,1,4,0
Santiago Pierotti,Lecce,ARG,"MF,FW",0,8,8,2,5,1,2,5,25,6,5,0,1,9,0
Federico Brancolini,Lecce,ITA,GK,,,0,,,,,,,,,,1,0,
Federico Di Francesco,Lecce,ITA,"FW,MF",0,1,0,0,1,0,0,0,,0,0,0,0,1,0
Jeppe Corfitzen,Lecce,DEN,FW,0,1,0,0,1,0,1,0,100,0,0,0,0,1,0
Rareș-Cătălin Burnete,Lecce,ROU,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Marcin Listkowski,Lecce,POL,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Walace,Udinese,BRA,MF,1,66,43,40,26,0,36,37,46.8,41,43,6,43,109,66
Nehuén Pérez,Udinese,ARG,DF,1,72,48,42,28,2,39,27,81.3,9,53,26,45,117,158
Lorenzo Lucca,Udinese,ITA,FW,1,19,11,4,11,4,5,15,25,15,18,3,3,22,36
Lazar Samardzic,Udinese,SRB,MF,0,40,19,18,18,4,16,20,41,23,26,6,10,50,25
Hassane Kamara,Udinese,CIV,DF,0,45,36,26,13,6,25,27,65.8,13,29,2,28,71,66
Jaka Bijol,Udinese,SVN,DF,1,43,29,34,9,0,22,15,62.9,13,36,21,23,66,140
Sandi Lovrić,Udinese,SVN,MF,0,25,14,9,11,5,9,19,39.1,14,21,2,23,46,24
Thomas Kristensen,Udinese,DEN,DF,0,35,24,25,10,0,21,9,63.6,12,29,20,29,64,118
Maduka Okoye,Udinese,NGA,GK,2,0,0,0,0,0,0,0,,0,0,0,1,1,4
João Ferreira,Udinese,POR,DF,0,58,45,36,18,4,34,21,58.6,24,27,6,30,87,89
Florian Thauvin,Udinese,FRA,FW,0,7,6,2,4,1,4,8,30.8,9,9,1,3,10,2
Roberto Pereyra,Udinese,ARG,"FW,MF",0,19,9,11,5,3,11,16,37.9,18,20,4,7,26,18
Martín Payero,Udinese,ARG,MF,0,54,32,28,19,7,19,18,41.3,27,25,7,15,69,21
Festy Ebosele,Udinese,IRL,DF,0,33,21,23,9,1,21,31,60,14,33,2,10,43,27
Marco Silvestri,Udinese,ITA,GK,3,0,0,0,0,0,0,1,0,3,1,0,0,0,5
Jordan Zemura,Udinese,ZIM,DF,0,24,18,13,7,4,11,4,57.9,8,5,1,13,37,21
Kingsley Ehizibue,Udinese,NED,DF,0,22,14,16,4,2,11,18,61.1,7,21,3,8,30,36
Christian Kabasele,Udinese,BEL,DF,0,10,7,4,5,1,2,6,18.2,9,15,9,13,22,56
Isaac Success,Udinese,NGA,"FW,MF",0,6,4,0,5,1,1,5,33.3,2,6,1,2,8,11
Lautaro Gianetti,Udinese,ARG,DF,0,9,4,7,2,0,4,4,80,1,10,6,19,28,39
Oier Zarraga,Udinese,ESP,MF,1,3,5,2,1,0,1,3,20,4,5,2,5,8,16
Brenner,Udinese,BRA,"MF,FW",0,8,7,1,5,2,4,2,57.1,3,2,0,0,8,2
Keinan Davis,Udinese,ENG,"FW,MF",0,0,0,0,0,0,0,0,,0,0,0,0,0,3
Axel Guessand,Udinese,FRA,DF,0,1,6,0,1,0,1,1,100,0,1,0,1,1,0
Beto,Udinese,GNB,FW,0,1,0,0,0,1,0,0,,0,0,0,0,1,0
Marley Aké,Udinese,FRA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Adam Masina,Udinese,MAR,DF,0,4,0,2,2,0,2,1,50,2,2,1,3,6,5
Antonio Tikvić,Udinese,CRO,DF,0,0,0,0,0,0,0,0,,0,0,0,1,0,0
Etienne Camara,Udinese,FRA,MF,,,0,,,,,,,,,,2,0,
Domingos Quina,Udinese,POR,MF,0,1,3,1,0,0,0,0,,0,0,0,0,1,0
Simone Pafundi,Udinese,ITA,MF,0,0,1,0,0,0,0,0,,0,0,0,0,0,0
David Pejičić,Udinese,SVN,MF,,,2,,,,,,,,,,0,0,
Sekou Diawara,Udinese,BEL,FW,,,0,,,,,,,,,,0,0,
Samuel John Nwachukwu,Udinese,NGA,DF,,,0,,,,,,,,,,0,0,
Vivaldo Semedo,Udinese,POR,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Enzo Ebosse,Udinese,CMR,DF,0,1,1,1,0,0,0,0,0,1,0,0,1,2,0
Pedro Chirivella,Nantes,ESP,MF,0,50,29,20,29,1,30,17,39.5,46,22,5,31,81,28
Alban Lafont,Nantes,FRA,GK,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14
Jean-Charles Castelletto,Nantes,CMR,DF,0,34,26,22,10,2,18,9,62.1,11,19,10,32,66,81
Florent Mollet,Nantes,FRA,"MF,FW",0,18,11,8,6,4,10,13,32.3,21,18,5,13,31,17
Eray Cömert,Nantes,SUI,DF,1,42,31,28,13,1,28,17,73.7,10,35,18,40,78,77
Mostafa Mohamed,Nantes,EGY,FW,0,21,14,7,11,3,6,16,21.4,22,21,5,12,33,29
Moussa Sissoko,Nantes,FRA,MF,0,27,16,13,8,6,12,6,48,13,8,2,14,39,31
Douglas,Nantes,BRA,MF,0,70,44,34,30,6,30,14,50.8,29,22,8,29,96,30
Moses Simon,Nantes,NGA,"FW,MF",1,7,5,2,5,0,2,8,25,6,9,1,3,10,5
Nicolas Pallois,Nantes,FRA,DF,0,34,19,21,11,2,19,11,54.3,16,37,26,27,60,111
Marcus Coco,Nantes,FRA,"DF,FW",0,43,27,29,10,4,28,18,46.7,32,19,1,26,64,38
Quentin Merlin,Nantes,FRA,DF,0,29,21,15,12,2,16,21,64,9,22,1,21,47,22
Jean-Kevin Duverne,Nantes,HAI,DF,0,37,19,16,17,4,18,12,40.9,26,17,5,18,55,34
Matthis Abline,Nantes,FRA,FW,0,9,5,4,3,2,3,3,37.5,5,3,0,3,12,5
Nathan Zeze,Nantes,FRA,DF,1,11,6,9,2,0,7,9,50,7,12,3,13,23,47
Samuel Moutoussamy,Nantes,COD,MF,0,38,20,14,17,7,17,13,45.9,20,16,3,11,49,13
Tino Kadewere,Nantes,ZIM,"FW,MF",0,9,4,3,3,3,6,9,54.5,5,10,1,13,19,8
Nicolas Cozza,Nantes,FRA,DF,0,35,23,23,10,2,17,7,70.8,7,7,0,14,49,32
Kelvin Amian,Nantes,FRA,DF,0,16,7,12,4,0,11,6,73.3,4,6,0,7,23,28
Abdoul Kader Bamba,Nantes,FRA,"FW,MF",1,10,9,2,5,3,5,4,33.3,10,4,0,4,14,4
Ronaël Pierre-Gabriel,Nantes,FRA,DF,0,15,9,12,2,1,5,9,71.4,2,13,4,8,23,25
Bénie Adama Traore,Nantes,CIV,"FW,MF",0,8,4,2,5,1,3,3,42.9,4,3,0,1,9,1
Rémy Descamps,Nantes,FRA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,7
Adson,Nantes,BRA,"MF,FW",0,7,6,1,6,0,2,5,100,0,5,0,2,9,2
Ignatius Ganago,Nantes,CMR,"FW,MF",0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
Marquinhos,Nantes,BRA,"FW,MF",0,3,2,2,0,1,1,5,25,3,7,2,6,9,1
Fabien Centonze,Nantes,FRA,DF,0,2,2,2,0,0,2,1,66.7,1,2,1,1,2,1
Jaouen Hadjam,Nantes,ALG,DF,0,6,4,5,1,0,1,0,50,1,0,0,3,9,2
Stredair Appuah,Nantes,FRA,"FW,MF",0,0,0,0,0,0,0,0,0,3,0,0,1,1,1
Adel Mahamoud,Nantes,COM,FW,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Hugo Boutsingkham,Nantes,FRA,"MF,FW",0,0,0,0,0,0,0,0,,0,0,0,0,0,1
Denis Petrić,Nantes,SRB,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Enzo Mongo,Nantes,FRA,DF,0,1,1,1,0,0,1,0,50,1,1,1,1,2,0
Bastien Meupiyou,Nantes,FRA,DF,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
Lamine Diack,Nantes,SEN,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Frederik Rønnow,Union Berlin,DEN,GK,2,1,1,1,0,0,0,0,,0,0,0,1,2,22
Diogo Leite,Union Berlin,POR,DF,1,63,44,40,17,6,32,32,47.8,35,63,31,57,115,185
Robin Gosens,Union Berlin,GER,"DF,MF",0,69,47,28,34,7,31,47,63.3,18,57,10,39,108,87
Danilho Doekhi,Union Berlin,NED,DF,1,39,30,22,17,0,17,23,60.7,11,50,27,39,78,122
Robin Knoche,Union Berlin,GER,DF,1,40,26,32,8,0,22,8,57.9,16,31,23,17,56,83
Christopher Trimmel,Union Berlin,AUT,"FW,DF",0,27,20,14,12,1,16,15,43.2,21,18,3,15,41,60
Lucas Tousart,Union Berlin,FRA,MF,0,45,25,23,18,4,22,26,50,22,35,9,29,74,45
Josip Juranović,Union Berlin,CRO,DF,2,26,15,16,8,2,14,18,48.3,15,24,6,14,40,38
Alex Král,Union Berlin,CZE,MF,0,26,18,11,12,3,11,13,42.3,15,18,5,14,39,32
Rani Khedira,Union Berlin,GER,MF,0,41,26,17,22,2,18,11,58.1,13,17,6,29,65,41
Kevin Behrens,Union Berlin,GER,FW,0,16,13,3,9,4,2,7,33.3,4,11,4,8,23,28
Kevin Volland,Union Berlin,GER,"FW,MF",1,27,12,9,11,7,8,11,33.3,16,11,0,6,33,12
Janik Haberer,Union Berlin,GER,MF,0,41,28,17,17,7,25,20,44.6,31,25,5,13,54,23
Aïssa Laïdouni,Union Berlin,TUN,MF,2,26,17,5,14,7,4,26,26.7,11,29,3,14,39,19
Brenden Aaronson,Union Berlin,USA,MF,0,33,19,14,13,6,16,29,44.4,20,31,2,5,38,5
Benedict Hollerbach,Union Berlin,GER,"FW,MF",0,17,13,5,7,5,7,28,31.8,15,28,0,4,21,3
Kevin Vogt,Union Berlin,GER,DF,2,10,9,6,4,0,6,7,50,6,22,15,7,17,72
András Schäfer,Union Berlin,HUN,MF,0,29,16,9,15,5,11,21,55,9,25,4,20,49,25
Jérôme Roussillon,Union Berlin,FRA,DF,0,24,16,9,11,4,11,9,68.8,5,16,7,5,29,36
Sheraldo Becker,Union Berlin,SUR,FW,0,3,3,0,2,1,0,4,0,2,5,1,2,4,3
David Datro Fofana,Union Berlin,CIV,FW,0,12,8,3,6,3,5,5,50,5,5,0,0,12,11
Leonardo Bonucci,Union Berlin,ITA,DF,0,7,5,3,4,0,5,2,83.3,1,10,8,9,16,39
Yorbe Vertessen,Union Berlin,BEL,"FW,MF",0,3,2,0,3,0,1,8,25,3,8,0,1,4,3
Mikkel Kaufmann,Union Berlin,DEN,FW,0,6,4,2,3,1,3,12,30,7,12,0,1,7,4
Paul Jaeckel,Union Berlin,GER,DF,0,9,3,6,3,0,7,1,58.3,5,8,7,8,17,14
Chris Bedia,Union Berlin,CIV,"FW,MF",0,2,1,0,2,0,0,3,0,1,3,0,0,2,2
Alexander Schwolow,Union Berlin,GER,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,2
Jordan Pefok,Union Berlin,USA,FW,0,0,0,0,0,0,0,0,,0,1,1,0,0,0
Aljoscha Kemlein,Union Berlin,GER,MF,0,0,0,0,0,0,0,1,0,3,2,1,0,0,1
Miloš Pantović,Union Berlin,SRB,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Manuel Riemann,Bochum,GER,GK,1,2,1,2,0,0,2,0,50,2,0,0,1,3,25
Bernardo,Bochum,BRA,DF,1,99,61,56,35,8,45,36,65.2,24,66,30,55,154,120
Kevin Stöger,Bochum,AUT,MF,0,49,32,21,21,7,25,42,39.7,38,46,4,21,68,18
Anthony Losilla,Bochum,FRA,MF,0,63,37,15,40,8,23,29,45.1,28,37,8,25,88,51
Erhan Mašović,Bochum,SRB,"DF,MF",2,64,45,37,22,5,37,22,52.9,33,32,10,26,89,75
Keven Schlotterbeck,Bochum,GER,DF,2,42,22,26,14,2,25,10,83.3,5,33,23,33,75,104
Takuma Asano,Bochum,JPN,"FW,MF",0,17,6,2,9,6,7,14,30.4,16,17,3,5,21,11
Ivan Ordets,Bochum,UKR,DF,0,19,17,11,6,2,10,12,58.8,7,41,29,32,50,130
Patrick Osterhage,Bochum,GER,MF,1,38,26,14,23,1,17,27,47.2,19,36,9,28,65,32
Matúš Bero,Bochum,SVK,"MF,FW",0,32,22,13,12,7,13,21,40.6,19,24,3,16,44,26
Philipp Hofmann,Bochum,GER,FW,0,10,5,4,5,1,4,9,57.1,3,11,2,4,14,17
Moritz Broschinski,Bochum,GER,FW,0,11,7,2,5,4,2,9,25,6,11,2,0,11,6
Christopher Antwi-Adjei,Bochum,GHA,"FW,MF",1,21,13,10,6,5,12,11,54.5,10,13,2,2,23,11
Cristian Gamboa,Bochum,CRC,DF,1,24,19,12,11,1,14,13,42.4,19,20,7,16,39,34
Maximilian Wittek,Bochum,GER,"DF,FW",0,23,17,9,11,3,13,11,61.9,8,12,1,18,41,23
Felix Passlack,Bochum,GER,DF,0,21,15,9,10,2,14,11,58.3,10,13,2,11,31,21
Tim Oermann,Bochum,GER,DF,0,19,11,11,4,4,9,9,64.3,5,15,6,2,21,22
Gonçalo Paciência,Bochum,POR,"FW,MF",0,8,4,2,2,4,3,5,50,3,5,0,0,8,7
Lukas Daschner,Bochum,GER,"MF,FW",0,9,4,2,3,4,4,7,44.4,5,7,0,2,11,2
Philipp Förster,Bochum,GER,"MF,FW",0,9,5,3,4,2,2,3,33.3,4,3,0,7,16,3
Danilo Soares,Bochum,BRA,DF,0,10,6,5,3,2,5,6,62.5,3,6,0,7,17,11
Noah Loosli,Bochum,SUI,DF,0,10,7,6,4,0,7,6,50,7,7,1,7,17,18
Moritz-Broni Kwarteng,Bochum,GHA,FW,0,3,0,0,3,0,1,4,14.3,6,4,0,2,5,0
Andreas Luthe,Bochum,GER,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
Simon Zoller,Bochum,GER,"FW,MF",0,0,0,0,0,0,0,1,,0,1,0,1,0,0
Sebastiano Luperto,Empoli,ITA,DF,1,37,26,25,10,2,15,11,62.5,9,46,35,32,69,157
Youssef Maleh,Empoli,MAR,MF,0,74,48,30,36,8,23,55,44.2,29,62,7,25,99,29
Nicolò Cambiaghi,Empoli,ITA,"FW,MF",0,51,39,15,20,16,16,25,45.7,19,26,1,14,65,8
Elia Caprile,Empoli,ITA,GK,2,1,0,1,0,0,1,0,100,0,0,0,0,1,16
Ardian Ismajli,Empoli,ALB,DF,1,26,19,18,6,2,18,11,78.3,5,28,17,25,49,126
Sebastian Walukiewicz,Empoli,POL,DF,0,39,28,33,6,0,28,19,68.3,13,50,31,15,54,121
Liberato Cacace,Empoli,NZL,DF,0,40,25,24,13,3,24,17,63.2,14,23,6,20,59,56
Emmanuel Gyasi,Empoli,GHA,"DF,FW",1,34,17,18,13,3,15,18,46.9,17,30,12,5,39,27
Alberto Grassi,Empoli,ITA,MF,0,30,19,13,13,4,10,15,38.5,16,26,11,43,71,37
Răzvan Marin,Empoli,ROU,MF,2,40,23,13,23,4,19,12,65.5,10,16,4,8,46,30
Matteo Cancellieri,Empoli,ITA,"FW,MF",0,35,22,12,16,7,13,19,36.1,23,19,0,6,41,18
Bartosz Bereszyński,Empoli,POL,DF,0,41,25,25,13,3,24,12,60,16,22,10,21,62,52
Francesco Caputo,Empoli,ITA,FW,0,2,0,0,0,2,0,4,0,1,4,0,1,3,3
Etrit Berisha,Empoli,ALB,GK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
Jacopo Fazzini,Empoli,ITA,MF,0,49,25,27,13,9,30,18,56.6,23,21,3,12,61,18
Tyronne Ebuehi,Empoli,NGA,DF,1,14,9,9,5,0,7,5,63.6,4,9,4,6,20,27
Giuseppe Pezzella,Empoli,ITA,DF,0,25,14,19,5,1,20,11,71.4,8,17,6,2,27,35
Szymon Żurkowski,Empoli,POL,MF,0,15,6,5,8,2,5,4,33.3,10,5,1,6,21,11
Tommaso Baldanzi,Empoli,ITA,"MF,FW",0,4,2,1,1,2,3,7,30,7,7,0,2,6,0
Simone Bastoni,Empoli,ITA,"MF,DF",0,22,13,12,7,3,11,8,50,11,8,0,11,33,18
M'Baye Niang,Empoli,SEN,FW,0,3,1,0,1,2,0,6,0,6,7,1,3,6,10
Viktor Kovalenko,Empoli,UKR,MF,0,5,2,2,2,1,2,10,25,6,12,2,1,6,7
Alberto Cerri,Empoli,ITA,FW,0,3,3,1,1,1,2,2,40,3,3,1,3,6,7
Filippo Ranocchia,Empoli,ITA,"MF,DF",0,16,11,7,9,0,7,8,43.8,9,9,1,3,19,14
Steven Shpendi,Empoli,ALB,"FW,MF",0,0,0,0,0,0,0,1,0,4,2,1,1,1,0
Mattia Destro,Empoli,ITA,"FW,MF",0,2,1,0,2,0,1,4,100,0,4,0,2,4,3
Daniel Maldini,Empoli,ITA,"FW,MF",0,4,2,0,2,2,2,5,100,0,5,0,2,6,2
Roberto Piccoli,Empoli,ITA,FW,0,1,1,0,0,1,1,0,100,0,0,0,2,1,0
Nicolas Haas,Empoli,SUI,MF,0,5,3,1,2,2,3,1,100,0,1,0,2,6,1
Samuele Perisan,Empoli,ITA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Liam Henderson,Empoli,SCO,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Petar Stojanović,Empoli,SVN,"DF,MF",,,0,,,,,,,,,,0,0,
Emmanuel Ekong,Empoli,SWE,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Giacomo Corona,Empoli,ITA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Andrea Sodero,Empoli,ITA,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Alberto Dossena,Cagliari,ITA,DF,2,55,35,43,12,0,32,23,66.7,16,50,27,46,100,172
Antoine Makoumbou,Cagliari,CGO,MF,2,41,25,21,15,5,15,19,50,15,23,4,16,57,27
Gabriele Zappa,Cagliari,ITA,DF,2,54,32,29,16,9,29,24,70.7,12,29,5,20,74,75
Simone Scuffet,Cagliari,ITA,GK,0,1,0,1,0,0,1,1,50,1,1,0,1,2,9
Tommaso Augello,Cagliari,ITA,DF,0,26,20,18,6,2,16,11,64,9,21,10,17,43,89
Nahitan Nández,Cagliari,URU,"MF,DF",0,59,40,27,23,9,27,23,42.2,37,25,2,19,78,32
Zito Luvumbo,Cagliari,ANG,"FW,MF",0,9,6,5,2,2,4,19,26.7,11,19,0,1,10,2
Matteo Prati,Cagliari,ITA,MF,1,45,25,15,27,3,26,23,61.9,16,29,6,15,60,26
Alessandro Deiola,Cagliari,ITA,MF,0,33,20,13,16,4,18,10,38.3,29,16,6,9,42,37
Ibrahim Sulemana,Cagliari,GHA,MF,0,36,17,15,15,6,17,19,63,10,24,5,9,43,23
Nicolas Viola,Cagliari,ITA,"MF,FW",0,13,11,2,8,3,7,9,41.2,10,9,0,3,15,6
Gaetano Oristanio,Cagliari,ITA,"FW,MF",0,20,11,5,14,1,5,11,29.4,12,11,0,10,29,8
Gianluca Lapadula,Cagliari,PER,FW,0,1,1,0,0,1,1,1,10,9,2,1,2,3,5
Adam Obert,Cagliari,SVK,DF,1,17,14,8,8,1,8,6,47.1,9,13,7,23,38,41
Yerry Mina,Cagliari,COL,DF,0,20,13,14,6,0,13,9,68.4,6,23,14,4,24,77
Andrea Petagna,Cagliari,ITA,FW,0,4,3,1,0,3,1,3,50,1,6,3,1,5,4
Mateusz Wieteska,Cagliari,POL,DF,0,14,15,9,3,2,3,5,30,7,10,5,20,28,48
Paulo Azzi,Cagliari,BRA,"DF,MF",0,19,13,10,6,3,9,9,50,9,11,2,16,35,23
Pantelis Hatzidiakos,Cagliari,GRE,DF,1,22,11,12,10,0,10,9,58.8,7,14,5,18,35,30
Eldor Shomurodov,Cagliari,UZB,"FW,MF",0,11,5,2,6,3,6,5,60,4,5,0,4,15,4
Edoardo Goldaniga,Cagliari,ITA,DF,1,12,7,9,3,0,4,4,40,6,11,7,15,27,37
Jakub Jankto,Cagliari,CZE,"MF,FW",0,12,9,9,1,2,8,4,40,12,5,1,6,17,20
Boris Radunović,Cagliari,SRB,GK,2,0,0,0,0,0,0,0,,0,0,0,1,1,1
Gianluca Gaetano,Cagliari,ITA,"FW,MF",0,7,4,0,4,3,2,4,28.6,5,4,0,3,10,4
Leonardo Pavoletti,Cagliari,ITA,FW,0,1,1,0,0,1,0,1,0,1,2,1,0,1,7
Alessandro Di Pardo,Cagliari,ITA,"DF,MF",0,4,2,3,0,1,0,7,0,3,9,2,7,9,7
Marco Mancosu,Cagliari,ITA,"MF,FW",0,3,1,0,2,1,1,0,50,1,0,0,0,3,0
Gastón Pereiro,Cagliari,URU,"FW,MF",,,1,,,,,,,,,,0,0,
Kingstone Mutandwa,Cagliari,ZAM,"FW,MF",0,1,0,1,0,0,1,1,25,3,1,0,0,1,2
Simone Aresti,Cagliari,ITA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Arthur Desmas,Le Havre,FRA,GK,1,0,0,0,0,0,0,0,0,2,0,0,0,0,13
Gautier Lloris,Le Havre,FRA,DF,1,50,30,40,9,1,28,20,66.7,14,50,30,33,82,142
Arouna Sangante,Le Havre,SEN,DF,2,53,33,27,23,3,24,17,60,16,35,18,67,119,93
Christopher Operi,Le Havre,CIV,DF,1,55,40,37,15,3,32,38,54.2,27,45,7,37,90,68
Daler Kuzyaev,Le Havre,RUS,MF,1,34,21,11,13,10,15,13,34.9,28,18,5,24,56,18
Abdoulaye Touré,Le Havre,GUI,MF,0,47,28,22,22,3,30,22,50,30,30,8,25,72,33
Josué Casimir,Le Havre,FRA,"FW,DF",0,31,18,14,14,3,7,21,38.9,11,23,2,17,44,25
Etienne Youte Kinkoue,Le Havre,FRA,DF,0,15,10,13,2,0,7,5,63.6,4,21,16,47,59,104
Yassine Kechta,Le Havre,MAR,MF,1,46,25,24,19,3,31,17,42.5,42,20,3,25,69,16
Loïc Nego,Le Havre,HUN,"DF,MF",0,37,26,21,12,4,18,10,60,12,12,2,18,53,17
Emmanuel Sabbi,Le Havre,USA,"FW,MF",0,38,19,15,15,8,16,24,41,23,26,2,19,57,7
Yoann Salmier,Le Havre,GUF,DF,0,22,10,13,6,3,13,6,65,7,21,15,23,43,57
Mohamed Lamine Bayo,Le Havre,GUI,FW,0,13,5,2,5,6,2,7,20,8,8,1,2,15,11
André Ayew,Le Havre,GHA,FW,0,15,11,7,6,2,6,5,66.7,3,8,3,2,17,11
Oussama Targhalline,Le Havre,MAR,MF,2,23,14,16,7,0,15,6,60,10,9,3,23,43,14
Nabil Alioui,Le Havre,FRA,"MF,FW",0,3,2,2,1,0,2,5,50,2,6,1,3,6,4
Antoine Joujou,Le Havre,FRA,"FW,MF",0,20,14,7,7,6,11,9,52.4,10,11,2,8,27,5
Samuel Grandsir,Le Havre,FRA,"MF,FW",1,16,13,5,9,2,8,4,44.4,10,4,0,3,19,3
Oualid El Hajjam,Le Havre,MAR,"DF,MF",0,8,12,5,2,1,2,4,22.2,7,5,1,8,14,10
Rassoul Ndiaye,Le Havre,SEN,"MF,FW",0,25,17,8,16,1,12,1,50,12,2,1,5,29,5
Steve Ngoura,Le Havre,FRA,"FW,MF",0,2,2,1,1,0,1,0,25,3,0,0,0,2,3
Mathieu Gorgelin,Le Havre,FRA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Andy Logbo,Le Havre,FRA,FW,0,0,0,0,0,0,0,4,0,3,7,3,0,0,2
Issa Soumaré,Le Havre,SEN,"FW,MF",0,2,0,2,0,0,0,0,0,4,0,0,0,2,2
Mohamed Koné,Le Havre,CIV,GK,,,0,,,,,,,,,,0,0,
Alois Confais,Le Havre,FRA,"MF,FW",0,2,4,1,1,0,1,0,100,0,0,0,1,2,0
Nolan Mbemba,Le Havre,CGO,MF,0,2,1,0,1,1,1,0,50,1,0,0,3,2,0
Simon Ebonog,Le Havre,CMR,MF,0,1,1,0,1,0,1,0,100,0,1,1,0,1,1
